# elapsed_s,phase_ns
0.4,-8203995
1.8,-8204805
3.1,-8204800
4.5,-8206400
5.9,-8206395
7.2,-8200795
8.6,-8203200
9.9,-8204790
11.3,-8207195
12.6,-8207195
13.9,-8203195
15.3,-8205595
16.6,-8206390
17.9,-8204805
19.3,-8203195
20.6,-8202400
22.0,-8203210
23.3,-8192000
24.7,-8203195
26.0,-8204810
27.4,-8204005
28.7,-8204810
30.1,-8203195
31.4,-8205595
32.7,-8203195
34.1,-8201595
35.5,-8206400
36.8,-8202395
38.2,-8204000
39.7,-8204000
41.0,-8205590
42.4,-8205600
43.7,-8203995
45.0,-8205600
46.4,-8204600
47.7,-8199195
49.0,-8207995
50.4,-8205590
51.8,-8203200
53.1,-8203200
54.5,-8203210
55.9,-8204800
57.2,-8203205
58.6,-8203990
59.9,-8206395
61.3,-8204795
62.7,-8205600
64.0,-8205600
65.3,-8206395
66.7,-8205595
68.0,-8199990
69.4,-8204790
70.8,-8200000
72.1,-8199190
73.5,-8203995
74.8,-8201600
76.2,-8204000
77.5,-8203995
78.9,-8206400
80.3,-8203200
81.7,-8206395
83.0,-8202395
84.4,-8201595
85.8,-8204005
87.1,-8204795
88.5,-8204795
89.8,-8199995
91.2,-8203205
92.6,-8204000
93.9,-8205694
95.3,-8206395
96.7,-8207205
98.1,-7756000
99.5,-8205605
100.8,-8203200
102.2,-8203210
103.5,-8204800
104.8,-8204795
106.2,-8204800
107.6,-8204810
108.9,-8204795
110.3,-8202395
111.6,-8205537
112.9,-8203951
114.3,-8206400
115.7,-8204000
117.1,-8200766
118.5,-8207195
119.8,-8204805
121.1,-8203200
122.5,-8203200
123.9,-8205595
125.3,-8205590
126.7,-8206390
128.0,-8206395
129.4,-8202400
130.7,-8206405
132.1,-8200795
133.6,-8203995
134.9,-8207190
