# elapsed_s,phase_ns
0.3,-103602
1.7,-103543
3.0,-103587
4.3,-103622
5.7,-103587
7.0,-103582
8.3,-103612
9.6,-103588
10.9,-103532
12.2,-103582
13.5,-103572
14.8,-103630
16.1,-103582
17.5,-103618
18.8,-103602
20.1,-103601
21.4,-103625
22.8,-103609
24.1,-103590
25.4,-103573
26.7,-103582
28.0,-103612
29.3,-103574
30.6,-103561
31.9,-103593
33.2,-103538
34.5,-103563
35.8,-103573
37.1,-103573
38.4,-103563
39.8,-103575
41.1,-103612
42.4,-103620
43.7,-103582
45.0,-103591
46.3,-103615
47.6,-103573
48.9,-103593
50.2,-103563
51.5,-103604
52.9,-103569
54.2,-103632
55.5,-103619
56.8,-103623
58.1,53930
59.4,-103627
60.7,-103629
62.1,-103622
63.4,-103573
64.7,-103593
66.0,-103582
67.3,-103583
68.6,-103593
69.9,-103573
71.2,-103613
72.5,-103593
73.9,-103592
75.2,-103625
76.5,-103575
77.8,-103614
79.1,-103603
80.4,-103563
81.7,-103563
83.1,-103613
84.3,-103625
85.7,-103583
87.1,-103573
88.4,-103590
89.7,-103593
91.0,-103533
92.3,-103583
93.6,-103603
94.9,-103613
96.2,-103603
97.5,-103590
98.8,-103613
100.2,-103582
101.5,-103601
102.8,-103602
104.1,-102842
105.5,-103602
106.8,-103590
108.1,-103622
109.4,-103603
110.7,-103602
112.1,-103603
113.4,-103583
114.7,-103592
116.0,-103633
117.3,-103542
118.6,-103603
120.0,-103594
121.3,-103594
122.6,-103583
123.9,-103563
125.2,-103579
126.5,-103605
127.9,-103570
129.2,-103639
130.5,-103626
131.8,-103603
133.2,-103582
134.5,-103573
135.8,-103640
137.1,-103592
138.5,-103632
139.8,-103602
141.1,-103622
142.4,-103583
143.7,-103623
145.0,-103593
146.4,-103612
147.7,-103612
149.2,267309
150.5,265605
151.8,26560
153.2,266078
154.6,266558
156.0,265187
157.4,266004
158.8,265425
160.1,264547
161.5,264142
162.8,263665
164.2,265349
165.5,266798
166.9,266558
168.4,267677
169.8,266476
171.2,267039
172.6,271918
173.9,271360
175.2,274588
176.6,274645
178.0,275659
179.4,277904
180.8,274158
182.2,278301
183.5,280400
184.8,279742
186.2,282720
187.6,284078
188.9,286324
190.3,285684
191.7,286801
193.1,287606
194.4,289120
195.8,288322
197.2,288668
198.6,275359
199.9,261184
201.3,248383
202.7,227215
204.1,216461
205.4,197757
206.8,189082
208.2,179904
209.6,163182
210.9,152632
212.2,147343
213.7,127679
215.0,117578
216.4,104158
217.8,97866
219.2,99347
220.6,94960
221.9,88716
223.3,91275
224.6,90480
226.0,85678
227.4,75423
228.8,73422
230.1,72338
231.4,69759
232.8,66320
234.2,64163
235.6,64622
237.0,65286
238.3,59206
239.6,51804
241.0,50780
242.4,45349
243.8,43367
245.1,41838
246.5,38638
247.8,37822
249.1,37264
250.5,32558
252.0,30230
253.4,27737
254.7,43904
256.0,41458
257.3,34808
258.7,34479
260.0,33459
261.3,27948
262.6,30254
264.0,28547
265.3,25813
266.6,25001
267.9,26164
269.2,22036
270.5,16709
271.8,12692
273.1,13197
274.4,9281
275.8,6138
277.1,2031
278.4,570
279.7,-1772
281.0,-2639
282.3,-5499
283.6,-8503
284.9,-10423
286.3,-12550
287.6,-16171
288.9,-17186
290.2,-18070
291.5,-20880
292.8,-21003
294.1,-20781
295.4,-20267
296.7,-22384
298.0,-23984
299.4,-23642
300.7,-24413
302.0,-25763
303.4,-24332
304.7,-23296
305.9,-22880
307.3,-24142
308.6,-24471
309.9,-25924
