# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
62583,0.311,-390336047490525,0,0,0.0,999999.0,9.1,-0.026,0,INIT
62584,1.293,-390336047445845,0,0,44680.0,inf,9.1,-0.026,0,ACQUIRING
62585,2.292,-390336047365387,0,0,62569.0,14606.3,9.0,-0.021,0,ACQUIRING
62586,3.294,-390336047358520,0,0,47647.3,21857.9,8.9,-0.015,0,ACQUIRING
62587,4.294,-390336047329890,0,0,40859.5,21727.7,9.0,-0.016,0,ACQUIRING
62588,5.296,-390336047315804,0,0,35095.3,23406.9,9.0,-0.009,0,ACQUIRING
62589,6.293,-390336047282290,0,0,32867.3,22014.6,8.9,-0.002,0,ACQUIRING
62590,7.293,-390336047225620,0,0,33922.5,20480.6,8.9,0.007,0,ACQUIRING
62591,8.293,-390336047181773,0,0,35076.6,19651.2,9.3,0.010,0,ACQUIRING
62592,9.294,-390336047138507,0,0,36110.8,19165.4,9.7,0.014,0,ACQUIRING
62593,10.293,-390336047162029,0,0,33964.3,22258.4,10.1,0.009,0,ACQUIRING
62594,11.294,-390336047153018,0,0,31766.2,26003.8,10.4,0.015,0,ACQUIRING
62595,12.294,-390336047126520,0,0,30264.0,27415.8,10.4,0.009,0,ACQUIRING
62596,13.294,-390336047032622,0,0,31137.9,27329.5,10.4,0.012,0,ACQUIRING
62597,14.294,-390336047051528,0,0,30454.8,27073.9,10.7,0.022,0,ACQUIRING
62598,15.296,-390336046977025,0,0,30969.4,26658.0,10.7,0.016,0,ACQUIRING
62599,16.294,-390336046988194,0,0,30496.3,26338.4,10.8,0.006,0,ACQUIRING
62600,17.294,-390336046925870,0,0,30722.7,25663.8,10.8,-0.002,0,ACQUIRING
62601,18.294,-390336046897071,0,0,30854.4,24963.6,10.7,0.007,0,ACQUIRING
62602,19.294,-390336046865765,0,0,30956.8,24308.1,11.0,-0.013,0,ACQUIRING
62603,20.294,-390336046829287,0,0,31104.3,23777.5,11.2,-0.031,0,ACQUIRING
62604,21.294,-390336046780420,0,0,31425.7,23824.1,11.7,-0.061,0,ACQUIRING
