# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
4105,0.755,-397393973340060,0,0,-77145.0,inf,9.1,-0.136,0,ACQUIRING
4106,1.756,-397393973317493,0,0,-27289.0,40707.3,9.0,-0.132,0,ACQUIRING
4107,2.756,-397393973192983,0,0,23236.3,71296.7,9.0,-0.128,0,ACQUIRING
4108,3.756,-397393973164320,0,0,34426.7,61694.6,9.0,-0.128,0,ACQUIRING
4109,4.757,-397393973134242,0,0,37002.7,53790.1,9.2,-0.128,0,ACQUIRING
4110,5.756,-397393973099759,0,0,37652.8,48152.3,9.2,-0.124,0,ACQUIRING
4111,6.756,-397393973061518,0,0,37972.6,43973.2,9.2,-0.120,0,ACQUIRING
4112,7.757,-397393973037400,0,0,37198.2,40858.3,9.2,-0.121,0,ACQUIRING
4113,8.756,-397393973097296,0,0,31508.0,48488.7,9.2,-0.123,0,ACQUIRING
4114,9.756,-397393972993856,0,0,31673.8,45726.6,9.1,-0.132,0,ACQUIRING
4115,10.756,-397393972922361,0,0,33301.1,44811.3,9.3,-0.141,0,ACQUIRING
4116,11.756,-397393972947375,0,0,32362.1,43347.3,9.4,-0.143,0,ACQUIRING
4117,12.756,-397393972968684,0,0,30238.5,45435.8,9.4,-0.136,0,ACQUIRING
4118,13.756,-397393972883242,0,0,30238.2,43653.3,9.5,-0.138,0,ACQUIRING
4119,14.756,-397393972872912,0,0,29798.8,42324.6,9.5,-0.141,0,ACQUIRING
4120,15.756,-397393972864429,0,0,29079.4,41741.4,9.6,-0.143,0,ACQUIRING
4121,16.757,-397393972746176,0,0,30138.9,42600.0,9.4,-0.157,0,ACQUIRING
4122,17.757,-397393972725681,0,0,30745.1,42164.2,9.5,-0.160,0,ACQUIRING
4123,18.757,-397393972677015,0,0,31442.7,42272.1,9.5,-0.143,0,ACQUIRING
4124,19.757,-397393972713319,0,0,31079.3,41554.5,9.7,-0.125,0,ACQUIRING
4125,20.757,-397393972667071,0,0,30986.3,40533.9,9.7,-0.097,0,ACQUIRING
4126,21.757,-397393972614421,0,0,31150.9,39672.5,9.7,-0.071,0,ACQUIRING
4127,22.757,-397393972547514,0,0,31635.3,39903.6,9.2,-0.045,0,ACQUIRING
4128,23.757,-397393972591069,0,0,31318.3,39580.5,9.2,-0.044,0,ACQUIRING
4129,24.757,-397393972500995,0,0,31571.2,39147.5,9.4,-0.057,0,ACQUIRING
4130,25.757,-397393972531701,0,0,31277.7,38964.9,9.4,-0.052,0,ACQUIRING
4131,26.757,-397393972426247,0,0,31590.8,38981.8,9.4,-0.049,0,ACQUIRING
4132,27.758,-397393972439348,0,0,31535.3,38280.4,9.9,-0.078,0,ACQUIRING
4133,28.757,-397393972432339,0,0,31331.9,38000.7,10.3,-0.102,0,ACQUIRING
4134,29.757,-397393972391407,0,0,31223.4,37469.6,10.2,-0.102,0,ACQUIRING
4135,30.757,-397393972377538,0,0,31035.5,37273.2,10.2,-0.123,0,ACQUIRING
4136,31.757,-397393972340889,0,0,30909.8,36881.5,10.2,-0.129,0,ACQUIRING
4137,32.758,-397393972294995,0,0,30880.5,36313.6,10.2,-0.126,0,ACQUIRING
4138,33.757,-397393972244528,0,0,30949.2,35837.6,10.4,-0.139,0,ACQUIRING
4139,34.758,-397393972180655,0,0,31155.4,36078.0,10.3,-0.144,0,ACQUIRING
4140,35.758,-397393972124352,0,0,31437.2,37096.0,10.1,-0.141,0,ACQUIRING
4141,36.758,-397393972144882,0,0,31466.5,36594.9,10.2,-0.146,0,ACQUIRING
4142,37.758,-397393972063833,0,0,31682.1,37142.7,10.2,-0.150,0,ACQUIRING
4143,38.758,-397393972095750,0,0,31634.3,36706.0,10.2,-0.148,0,ACQUIRING
4144,39.758,-397393972082840,0,0,31528.0,36529.9,10.5,-0.158,0,ACQUIRING
4145,40.758,-397393971982426,0,0,31664.9,36601.4,10.5,-0.160,0,ACQUIRING
4146,41.758,-397393971974939,0,0,31707.0,36206.3,10.5,-0.163,0,ACQUIRING
4147,42.758,-397393971969657,0,0,31663.5,35835.1,10.4,-0.167,0,ACQUIRING
4148,43.758,-397393971947388,0,0,31598.3,35567.4,10.7,-0.174,0,ACQUIRING
4149,44.758,-397393971915361,0,0,31542.4,35280.6,10.7,-0.175,0,ACQUIRING
4150,45.758,-397393971876619,0,0,31512.6,34923.3,10.9,-0.181,0,ACQUIRING
4151,46.758,-397393971825389,0,0,31536.6,34567.2,11.2,-0.186,0,ACQUIRING
4152,47.758,-397393971767323,0,0,31622.7,34550.2,11.4,-0.189,0,ACQUIRING
4153,48.758,-397393971708017,0,0,31764.1,35188.1,11.5,-0.190,0,ACQUIRING
4154,49.758,-397393971704953,0,0,31824.5,35019.8,11.5,-0.189,0,ACQUIRING
4155,50.759,-397393971651069,0,0,31926.3,35246.0,11.4,-0.186,0,ACQUIRING
4156,51.758,-397393971676606,0,0,31896.5,34951.4,11.6,-0.190,0,ACQUIRING
4157,52.759,-397393971585368,0,0,31989.7,35158.8,11.8,-0.189,0,ACQUIRING
4158,53.759,-397393971587898,0,0,32005.9,34842.9,11.9,-0.187,0,ACQUIRING
4159,54.759,-397393971592432,0,0,31951.8,34725.3,11.5,-0.179,0,ACQUIRING
4160,55.759,-397393971477296,0,0,32054.1,35181.9,12.0,-0.176,0,ACQUIRING
