# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
7189,0.994,-7151375561496,0,0,37210.0,inf,9.0,0.021,0,ACQUIRING
7190,1.994,-7151375581985,0,0,8360.5,23555.5,9.5,0.015,0,ACQUIRING
7191,2.994,-7151375543366,0,0,14553.1,18475.5,9.4,0.012,0,ACQUIRING
7192,3.994,-7151375497479,0,0,22058.4,20379.6,9.6,0.015,0,ACQUIRING
7193,4.994,-7151375486797,0,0,22577.6,17693.7,9.9,0.023,0,ACQUIRING
7194,5.996,-7151375451935,0,0,24079.2,16477.3,9.9,0.024,0,ACQUIRING
7195,6.995,-7151375410085,0,0,26185.8,16981.7,9.9,0.024,0,ACQUIRING
7196,7.995,-7151375397017,0,0,26294.3,15729.5,9.9,0.018,0,ACQUIRING
7197,8.996,-7151375306111,0,0,29873.8,23850.5,9.8,0.023,0,ACQUIRING
7198,9.996,-7151375263236,0,0,32417.3,27255.1,9.6,0.028,0,ACQUIRING
7199,10.996,-7151375303194,0,0,31101.0,27407.1,9.7,0.023,0,ACQUIRING
7200,11.995,-7151375194465,0,0,32864.6,29522.1,9.8,0.022,0,ACQUIRING
7201,12.995,-7151375225606,0,0,32144.4,28952.6,9.8,0.016,0,ACQUIRING
7202,13.995,-7151375128960,0,0,33288.8,29933.5,9.9,0.017,0,ACQUIRING
7203,14.996,-7151375139298,0,0,33092.2,28920.4,10.0,0.018,0,ACQUIRING
7204,15.995,-7151375129228,0,0,32505.9,28764.4,10.0,0.012,0,ACQUIRING
7205,16.995,-7151375110770,0,0,31848.0,29078.9,10.0,0.005,0,ACQUIRING
7206,17.996,-7151375096240,0,0,31103.6,30018.7,10.1,0.007,0,ACQUIRING
7207,18.995,-7151375065397,0,0,30557.5,30284.5,10.5,0.001,0,ACQUIRING
7208,19.998,-7151375030123,0,0,30214.6,29984.6,10.9,0.006,0,ACQUIRING
7209,20.995,-7151374989621,0,0,30079.0,29318.0,10.9,-0.002,0,ACQUIRING
7210,21.995,-7151374900713,0,0,30615.3,30259.4,10.8,0.014,0,ACQUIRING
