# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
42821,9.258,-42813063613812,0,0,-67561.0,2054336.0,18.7,-0.107,0,ACQUIRING
42822,10.258,-42813063625758,0,0,-60588.9,2016965.1,18.4,-0.139,0,ACQUIRING
42834,22.259,-42813063160405,0,0,-11367.8,1690710.2,16.5,-0.114,0,ACQUIRING
42835,23.259,-42813063138799,0,0,-9126.5,1670184.6,16.5,-0.118,0,ACQUIRING
42872,60.261,-42813061948015,42910,98621,31712.9,34808.1,10.6,-0.056,-539057,LOCKED
42873,61.260,-42813062005200,-42713,12998,31623.1,35269.1,10.0,-0.013,-627251,LOCKED
42880,68.261,-42813061758143,-21155,34556,31657.0,33971.0,7.8,0.073,-592297,LOCKED
42881,69.261,-42813061737356,-29641,26070,31589.1,34186.5,7.8,0.074,-605746,LOCKED
