# elapsed_s,phase_ns
0.5,-103492
1.9,-103597
3.2,-103578
4.5,-103508
5.8,-103387
7.1,-102989
8.4,-103508
9.7,-103368
11.0,-103227
12.3,-103404
13.7,-103147
15.0,-103377
16.3,-102770
17.6,-103598
18.9,-103517
20.2,-103587
21.5,-103517
22.9,-103557
24.2,-103187
25.5,-103475
26.8,-103433
28.1,-103577
29.4,-103239
30.8,-103587
32.1,-103607
33.4,-103032
34.7,-103512
36.0,-103197
37.3,-103079
38.7,-103568
40.0,-103557
41.3,-103155
42.6,-103407
43.9,-103558
45.3,-103577
46.6,-103607
47.9,-103633
49.1,-103567
50.5,-103487
51.8,-103579
53.1,-103617
54.4,20347
55.7,35699
57.0,45568
58.3,64710
59.6,74143
61.0,81968
62.3,94218
63.6,-103457
64.9,-103377
66.2,-103447
67.5,-103464
68.9,-103587
70.2,-103567
71.5,-103503
72.8,-103394
74.1,-103067
75.5,-103547
76.8,-103604
78.1,-103492
79.4,-103570
80.7,-102708
82.1,-103558
83.4,-103318
84.7,-103508
86.0,-103637
87.3,-103528
88.6,-103427
90.0,-103468
91.3,-103569
92.7,-103568
94.0,-103434
95.3,-102879
96.6,-103594
98.0,-103567
99.3,-103477
100.6,-103335
101.9,98425
103.2,88709
104.5,83039
105.8,82883
107.2,75468
108.5,70941
109.8,69318
111.1,65935
112.4,64228
113.7,62420
115.1,60900
116.4,59010
117.7,56442
119.0,52210
120.4,49296
121.7,46817
123.0,43698
124.3,36612
125.6,32317
127.0,35857
128.3,29299
129.6,32389
130.9,30021
132.2,26907
133.5,28938
134.8,27534
136.2,27934
137.5,24278
138.8,20587
140.1,17491
141.4,20109
142.7,20275
144.0,19762
145.3,17089
146.6,17803
148.0,17549
149.3,16438
150.6,18528
151.9,21208
153.2,17965
154.5,16447
155.8,11439
157.2,6559
158.5,2798
159.8,3330
161.2,5153
162.5,5628
163.8,4536
165.1,5898
166.5,8608
167.8,10515
169.1,10979
170.4,9870
171.7,7930
173.1,4434
174.4,4859
175.7,4986
177.0,5138
178.3,6928
179.7,9413
181.0,6240
182.3,7428
183.6,4308
184.9,6637
186.3,6694
187.6,8758
188.9,8474
190.2,8399
191.5,7478
192.8,7048
194.2,7898
195.5,9638
196.8,11306
198.1,12278
199.5,15108
200.8,13928
202.1,12878
203.4,11648
204.7,10828
206.0,9978
207.3,12402
208.6,13358
209.9,15148
211.3,11488
212.6,9030
213.9,6559
215.2,4050
216.5,5722
217.8,8178
219.1,5888
220.5,5351
221.8,3199
223.1,32
224.4,-885
225.7,-2993
227.0,-3196
228.3,-5336
229.6,-4123
230.9,-888
232.2,-379
233.5,-1070
234.8,989
236.2,4565
237.5,7547
238.8,7859
240.2,8548
241.5,9868
242.9,10262
244.2,15149
245.5,14538
246.8,11966
248.1,10012
249.4,7355
250.7,8907
252.0,6768
253.3,9584
254.7,8258
256.0,5137
257.3,5038
258.6,1368
259.9,-816
261.3,2087
262.6,2487
263.9,4492
265.3,3750
266.6,2358
267.9,581
269.3,-1931
270.6,-701
271.9,619
273.2,4597
274.5,10783
275.8,6549
277.1,9688
278.4,3229
279.7,2775
281.1,4785
282.4,3994
283.7,6808
285.0,8819
286.3,9148
287.6,4823
289.0,119
290.3,-370
291.6,-3261
292.9,-3932
294.2,-4948
295.5,-6550
296.8,-5539
298.1,-6223
299.4,-5272
300.7,-5957
302.0,-4452
303.3,778
304.6,3958
306.0,6398
307.3,2498
308.6,383
309.9,-942
311.2,5064
312.6,6258
313.8,9150
315.2,12120
316.5,15358
317.8,16412
319.1,19759
320.4,20519
321.7,20103
323.0,20839
324.3,19174
325.6,22128
326.9,22457
328.2,27681
329.5,29129
330.8,29020
332.2,25670
333.5,25688
334.8,28876
336.1,28109
337.4,32618
338.7,31151
340.0,33456
341.3,28439
342.7,27668
344.0,25077
345.3,20928
346.6,19763
347.9,18259
349.2,15003
350.5,18685
351.8,17207
353.2,12299
354.5,12065
355.8,10199
357.1,9997
358.5,8538
359.8,11308
361.1,8568
362.5,2028
363.9,-778
365.2,-1721
366.4,-1850
367.8,-3892
369.1,-2322
370.4,-552
371.7,2131
373.0,2866
374.3,-2442
375.6,-4062
377.0,-5517
378.3,-8612
379.6,-6792
380.9,-2884
382.2,2179
383.5,4038
384.8,446
386.1,-1582
387.5,-2949
388.8,-6636
390.1,-5665
391.4,1368
392.7,1070
394.0,4551
395.3,4028
396.7,2700
398.0,1093
399.3,-1151
400.6,2786
401.9,2814
403.2,7291
404.5,9648
405.8,11888
407.1,14127
408.5,9516
409.8,8428
411.1,7946
412.4,10553
413.7,11259
415.0,11462
416.3,15853
417.6,18253
418.9,16305
420.2,16087
421.5,16034
422.9,16928
424.2,18053
425.5,18597
426.8,20858
428.1,18417
429.4,12897
430.7,12284
432.1,13385
433.3,15483
434.6,16162
436.0,17397
437.3,20237
438.6,21928
439.9,17505
441.3,20542
442.6,20341
444.0,22598
445.3,26466
446.6,23654
448.0,21449
449.3,16668
450.6,19461
451.9,20218
453.2,23858
454.5,20346
455.8,18019
457.2,13888
458.5,8221
459.8,9008
461.1,9077
462.5,12980
463.8,13538
465.1,10744
466.4,6644
467.7,4948
469.0,1316
470.3,16368
471.6,16168
473.0,18188
474.3,19838
475.7,19907
477.0,22310
478.3,13122
479.6,10331
480.9,11680
482.2,13808
483.5,16104
484.8,18038
486.2,20618
487.5,22278
488.8,14842
490.1,14228
491.4,11578
492.7,12298
494.0,11948
495.3,12258
496.7,12339
498.0,12145
499.3,13418
500.6,14449
501.9,16867
503.2,17649
504.5,19541
505.9,16936
507.2,12975
508.5,10370
509.8,7169
511.2,4688
512.5,6053
513.8,5758
515.1,5668
516.4,3631
517.8,4928
519.1,3419
520.4,3747
521.7,348
523.0,-1014
524.3,-5216
525.6,-6126
526.9,-7562
528.3,-8921
529.6,-11512
530.9,-8874
532.2,-6701
533.5,-3219
534.9,-3818
536.2,-5001
537.5,-5681
538.8,-6331
540.1,-6107
541.4,-701
542.7,3548
544.1,3821
545.4,7712
546.7,10515
548.0,12619
549.3,5318
550.6,8689
552.0,9258
553.3,11165
554.6,13268
555.9,14540
557.2,18278
559.3,18749
561.0,24398
562.9,26371
564.2,26276
565.6,28120
567.1,29845
568.4,32217
569.7,32398
571.1,33378
572.4,29437
573.7,27888
575.2,27130
576.5,24404
577.8,24268
579.2,18425
580.5,23985
581.8,24778
583.1,26355
584.5,24378
585.8,23080
587.1,21508
588.5,31599
589.9,27656
591.2,28629
592.5,28484
593.9,30426
595.2,26939
596.6,22780
597.9,20478
599.3,14448
600.6,16403
601.9,14920
603.3,13851
604.6,15373
606.0,16988
607.3,13028
608.6,10758
610.0,7085
611.4,9103
612.7,8422
614.0,8956
615.3,11422
616.7,12761
618.0,10651
619.3,4060
620.7,1909
622.1,2198
623.4,6439
624.7,2203
626.1,292
627.5,907
629.0,-2360
630.3,-2728
631.6,-2163
632.9,-1282
634.2,-5612
635.5,-8186
636.8,-9584
638.1,-9755
639.5,-9771
640.8,-8711
642.1,-11902
643.4,-11642
644.7,-9946
646.0,-7636
647.3,-8931
648.7,-12858
650.0,-12334
651.3,-11665
652.6,-9762
653.9,-10912
655.2,-10200
656.5,-9244
657.8,-9149
659.1,-4941
660.4,-4252
661.7,-5307
663.1,-6790
664.4,-4193
665.7,4362
667.0,-8226
668.3,-12109
669.6,-6882
670.9,-8543
672.3,3869
673.6,1529
674.9,7137
676.2,6197
677.6,4898
678.8,-2108
680.2,-51
681.5,969
682.8,4506
684.1,4784
685.4,9568
686.7,9358
688.1,13131
689.4,5460
690.7,4917
692.0,5338
693.3,6690
694.7,8898
696.0,9198
697.3,13824
698.7,12957
700.0,15428
701.3,20169
702.6,18422
703.9,18598
705.2,17608
706.6,14051
707.9,10520
709.2,9473
710.6,5151
711.9,4387
713.2,7731
714.5,9110
716.0,8098
717.3,8640
718.6,14337
719.9,13616
721.2,17111
722.5,19128
723.8,20749
725.1,22269
726.4,16418
727.7,15237
