# elapsed_s,phase_ns
0.4,-103592
1.7,-103583
3.0,-103572
4.3,-103572
5.6,-103414
6.9,-103594
8.2,-103612
9.5,-103598
10.8,-103602
12.2,-103602
13.5,-103612
14.8,-103601
16.1,-103592
17.4,-103602
18.7,-103622
20.0,-103582
21.3,-103552
22.6,-103528
24.0,-103598
25.3,-103412
26.6,-103609
27.9,-103612
29.2,-103533
30.5,-103600
31.8,-103622
33.1,-103597
34.4,-103511
35.7,-103602
37.1,-103603
38.4,-103614
39.7,-103617
41.0,-103571
42.3,-103618
43.6,-103588
44.9,-103603
46.2,-103582
47.5,-103632
48.8,-103592
50.1,-103602
51.4,-103422
52.7,-103562
54.1,-103635
55.4,-103590
56.7,-103462
58.0,-103573
59.3,-103604
60.6,926
61.9,99518
63.2,-103582
64.5,-103604
65.8,-103552
67.1,-103563
68.4,-103512
69.7,-103541
71.1,-103564
72.4,-103622
73.7,-103528
75.0,-103542
76.3,-103582
77.6,-103622
78.9,-103559
80.2,-103618
81.5,-103602
82.8,-103527
84.2,-103545
85.5,-103607
86.8,-103582
88.2,-103601
89.5,-103512
90.8,-103634
92.1,-103563
93.4,-103607
94.7,-103547
96.0,-103602
97.3,-103569
98.6,-103572
99.9,-103573
101.2,-103607
102.5,-103516
103.8,-103587
105.1,-103612
106.4,-103502
107.7,-103578
109.0,-103630
110.3,-103512
111.6,-103382
112.9,-103602
114.3,-103552
115.6,-103592
116.9,-103567
118.2,-103404
119.5,-103569
120.8,-103622
122.1,-103600
123.4,-103582
124.7,-103632
126.0,-103605
127.3,-103477
128.7,-103586
130.0,-103583
131.3,-103542
132.7,-103557
134.0,-103542
135.3,98763
136.6,96370
137.9,88467
139.2,83230
140.5,81189
141.8,74689
143.1,70869
144.5,70287
145.8,64818
147.2,63746
148.5,59450
149.8,57459
151.1,52840
152.4,50613
153.7,44222
155.0,42238
156.3,37501
157.6,34910
158.9,31537
160.2,31378
161.5,27782
162.8,22296
164.1,20955
165.4,20717
166.7,17709
168.0,20627
169.3,18410
170.6,15638
171.9,14408
173.2,15094
174.6,15752
175.9,14411
177.2,14999
178.5,12718
179.8,10809
181.1,8620
182.4,8746
183.7,4352
185.0,5589
186.3,3978
187.6,2368
188.9,4888
190.2,5969
191.5,5709
192.8,8100
194.1,7821
195.4,8158
196.7,7154
198.0,7425
199.4,7589
200.7,9611
202.0,5732
203.3,4485
204.6,5860
205.9,3098
207.2,3970
208.5,3572
209.8,2645
211.1,2819
212.4,4890
213.7,8866
215.0,7788
216.3,5461
217.7,7926
219.0,7487
