# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
351,0.926,-131301799984335,-15396,550152,-29192.2,31240.0,10.9,0.070,3848166,LOCKED
352,1.928,-131301800020881,-20218,545330,-29283.0,31066.0,11.0,0.069,3906401,LOCKED
353,2.927,-131301800013458,16080,581628,-29289.7,31025.0,11.0,0.067,4005329,LOCKED
354,3.928,-131301800054008,4733,570281,-29293.3,31017.9,11.0,0.066,4054519,LOCKED
355,4.926,-131301800095165,-5200,560348,-29379.6,30444.4,11.0,0.064,4105417,LOCKED
356,5.927,-131301800129064,-10346,555202,-29331.6,30042.4,10.9,0.053,4162557,LOCKED
357,6.927,-131301800177261,-26151,539397,-29438.4,29879.9,10.9,0.049,4210996,LOCKED
358,7.928,-131301800179625,903,566451,-29439.0,29879.7,10.9,0.047,4294902,LOCKED
359,8.927,-131301800226746,-16781,548767,-29410.9,29633.6,10.9,0.045,4342665,LOCKED
360,9.927,-131301800269312,-26128,539420,-29554.6,28865.2,10.9,0.054,4392093,LOCKED
361,10.927,-131301800314086,-38183,527365,-29646.6,29263.1,10.9,0.062,4439064,LOCKED
362,11.927,-131301800280271,23233,588781,-29584.7,29387.1,10.7,0.047,4480179,LOCKED
363,12.928,-131301800353389,-20198,545350,-29556.1,29095.0,11.0,0.007,4537123,LOCKED
364,13.927,-131301800311760,46486,612034,-29412.2,29377.8,10.8,-0.024,4709652,LOCKED
365,14.927,-131301800365305,22189,587737,-29441.1,29061.4,10.9,-0.056,4759389,LOCKED
366,15.927,-131301800383500,31563,597111,-29401.7,29349.9,10.9,-0.055,4827420,LOCKED
367,16.928,-131301800407045,34543,600091,-29317.8,29667.5,10.8,-0.071,4896328,LOCKED
368,17.927,-131301800526180,-53169,512379,-29332.7,29924.2,10.8,-0.071,4867506,LOCKED
369,18.930,-131301800550553,-44043,521505,-29464.1,30225.5,10.9,-0.085,4935922,LOCKED
370,19.928,-131301800584324,-45061,520487,-29550.8,30833.0,10.8,-0.064,4994457,LOCKED
371,20.928,-131301800611829,-40963,524585,-29583.4,31183.4,10.6,-0.085,5056095,LOCKED
372,21.928,-131301800631415,-29908,535640,-29585.6,31204.3,10.3,-0.102,5130312,LOCKED
373,22.929,-131301800651601,-18123,547425,-29672.7,31006.3,10.3,-0.113,5201713,LOCKED
374,23.929,-131301800693335,-27853,537695,-29740.9,31200.1,10.5,-0.133,5251704,LOCKED
375,24.928,-131301800730866,-33442,532106,-29793.4,31525.2,9.5,-0.144,5305692,LOCKED
376,25.929,-131301800674434,49833,615381,-29731.4,32183.6,9.7,-0.159,5454106,LOCKED
377,26.930,-131301800716400,36780,602328,-29752.4,31887.8,9.2,-0.164,5505929,LOCKED
378,27.927,-131301800737931,41184,606732,-29633.3,32170.3,8.7,-0.169,5471225,LOCKED
379,28.928,-131301800766892,41050,606598,-29662.1,31703.4,8.5,-0.172,5638392,LOCKED
380,29.927,-131301800792822,43074,608622,-29650.0,31862.9,7.9,-0.174,5703131,LOCKED
381,30.928,-131301800832955,30131,595679,-29579.2,32094.7,7.7,-0.175,5760416,LOCKED
