# elapsed_s,phase_ns
0.4,-103523
1.7,-103205
3.0,-103607
4.4,-103532
5.7,-103437
7.0,-103577
8.3,-103573
9.6,-103640
10.9,-103607
12.2,-103564
13.6,-103538
14.9,-103522
16.2,-103531
17.5,-103579
18.8,-103600
20.2,-103382
21.5,-103312
22.8,-103547
24.1,-103592
25.4,-103591
26.8,-103468
28.1,-103612
29.4,-103592
30.8,-103534
32.1,-103387
33.4,-103579
34.7,-103606
36.0,-103598
37.3,-103475
38.7,-103485
40.0,-103608
41.3,-103597
42.7,-103577
44.0,-103412
45.3,-103572
46.6,-103587
47.9,-103494
49.2,-103568
50.5,-103592
51.8,-103592
53.2,-103401
54.6,-103587
55.9,33103
57.2,88953
58.5,-103402
59.8,-103602
61.2,-103192
62.5,-103512
63.8,-103418
65.2,-103467
66.5,-103577
67.8,-103147
69.2,-103592
70.5,-103588
71.8,-103482
73.1,-102671
74.4,-102779
75.7,-103566
77.0,-103567
78.3,-103312
79.7,-103367
81.0,-103637
82.3,-103609
83.6,-103462
84.9,-103587
86.2,-103507
87.5,-103514
88.8,-103068
90.1,-103487
91.5,-103468
92.8,-103542
94.1,-103585
95.4,-103437
96.7,-103599
98.0,-103598
99.4,-103266
100.7,-103452
102.0,-103473
103.3,-103366
104.7,-103453
106.0,-103451
107.3,-103563
108.6,-103247
109.9,-102869
111.2,-103559
112.5,-103576
113.8,-103617
115.1,-103536
116.4,-103587
117.7,-103298
119.1,-103607
120.4,-103322
121.7,-103615
123.0,-103488
124.4,-103577
125.7,-103541
127.0,-103477
128.3,-103327
129.6,-103596
130.9,-103508
132.2,-103397
133.5,-103597
134.8,-103591
136.2,-103508
137.5,-103166
138.8,-103597
140.1,-103500
141.5,-103542
142.8,-103534
144.1,-103187
145.4,-103597
146.7,-103417
148.0,-103543
149.3,-103522
150.7,-103642
152.0,-103522
153.3,-103368
154.6,-103247
155.9,-103241
157.2,-103622
158.6,-103533
159.9,-103456
161.2,-103487
162.5,-103624
163.8,-103557
165.1,-103452
166.5,-103562
167.8,-103547
169.1,-103477
170.4,-103592
171.7,-103520
173.0,-103559
174.5,-103482
175.8,-103530
177.1,-103614
178.4,-103188
179.7,-103187
181.0,-103557
182.3,-103462
183.6,-103552
184.9,-103442
186.2,-103496
187.5,-102462
188.8,-103392
190.1,-103377
191.5,-103587
192.8,-103552
194.1,-103607
195.4,-103578
196.7,-103537
198.0,-103358
199.4,-103586
200.7,-103542
202.0,-103392
203.3,-103587
204.7,-103557
206.0,-103117
207.3,-103342
208.6,-103477
209.9,-103572
211.2,-103403
212.5,-103459
213.8,-103637
215.2,-103618
216.5,-103387
217.8,-103567
219.1,-103482
220.4,-103517
221.7,99588
223.0,93713
224.4,92986
225.7,89374
227.0,84148
228.3,82729
229.6,81651
231.0,77858
232.3,73180
233.6,72058
234.9,69520
236.2,67658
237.5,67935
238.8,64039
240.2,62339
241.5,59279
242.8,54653
244.2,55897
245.5,56767
246.8,56048
248.1,54618
249.4,52486
250.7,49308
252.0,47976
