# elapsed_s,phase_ns
0.4,-7531
1.7,-4188
3.0,-2612
4.3,-1256
5.7,1753
7.0,1149
8.3,-837
9.6,-2861
10.9,-4751
12.2,717
13.5,2356
14.8,1418
16.1,2982
17.4,3209
18.7,4407
20.0,8019
21.4,6311
22.7,4130
24.0,2050
25.3,1714
26.6,2752
27.9,3367
29.2,6696
30.5,5878
31.9,3099
33.2,281
34.5,199
35.8,-542
37.1,-597
38.4,746
39.7,1730
41.0,-205
42.4,-2442
43.8,-1950
45.1,-2197
46.4,-3462
47.7,-3093
49.0,-862
50.3,-4551
51.6,-3804
53.0,-4432
54.3,-4090
55.6,-3422
56.9,-247
58.2,-3872
59.5,-7683
60.8,-6691
62.1,-2522
63.5,-3812
64.8,-4721
66.1,-4446
67.4,-2222
68.7,-752
70.0,-4651
71.4,-3483
72.7,-4352
74.0,678
75.3,4478
76.6,4497
77.9,7338
79.2,3290
80.5,1488
81.8,6178
83.2,10989
84.5,9297
85.8,8083
87.1,8466
88.4,4525
89.7,6738
91.0,5474
92.4,7999
93.7,4434
95.0,3029
96.3,5159
97.6,6338
99.0,6658
100.3,5895
101.6,5561
102.9,5149
104.2,1389
105.5,-445
106.8,2599
108.1,4394
109.4,5088
110.7,958
112.0,2598
113.3,2230
114.6,5636
116.0,4841
117.3,1910
118.6,626
119.9,-1194
121.3,-3428
122.6,-6132
123.9,-5462
125.2,-6938
126.5,-8943
127.8,-9242
129.1,-10582
130.4,-11263
131.7,-10443
133.1,-9227
134.4,-12181
135.7,-8392
137.0,-11210
138.3,-11585
139.6,-12562
141.0,-10342
142.3,-11468
143.6,-11944
144.9,-11283
146.2,-8449
147.5,-6702
148.8,-3788
150.1,-3554
151.4,-4700
152.7,-1623
154.0,3527
155.4,4377
156.6,3359
157.9,-972
159.3,-4912
160.6,-2891
161.9,-3142
163.2,2626
164.5,6818
165.8,10238
167.1,6536
168.4,6029
169.7,3898
171.0,5387
172.4,3418
173.7,3537
175.0,7357
176.3,3518
177.6,4553
179.0,-725
180.3,2659
181.6,-1553
182.9,954
184.2,-4052
185.5,-6023
186.9,-7289
188.2,-7225
189.5,-6862
190.9,-4448
192.2,-9209
193.5,-10942
194.8,-10690
196.2,-10170
197.5,-9995
198.8,-7223
200.1,-1422
201.4,-3427
202.7,-3690
204.0,4801
205.3,3148
206.7,4638
208.0,-134
209.3,-3066
210.6,-302
212.0,-1922
213.3,628
214.6,2685
215.8,4188
217.1,6679
218.5,3862
219.8,-2172
221.1,-4712
222.4,-3406
223.7,-1673
225.0,2332
226.3,3089
227.6,6262
228.9,-436
230.3,-113
231.6,1427
232.9,2084
234.2,2368
235.6,1300
236.9,2972
238.2,5393
239.5,5279
240.8,3115
242.1,4229
243.4,6852
244.8,6798
246.1,7089
247.4,6258
248.7,6308
250.0,2302
251.3,4408
252.7,5692
254.0,4009
255.4,2509
256.7,4185
258.0,7849
259.3,4128
260.6,4778
262.0,8656
263.3,5887
264.6,4740
265.9,4776
267.3,5218
268.6,7598
269.9,6111
271.3,7279
272.6,7388
273.9,10069
275.3,11078
276.6,12006
277.9,9169
279.2,2020
280.5,2049
281.8,2851
283.1,5650
284.4,7839
285.7,4095
287.1,-1321
288.4,-2546
289.7,-5724
291.0,-8626
292.3,-6027
293.6,-6471
294.9,-7511
296.2,-10079
297.6,-12033
298.9,-12232
300.2,-11873
301.5,-12709
302.8,-12812
304.1,-11851
305.4,-10251
306.7,-7261
308.0,-8362
309.3,-11501
310.7,-11059
312.0,-8542
313.3,-4220
314.6,-2154
315.9,248
317.2,-3261
318.5,-611
319.8,-2458
321.1,-108
322.4,-1059
