# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
12808,0.873,-143465184905298,-39701,23040,-29819.4,32407.7,13.3,0.334,22184563,LOCKED
12809,1.873,-143465184844154,48184,110925,-29748.3,33045.3,13.4,0.336,22231243,LOCKED
12810,2.873,-143465184964118,-40962,21779,-29732.6,32817.5,13.6,0.340,22309767,LOCKED
12811,3.873,-143465184962522,-8791,53950,-29759.4,32827.5,13.6,0.339,22401668,LOCKED
12812,4.873,-143465184961163,19403,82144,-29647.9,32382.0,13.5,0.334,22493952,LOCKED
12813,5.873,-143465184966757,40024,102765,-29545.8,32741.8,13.4,0.332,22582731,LOCKED
12814,6.873,-143465185082474,-41715,21026,-29694.2,32712.5,13.1,0.325,22556314,LOCKED
12815,7.873,-143465185105824,-33654,29087,-29722.5,32944.7,13.2,0.323,22625939,LOCKED
12816,8.873,-143465185108180,-4699,58042,-29792.8,32598.5,12.8,0.314,22714632,LOCKED
12817,9.873,-143465185125603,6111,68852,-29726.3,32321.6,12.9,0.311,22804180,LOCKED
12818,10.873,-143465185206741,-41556,21185,-29841.2,32648.7,12.4,0.300,22801064,LOCKED
12819,11.874,-143465185228783,-32684,30057,-29839.5,32630.1,12.5,0.294,22872490,LOCKED
12820,12.873,-143465185231779,-4524,58217,-29896.7,32412.1,12.5,0.292,22961070,LOCKED
12821,13.873,-143465185247455,8228,70969,-29838.2,32251.1,12.3,0.284,23048262,LOCKED
12822,14.874,-143465185336366,-48500,14241,-29872.6,32682.9,12.6,0.282,23116481,LOCKED
12823,15.874,-143465185294364,23206,85947,-29903.0,32369.5,12.6,0.279,23196867,LOCKED
12824,16.874,-143465185398957,-48641,14100,-29961.7,32972.3,12.6,0.276,23160916,LOCKED
12825,17.874,-143465185423972,-39024,16304,-30126.4,32553.0,12.4,0.264,23235490,LOCKED
12826,18.875,-143465185399570,14063,69391,-30079.0,32561.2,12.2,0.251,23349508,LOCKED
12827,19.874,-143465185404384,37928,93256,-30073.3,32627.2,12.2,0.245,23326002,LOCKED
12828,20.874,-143465185477296,-6144,49184,-30002.4,32018.8,12.0,0.228,23447272,LOCKED
12829,21.874,-143465185486356,13909,69237,-29981.9,32073.1,11.8,0.211,23536712,LOCKED
12830,22.874,-143465185482184,46748,102076,-29995.2,31852.2,11.7,0.202,23631423,LOCKED
12831,23.874,-143465185585796,-25620,29708,-30013.9,31977.3,11.7,0.194,23620184,LOCKED
12832,24.874,-143465185589147,2420,57748,-30085.6,31432.5,11.7,0.132,23713233,LOCKED
12833,25.874,-143465185589581,29458,84786,-30006.2,31612.9,11.8,0.090,23805231,LOCKED
12834,26.874,-143465185605555,41567,96895,-29980.9,31900.6,11.6,0.024,23880013,LOCKED
12835,27.874,-143465185645178,28494,83822,-29859.7,31656.9,11.4,-0.012,23825116,LOCKED
12836,28.874,-143465185758522,-50999,4329,-29970.9,32361.4,11.0,-0.035,23909111,LOCKED
12837,29.875,-143465185771518,-32907,22421,-29971.0,32362.1,10.5,-0.074,23989861,LOCKED
12838,30.875,-143465185766079,1788,57116,-29938.8,32284.7,10.4,-0.115,24087969,LOCKED
12839,31.875,-143465185790526,8127,63455,-29994.0,31852.2,10.1,-0.133,24156712,LOCKED
12840,32.874,-143465185800252,25738,81066,-29906.3,31872.8,10.2,-0.165,24239432,LOCKED
12841,33.874,-143465185828917,26162,81490,-29909.7,31842.2,10.0,-0.173,24199659,LOCKED
12842,34.875,-143465185916499,-30473,24855,-29909.9,31844.4,9.9,-0.171,24304448,LOCKED
12843,35.875,-143465185931279,-13110,42218,-29997.9,31494.5,9.7,-0.179,24381183,LOCKED
12844,36.875,-143465185934043,12846,68174,-29956.5,31508.8,9.5,-0.186,24471925,LOCKED
12845,37.875,-143465185946073,30594,85922,-29998.7,30902.1,9.4,-0.185,24553976,LOCKED
12846,38.875,-143465185976829,28014,83342,-29955.8,31131.7,9.5,-0.194,24507322,LOCKED
12847,39.875,-143465186092621,-55356,0,-29984.8,31589.8,9.4,-0.194,24585371,LOCKED
12848,40.875,-143465186077190,-9979,45377,-29966.2,31495.2,9.6,-0.201,24696534,LOCKED
12849,41.875,-143465186095625,2797,58153,-30032.1,31016.7,9.7,-0.195,24770115,LOCKED
12850,42.875,-143465186097432,28206,83562,-29940.6,31082.3,9.5,-0.195,24859055,LOCKED
12851,43.875,-143465186126831,27817,83173,-29941.2,31076.4,9.6,-0.189,24816145,LOCKED
12852,44.875,-143465186154960,28229,83585,-29919.4,31238.5,9.6,-0.194,24880256,LOCKED
12853,45.876,-143465186277120,-59069,0,-30064.0,32094.8,9.7,-0.200,24957350,LOCKED
12854,46.875,-143465186292894,-41513,17556,-30155.5,32554.1,9.5,-0.198,25034260,LOCKED
12855,47.875,-143465186305270,-22935,36134,-30156.5,32561.7,9.5,-0.198,25115892,LOCKED
12856,48.877,-143465186321295,-7564,51505,-30204.8,32464.5,9.4,-0.192,25197709,LOCKED
12857,49.876,-143465186372876,-28050,31019,-30201.8,32436.5,9.3,-0.194,25257689,LOCKED
12858,50.876,-143465186426347,-48731,10338,-30247.9,32963.8,9.1,-0.191,25272150,LOCKED
12859,51.876,-143465186435334,-24249,34820,-30365.9,32608.0,9.1,-0.192,25354170,LOCKED
12860,52.876,-143465186430125,9874,68943,-30311.0,32505.2,9.1,-0.192,25453025,LOCKED
12861,53.876,-143465186459169,11324,70393,-30338.8,32331.1,9.0,-0.194,25530116,LOCKED
12862,54.876,-143465186500719,-1370,57699,-30263.6,31768.0,9.1,-0.196,25608393,LOCKED
12863,55.876,-143465186577819,-45145,13924,-30338.9,32352.8,8.9,-0.192,25581759,LOCKED
12864,56.876,-143465186589891,-26559,32510,-30310.3,32028.3,9.5,-0.196,25661946,LOCKED
12865,57.876,-143465186596692,-3185,55884,-30298.4,32002.5,9.6,-0.198,25746963,LOCKED
12866,58.876,-143465186602024,21695,80764,-30330.3,31678.1,9.7,-0.198,25837264,LOCKED
12867,59.876,-143465186617418,33982,93051,-30256.7,31994.1,9.5,-0.193,25809525,LOCKED
12868,60.876,-143465186699291,-15186,43883,-30351.7,31619.1,9.8,-0.189,25923377,LOCKED
