# elapsed_s,phase_ns
0.4,-1942
1.7,-3098
3.0,651
4.3,-1775
5.7,176
7.1,3991
8.4,-293
9.7,-351
11.0,1473
12.3,-283
13.6,-63
15.0,-3118
16.3,-3233
17.6,-3822
18.9,-6160
20.3,-6929
21.6,-3352
22.9,-2991
24.2,1229
25.5,1498
26.8,1747
28.1,5406
29.5,5220
30.8,3782
32.1,5810
33.4,10440
34.7,9402
36.1,8168
37.4,7148
38.7,8866
40.0,9180
41.3,4978
42.6,6123
44.0,7780
45.3,10167
46.6,10989
47.9,8397
49.2,7098
50.4,6128
51.8,3934
53.1,709
54.4,2481
55.7,3409
57.0,1004
58.3,-382
59.6,-232
60.9,2398
62.3,4847
63.6,8838
64.9,9139
66.2,8566
67.5,8775
68.8,10554
70.2,7288
71.5,5912
72.8,7105
74.1,3783
75.4,468
76.7,599
78.1,-819
79.4,-812
80.7,1564
82.0,370
83.3,223
84.7,527
86.0,2899
87.3,5489
88.6,3266
89.9,1598
91.2,3437
92.6,-2910
93.9,-3142
95.2,-3703
96.6,-2312
97.9,-2873
99.2,-3556
100.5,-3371
101.9,-1380
103.2,256
104.5,-1144
105.8,4497
107.1,4526
108.4,4118
109.8,2878
111.1,6818
112.4,5452
113.7,5477
115.0,6220
116.3,7117
117.6,1768
119.0,401
120.3,1098
121.6,-517
122.9,-1757
124.2,-395
125.5,1147
126.8,1838
128.1,-2862
129.4,-6141
130.7,-7772
132.1,-6522
133.4,-4523
134.7,21561
136.0,22605
137.4,20360
138.7,15455
140.0,16630
141.3,16716
142.6,17448
143.9,20212
145.2,16310
146.5,13538
147.8,14798
149.1,14544
150.4,11436
151.7,10657
153.0,9794
154.3,11636
155.6,8491
157.0,5348
158.3,3920
159.6,2161
160.9,338
162.2,958
163.6,-2539
164.9,-5173
166.2,-2004
167.4,2083
168.8,-1797
170.1,-5458
171.4,-4552
172.6,-6516
173.9,-10230
175.3,-10924
176.6,-12932
177.9,-6307
179.2,-8215
180.6,-5131
181.9,-6782
183.2,-5647
184.5,-7122
185.8,-4985
187.1,-4032
188.4,-4412
189.8,-10054
191.1,-8576
192.4,-4552
193.7,-1362
195.0,-6895
196.3,-7743
197.6,-8363
198.9,-9071
200.3,-9579
201.6,-7571
202.9,-9012
204.2,-10650
205.5,-10495
206.9,-9620
208.2,-9747
209.5,-4012
210.8,-5662
212.1,-5510
213.4,-2463
214.8,-1282
216.1,-2232
217.5,-4721
218.8,-3423
220.1,-7218
221.4,-3922
222.7,-4820
224.0,-3684
225.3,-6049
226.6,-3243
228.0,-2867
229.3,-62
230.6,-1013
231.9,-686
233.2,58
234.6,5628
235.9,1828
237.2,1776
238.5,2679
239.9,3460
241.2,88
242.5,708
243.8,2928
245.1,4577
246.4,5156
247.7,3459
249.0,2288
250.4,-45
251.7,2683
253.0,-118
254.3,77
255.6,-5133
256.9,-6382
258.3,-5733
259.6,-10612
260.9,-10706
262.1,-9032
263.5,-11216
264.8,-10862
266.1,-8969
267.4,-11862
268.7,-11672
270.0,-8399
271.4,-9511
272.7,-6242
274.0,-8595
