# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
60958,0.054,-54410755548446,36170,98146,-30828.6,32655.4,9.7,0.067,-80037,LOCKED
60959,1.047,-54410755594789,18716,80692,-30764.4,32663.8,9.7,0.052,20627,LOCKED
60960,2.047,-54410755622906,21085,83061,-30785.8,32475.4,9.7,0.051,-76250,LOCKED
60961,3.047,-54410755726068,-48606,13370,-30836.9,33033.5,9.5,0.050,-49273,LOCKED
60962,4.047,-54410755672434,32432,94408,-30722.1,33022.5,9.5,0.050,-65483,LOCKED
60963,5.047,-54410755775627,-37283,24693,-30795.5,33402.6,9.6,0.042,-25608,LOCKED
60964,6.048,-54410755805272,-35316,26660,-30776.8,33162.2,9.5,0.043,-24811,LOCKED
60965,7.047,-54410755835427,-32270,29706,-30842.2,33443.4,9.9,0.029,-30616,LOCKED
60966,8.047,-54410755855819,-20013,41963,-30897.7,33516.4,10.3,0.016,-13354,LOCKED
60967,9.047,-54410755900492,-32706,29270,-30896.4,33502.9,10.4,0.011,-4047,LOCKED
60968,10.047,-54410755887367,11844,73820,-30942.1,33143.8,10.5,0.002,15398,LOCKED
60969,11.047,-54410755901723,26033,88009,-30867.6,33257.0,10.3,-0.001,34362,LOCKED
60970,12.048,-54410755990076,-28069,33907,-30987.2,33028.0,10.5,-0.009,-26388,LOCKED
60971,13.047,-54410756006600,-12730,49246,-31009.1,33073.1,10.6,-0.011,-2427,LOCKED
60972,14.048,-54410756064422,-38144,23832,-31014.3,33134.3,10.8,-0.019,15540,LOCKED
60973,15.048,-54410756009395,44488,106464,-30920.8,33659.1,10.5,-0.018,42427,LOCKED
60974,16.048,-54410756056458,24760,86736,-30785.7,33073.5,10.5,-0.021,-74957,LOCKED
60975,17.048,-54410756165912,-50004,11972,-30894.4,33724.1,11.2,-0.029,-42959,LOCKED
60976,18.048,-54410756177267,-29370,32606,-30899.3,33766.5,11.3,-0.033,-27656,LOCKED
60977,19.048,-54410756173474,5619,67595,-30923.2,33673.4,11.9,-0.039,9675,LOCKED
60978,20.048,-54410756203639,4739,66715,-30850.5,33308.5,12.3,-0.045,16045,LOCKED
60979,21.048,-54410756209781,28606,90582,-30856.8,33247.8,12.8,-0.049,37865,LOCKED
60980,22.048,-54410756333279,-60967,1009,-30906.1,33971.1,13.0,-0.049,-59898,LOCKED
60981,23.048,-54410756276268,25559,87535,-30880.3,34116.2,13.3,-0.052,-82774,LOCKED
60982,24.048,-54410756389814,-54849,7127,-30899.9,34412.0,13.9,-0.051,-43554,LOCKED
60983,25.048,-54410756331403,31510,93486,-30807.2,34555.8,13.9,-0.047,-59916,LOCKED
60984,26.048,-54410756457042,-57633,4343,-30990.9,34847.8,13.9,-0.042,-35585,LOCKED
60985,27.048,-54410756479375,-46594,15382,-31030.3,35265.8,14.5,-0.041,-39350,LOCKED
60986,28.049,-54410756503124,-35618,26358,-31152.7,35292.3,14.7,-0.038,-25596,LOCKED
60987,29.049,-54410756518903,-19747,42229,-31144.2,35236.4,14.9,-0.040,-3120,LOCKED
60988,30.048,-54410756539493,-7168,54808,-31231.8,34767.7,14.9,-0.034,2799,LOCKED
60989,31.049,-54410756573060,-8961,53015,-31243.6,34787.7,15.0,-0.027,2518,LOCKED
60990,32.048,-54410756568242,27078,89054,-31287.6,34256.1,14.8,-0.012,34322,LOCKED
60991,33.049,-54410756610659,15063,77039,-31269.2,34311.5,15.3,-0.010,29067,LOCKED
60992,34.049,-54410756622244,34462,96438,-31312.6,33682.9,15.4,0.001,38542,LOCKED
60993,35.049,-54410756648383,37702,99678,-31280.3,33968.6,15.8,0.007,43940,LOCKED
60994,36.049,-54410756685728,28638,90614,-31180.6,33974.7,15.6,0.021,34231,LOCKED
60995,37.049,-54410756715848,29152,91128,-31202.3,33736.0,15.6,0.039,-73166,LOCKED
60996,38.049,-54410756854045,-71328,0,-31403.8,34596.8,15.6,0.050,-68240,LOCKED
60997,39.049,-54410756780605,31305,102633,-31347.3,34856.7,16.0,0.064,33293,LOCKED
60998,40.049,-54410756824585,19187,90515,-31404.6,34236.8,16.1,0.068,22850,LOCKED
60999,41.049,-54410756863716,10901,82229,-31395.2,34260.5,16.1,0.085,9300,LOCKED
61000,42.049,-54410756979075,-67937,3391,-31534.1,35448.0,16.5,0.096,-78648,LOCKED
61001,43.049,-54410756902474,39615,110943,-31571.4,34886.4,16.9,0.058,28405,LOCKED
61002,44.049,-54410756943232,27708,99036,-31483.8,34958.3,17.1,0.032,-77663,LOCKED
61003,45.049,-54410757064207,-57016,14312,-31623.2,35675.0,17.1,0.025,-60404,LOCKED
61004,46.049,-54410757004757,30462,101790,-31497.2,35471.0,17.0,0.037,-77301,LOCKED
61005,47.049,-54410757121176,-50143,21185,-31625.9,35980.1,16.8,0.051,-46844,LOCKED
61006,48.049,-54410757144541,-40289,31039,-31637.1,36100.9,16.4,0.086,-40156,LOCKED
61007,49.049,-54410757151464,-13574,57754,-31712.8,35923.2,16.4,0.094,-11834,LOCKED
61008,50.049,-54410757176481,-7299,64029,-31680.0,35762.7,16.1,0.123,-268,LOCKED
61009,51.050,-54410757198804,3435,74763,-31753.5,35232.1,16.0,0.095,7347,LOCKED
61010,52.050,-54410757208561,23808,95136,-31713.3,35379.9,16.0,0.088,27828,LOCKED
61011,53.049,-54410757243767,18132,89460,-31636.2,35291.2,15.6,0.079,31820,LOCKED
61012,54.050,-54410757273157,19321,90649,-31616.4,35371.7,15.6,0.064,26249,LOCKED
61013,55.050,-54410757284910,34956,106284,-31466.7,35026.0,15.3,0.060,40052,LOCKED
61014,56.050,-54410757316129,33418,104746,-31434.6,35259.3,15.5,0.040,42335,LOCKED
61015,57.050,-54410757360065,18265,89593,-31334.6,34953.1,14.7,0.030,-78756,LOCKED
61016,58.050,-54410757457392,-43567,27761,-31466.6,35188.0,13.9,0.014,-38701,LOCKED
61017,59.050,-54410757501233,-52739,18589,-31536.2,35865.6,13.8,0.009,-40117,LOCKED
61018,60.050,-54410757500211,-20182,51146,-31502.5,35569.7,13.3,0.005,-21449,LOCKED
61019,61.050,-54410757515577,-4669,66659,-31464.0,35391.6,13.3,-0.005,2071,LOCKED
61020,62.050,-54410757589704,-45309,26019,-31488.0,35664.8,12.7,0.000,-44311,LOCKED
61021,63.050,-54410757627078,-46550,24778,-31638.8,35822.0,12.0,-0.000,-37869,LOCKED
61022,64.050,-54410757633515,-21340,49988,-31603.6,35496.5,11.5,-0.005,-24172,LOCKED
61023,65.050,-54410757640080,4393,75721,-31645.1,35296.3,11.3,-0.009,5449,LOCKED
61024,66.050,-54410757650678,24715,96043,-31650.7,35253.1,10.5,-0.006,27572,LOCKED
61025,67.050,-54410757653249,51210,122538,-31608.9,35738.9,10.5,-0.001,54209,LOCKED
61026,68.050,-54410757780552,-41048,30280,-31709.5,36103.3,10.4,-0.000,-45217,LOCKED
61027,69.050,-54410757793340,-19626,51702,-31799.7,35942.3,10.1,0.007,-30419,LOCKED
61028,70.050,-54410757816239,-10367,60961,-31800.1,35943.4,10.0,0.008,-19244,LOCKED
61029,71.051,-54410757823796,12042,83370,-31730.0,35779.9,9.6,0.013,7445,LOCKED
61030,72.051,-54410757836147,30255,101583,-31723.0,35837.4,9.5,0.015,-78268,LOCKED
61031,73.051,-54410757940288,-39026,32302,-31812.3,36191.4,9.1,0.018,-37239,LOCKED
61032,74.051,-54410757948073,-12687,58641,-31904.8,35821.2,9.6,0.016,-13460,LOCKED
61033,75.053,-54410757951562,13252,84580,-31805.1,35374.1,9.1,0.021,14442,LOCKED
61034,76.051,-54410757973708,20359,91687,-31713.5,35217.3,8.5,0.029,25663,LOCKED
61035,77.051,-54410757999071,26404,97732,-31742.5,34915.7,8.7,0.028,27792,LOCKED
61036,78.051,-54410758019464,36119,107447,-31722.3,35099.9,8.6,0.031,38255,LOCKED
61037,79.051,-54410758046010,38260,109588,-31636.9,35453.8,8.7,0.031,38344,LOCKED
61038,80.051,-54410758070216,42251,113579,-31538.1,35864.3,8.9,0.034,39111,LOCKED
61039,81.051,-54410758114084,26578,97906,-31418.0,35592.7,9.0,0.034,-81563,LOCKED
61040,82.051,-54410758202842,-27219,44109,-31546.9,35227.9,8.9,0.035,-30371,LOCKED
61041,83.052,-54410758241587,-33449,37879,-31538.7,35140.9,8.9,0.037,-41439,LOCKED
61042,84.051,-54410758265181,-22431,48897,-31652.5,34798.2,9.0,0.032,-29965,LOCKED
61043,85.052,-54410758291536,-17481,53847,-31606.3,34367.0,9.0,0.034,-14540,LOCKED
61044,86.051,-54410758307921,-521,70807,-31690.9,33749.7,9.2,0.035,-2128,LOCKED
61045,87.052,-54410758338052,2363,73691,-31759.9,33271.9,9.1,0.029,-1385,LOCKED
61046,88.052,-54410758365280,7664,78992,-31810.6,32916.2,9.2,0.031,2878,LOCKED
61047,89.052,-54410758399469,5702,77030,-31840.5,32779.6,9.3,0.034,2638,LOCKED
61048,90.052,-54410758426007,10719,82047,-31844.4,32765.0,9.2,0.049,8780,LOCKED
61049,91.053,-54410758440545,26708,98036,-31824.1,32900.9,9.2,0.052,22344,LOCKED
61050,92.052,-54410758559285,-57006,14322,-31886.6,33674.3,9.2,0.056,-67174,LOCKED
61051,93.052,-54410758502086,29650,100978,-31816.5,33885.2,9.3,0.044,-85003,LOCKED
61052,94.052,-54410758519268,40327,111655,-31689.1,34043.1,9.3,0.044,-54028,LOCKED
61053,95.053,-54410758546033,40924,112252,-31544.5,34029.0,9.2,0.032,-43515,LOCKED
61054,96.052,-54410758664975,-44789,26539,-31552.7,34136.6,9.0,0.047,-19581,LOCKED
61055,97.052,-54410758685333,-32834,38494,-31535.3,33934.0,9.0,0.063,-20049,LOCKED
61056,98.052,-54410758695288,-8451,62877,-31659.1,32888.4,9.1,0.080,5135,LOCKED
61057,99.052,-54410758714301,2644,73972,-31587.2,32475.6,9.3,0.094,15460,LOCKED
61058,100.056,-54410758726604,19545,90873,-31502.6,32349.7,9.5,0.125,34111,LOCKED
61059,101.053,-54410758758790,16843,88171,-31431.4,32269.3,9.4,0.144,33447,LOCKED
61060,102.053,-54410758861773,-49221,22107,-31619.2,32002.8,10.0,0.174,-46334,LOCKED
61061,103.052,-54410758880964,-35886,35442,-31604.0,31801.5,9.9,0.191,-37207,LOCKED
61062,104.052,-54410758900345,-23364,47964,-31579.7,31557.3,10.0,0.203,-21559,LOCKED
61063,105.054,-54410758902303,7532,78860,-31654.9,30822.3,10.0,0.202,16125,LOCKED
61064,106.053,-54410758937324,2647,73975,-31584.7,30402.3,10.0,0.201,21805,LOCKED
61065,107.053,-54410758993262,-18805,52523,-31696.0,29899.4,10.0,0.210,35030,LOCKED
61066,108.053,-54410759056413,-45654,25674,-31846.5,30044.7,10.1,0.200,-51475,LOCKED
61067,109.053,-54410759081906,-36090,35238,-31944.2,30324.7,10.2,0.208,-37697,LOCKED
61068,110.054,-54410759079430,-1049,70279,-31973.0,30253.1,10.2,0.208,-8493,LOCKED
61069,111.054,-54410759067055,40711,112039,-31913.6,30740.1,10.2,0.208,39104,LOCKED
61070,112.053,-54410759142951,-3602,67726,-31891.3,30664.1,10.1,0.208,-9034,LOCKED
61071,113.053,-54410759162672,7544,78872,-31853.5,30622.3,10.0,0.209,2827,LOCKED
61072,114.053,-54410759192054,8774,80102,-31807.1,30551.1,10.1,0.203,22433,LOCKED
61073,115.053,-54410759225435,5422,76750,-31728.7,30090.3,10.0,0.205,28637,LOCKED
61074,116.053,-54410759291786,-28726,42602,-31704.1,29781.9,10.0,0.199,-75324,LOCKED
61075,117.054,-54410759351547,-54172,17156,-31742.2,30358.7,10.0,0.200,-43195,LOCKED
61076,118.054,-54410759381062,-47474,23854,-31882.9,30714.3,9.9,0.194,-28768,LOCKED
61077,119.054,-54410759359311,7384,78712,-31955.4,30009.5,10.0,0.190,1068,LOCKED
61078,120.058,-54410759360633,36175,107503,-31925.1,30300.6,10.0,0.187,33582,LOCKED
61079,121.054,-54410759378031,47483,118811,-31846.0,30977.5,9.9,0.186,47595,LOCKED
61080,122.054,-54410759474968,-15026,56302,-31947.9,30487.8,9.8,0.189,-17769,LOCKED
61081,123.055,-54410759491308,2279,73607,-32035.2,29658.4,9.9,0.187,-9544,LOCKED
61082,124.053,-54410759506505,18875,90203,-32054.7,29488.8,9.9,0.187,10279,LOCKED
61083,125.054,-54410759512525,42186,113514,-31991.1,30029.3,9.9,0.182,36987,LOCKED
61084,126.054,-54410759541297,41901,113229,-31888.6,30480.9,10.1,0.185,-66570,LOCKED
61085,127.054,-54410759654429,-38401,32927,-31870.9,30213.6,10.0,0.190,-36731,LOCKED
61086,128.054,-54410759710972,-57475,13853,-32050.4,30603.8,10.0,0.190,-69863,LOCKED
61087,129.054,-54410759737945,-47963,23365,-32188.5,31008.1,10.1,0.197,-60009,LOCKED
61088,130.054,-54410759750323,-25476,45852,-32277.7,31009.5,10.1,0.198,-33897,LOCKED
61089,131.054,-54410759763040,-5420,65908,-32293.0,31015.0,10.3,0.200,-12993,LOCKED
61090,132.054,-54410759747345,39261,110589,-32195.8,31393.0,10.5,0.202,-67255,LOCKED
61091,133.054,-54410759850778,-28123,43205,-32338.5,30787.1,10.4,0.196,-22347,LOCKED
61092,134.054,-54410759846771,8801,80129,-32381.6,30474.9,9.9,0.184,4434,LOCKED
61093,135.054,-54410759881701,6063,77391,-32382.3,30473.2,10.0,0.178,7939,LOCKED
61094,136.056,-54410759892056,26147,97475,-32330.4,30675.7,10.0,0.177,25525,LOCKED
61095,137.054,-54410759914845,32979,104307,-32252.1,30960.6,9.9,0.169,36351,LOCKED
61096,138.055,-54410759923187,52341,123669,-32115.7,31576.9,9.9,0.159,57858,LOCKED
61097,139.054,-54410759960522,42901,114229,-31979.6,31762.3,9.8,0.149,-62569,LOCKED
61098,140.059,-54410759996730,34610,105938,-31837.6,31483.6,9.7,0.156,-58735,LOCKED
61099,141.055,-54410760024856,34535,105863,-31708.9,31390.9,9.6,0.146,-50132,LOCKED
61100,142.055,-54410760110063,-17254,54074,-31764.2,31418.5,9.7,0.145,3493,LOCKED
61101,143.055,-54410760123448,1814,73142,-31801.1,31265.7,9.7,0.142,11780,LOCKED
61102,144.054,-54410760155438,2059,73387,-31825.9,31189.6,9.7,0.155,17366,LOCKED
61103,145.055,-54410760200243,-9818,61510,-31863.7,31177.2,9.7,0.153,428,LOCKED
61104,146.055,-54410760219390,2625,73953,-31854.6,31177.3,9.7,0.148,7658,LOCKED
61105,147.055,-54410760237752,14919,86247,-31820.5,31237.0,10.1,0.114,14754,LOCKED
61106,148.055,-54410760257321,25071,96399,-31759.1,31392.7,9.9,0.086,30771,LOCKED
61107,149.055,-54410760282511,29277,100605,-31691.7,31619.1,9.6,0.058,35889,LOCKED
61108,150.055,-54410760295461,44364,115692,-31585.9,32114.8,9.3,0.029,51073,LOCKED
61109,151.055,-54410760324359,42802,114130,-31448.2,32274.2,9.3,0.028,46298,LOCKED
61110,152.056,-54410760439676,-36811,34517,-31596.2,32013.8,9.2,0.011,-38567,LOCKED
61111,153.055,-54410760458468,-23666,47662,-31573.5,31788.4,9.3,0.027,-39880,LOCKED
61112,154.055,-54410760497426,-30788,40540,-31535.1,31253.3,9.2,0.042,-39680,LOCKED
61113,155.056,-54410760510780,-13788,57540,-31454.0,30229.3,9.3,0.030,-15394,LOCKED
61114,156.056,-54410760537780,-7935,63393,-31509.6,30075.8,9.3,0.019,-13270,LOCKED
61115,157.056,-54410760566710,-4522,66806,-31543.0,30017.1,9.4,0.028,-8377,LOCKED
61116,158.055,-54410760614273,-19402,48535,-31566.8,30122.0,9.4,0.026,-25834,LOCKED
61117,159.056,-54410760637833,-11258,56679,-31554.7,30060.1,9.3,0.024,-14694,LOCKED
61118,160.056,-54410760629203,25770,93707,-31442.5,29814.1,9.1,0.022,23677,LOCKED
61119,161.056,-54410760664061,19532,87469,-31336.2,29407.5,9.2,0.021,30003,LOCKED
