# elapsed_s,phase_ns
1.7,-6801
3.1,-8421
5.8,-11520
7.2,-11446
8.6,-19290
10.0,-15842
11.3,-11536
12.7,-8890
15.5,-5040
16.9,-2414
18.2,-7213
19.7,-4881
21.1,2240
22.4,2320
26.5,-8320
27.9,-13116
29.3,-14475
30.6,-10318
31.9,-8960
33.3,-4911
34.7,880
36.0,10159
38.8,7599
40.2,6861
41.5,7678
42.9,3344
45.6,5762
47.0,-960
48.3,-7600
49.7,-14236
51.1,-11531
52.5,-10655
53.8,-9120
55.2,1120
56.5,1358
57.9,1097
59.3,-11841
60.7,-2222
62.0,-5199
63.4,-17693
64.8,-8680
66.2,-7644
67.5,-5121
68.9,-5921
70.3,-5533
71.7,-8333
73.0,-9122
74.3,-14641
75.7,-14569
77.0,-10013
78.4,-7761
79.8,-3458
82.5,3575
83.9,-6160
85.3,-6570
86.6,-5373
87.9,-1115
89.2,-1200
90.7,-2482
92.1,3358
96.1,-18878
97.5,-16082
98.9,-17494
100.3,-15520
101.6,-10722
103.0,-9452
104.4,-9440
105.8,-12253
108.5,-3442
109.9,-11435
111.3,-9921
112.7,-2256
114.0,-19129
115.4,-22335
116.8,41327
118.2,-25595
119.6,-8734
121.0,-2241
122.3,1920
123.7,800
125.1,4150
127.9,-2960
129.2,-12727
130.6,-11197
133.4,-24154
134.8,-22773
136.2,-20797
137.5,-19930
143.2,-24240
144.6,-24482
145.9,-17856
147.3,-12959
148.7,-13520
150.0,-7373
151.3,1027
152.7,2319
154.1,2958
155.5,-3774
156.9,-3691
158.2,-1933
159.5,-2640
160.9,-7295
163.6,-2094
164.9,-11294
166.3,-19520
167.7,-35371
169.1,-7443
171.9,-14163
173.3,-11114
174.7,-9682
176.1,-8894
177.5,-13520
178.9,-16655
180.3,-15530
181.6,-12806
182.9,-10082
184.3,-5585
185.7,-161
188.4,5119
191.1,-8080
192.4,-14481
193.8,-12402
195.2,-12176
196.6,-12960
198.0,-8087
199.3,-6732
200.7,-2493
202.1,6399
203.5,3425
204.9,-7132
206.3,-7054
207.6,-18319
208.9,3360
210.9,-2002
212.7,-5914
214.6,-3857
216.1,-14962
217.6,-13939
219.1,-8319
220.6,-4246
222.0,-10479
223.4,-6407
224.9,-162
226.3,779
227.7,-2960
229.1,-4887
230.5,-2663
231.9,1587
233.3,-1122
234.7,-8960
236.1,-13453
237.5,-16173
239.0,-15374
240.4,-14317
241.8,-11916
243.3,-10560
244.7,-14715
246.1,-9089
247.5,-10573
248.9,-2640
250.3,3021
253.1,1433
254.5,3518
255.9,-8334
257.3,38240
258.7,-4160
260.1,-1120
261.5,-2015
262.9,-1999
264.3,-7280
265.7,-4887
268.5,-1693
270.0,-7840
271.4,-9120
272.8,-8982
274.2,5027
275.6,8078
276.9,14383
278.4,18960
279.8,25281
281.2,20240
282.6,11840
284.0,9194
285.3,9519
286.7,12001
289.4,13279
290.7,5985
292.1,-8721
293.5,-3038
294.9,-5855
296.3,-1515
297.7,3286
