# STATE: INIT → ACQUIRING (3 packets)
776,-740066063482,0,0,4484.0,inf,18.5,-0.063,83335917,0,ACQUIRING,1.000000000000,0
777,-740065941455,0,0,63255.5,47986.7,18.3,-0.048,83335917,0,ACQUIRING,1.000000000000,0
778,-740065990208,0,0,35530.1,49320.6,18.4,-0.046,83335916,0,ACQUIRING,1.000000000000,0
779,-740065946535,0,0,31613.6,40900.0,18.6,-0.054,83335917,0,ACQUIRING,1.000000000000,0
780,-740065902238,0,0,32306.5,35460.0,18.5,-0.074,83335916,0,ACQUIRING,1.000000000000,0
781,-740065870987,0,0,32440.9,31719.0,18.3,-0.103,83335916,0,ACQUIRING,1.000000000000,0
782,-740065833333,0,0,32931.3,29013.5,17.5,-0.130,83335916,0,ACQUIRING,1.000000000000,0
783,-740065779059,0,0,34583.0,27858.4,17.4,-0.150,83335916,0,ACQUIRING,1.000000000000,0
784,-740065792389,0,0,32810.4,27667.4,17.3,-0.166,83335916,0,ACQUIRING,1.000000000000,0
785,-740065783666,0,0,30748.7,28918.7,17.2,-0.179,83335916,0,ACQUIRING,1.000000000000,0
786,-740065707240,0,0,31316.1,27712.9,16.6,-0.192,83335915,0,ACQUIRING,1.000000000000,0
787,-740065613151,0,0,33728.4,32422.7,16.6,-0.208,83335914,0,ACQUIRING,1.000000000000,0
788,-740065640477,0,0,33500.3,31105.8,17.2,-0.230,83335915,0,ACQUIRING,1.000000000000,0
789,-740065652203,0,0,32221.4,32338.9,17.1,-0.242,83335915,0,ACQUIRING,1.000000000000,0
790,-740065546933,0,0,32977.0,32184.0,17.0,-0.252,83335915,0,ACQUIRING,1.000000000000,0
791,-740065537650,0,0,33031.0,31099.1,16.8,-0.261,83335914,0,ACQUIRING,1.000000000000,0
792,-740065519176,0,0,32813.5,30238.2,16.5,-0.272,83335913,0,ACQUIRING,1.000000000000,0
793,-740065486911,0,0,32649.2,29422.7,17.3,-0.288,83335914,0,ACQUIRING,1.000000000000,0
794,-740065454440,0,0,32526.9,28651.6,17.6,-0.298,83335914,0,ACQUIRING,1.000000000000,0
795,-740065428390,0,0,32352.2,28027.4,17.8,-0.306,83335914,0,ACQUIRING,1.000000000000,0
796,-740065386072,0,0,32339.3,27318.7,17.7,-0.311,83335914,0,ACQUIRING,1.000000000000,0
797,-740065327434,0,0,32615.2,27137.9,17.6,-0.314,83335914,0,ACQUIRING,1.000000000000,0
798,-740065261340,0,0,33162.5,28597.3,17.5,-0.316,83335913,0,ACQUIRING,1.000000000000,0
799,-740065307282,0,0,32858.4,28676.4,17.7,-0.319,83335913,0,ACQUIRING,1.000000000000,0
800,-740065202997,0,0,33229.7,29245.3,18.1,-0.324,83335913,0,ACQUIRING,1.000000000000,0
801,-740065221158,0,0,33116.5,28776.2,18.5,-0.327,83335913,0,ACQUIRING,1.000000000000,0
802,-740065127048,0,0,33476.6,29583.7,18.9,-0.329,83335913,0,ACQUIRING,1.000000000000,0
803,-740065133981,0,0,33488.5,29032.3,19.2,-0.329,83335913,0,ACQUIRING,1.000000000000,0
804,-740065130551,0,0,33304.3,28951.9,19.1,-0.324,83335913,0,ACQUIRING,1.000000000000,0
805,-740065111465,0,0,33067.4,29251.9,19.4,-0.320,83335912,0,ACQUIRING,1.000000000000,0
806,-740065090812,0,0,32801.8,29855.0,20.0,-0.318,83335912,0,ACQUIRING,1.000000000000,0
807,-740064968649,0,0,33059.4,30476.0,20.5,-0.313,83335912,0,ACQUIRING,1.000000000000,0
808,-740065032451,0,0,32785.9,31327.4,20.6,-0.300,83335912,0,ACQUIRING,1.000000000000,0
809,-740064982152,0,0,32640.0,31256.9,21.0,-0.291,83335912,0,ACQUIRING,1.000000000000,0
810,-740064886036,0,0,32803.0,31347.8,21.3,-0.279,83335911,0,ACQUIRING,1.000000000000,0
811,-740064837001,0,0,33010.3,31859.1,22.3,-0.271,83335912,0,ACQUIRING,1.000000000000,0
812,-740064874959,0,0,32899.2,31711.4,22.5,-0.254,83335912,0,ACQUIRING,1.000000000000,0
813,-740064793873,0,0,32989.6,31494.6,22.8,-0.240,83335912,0,ACQUIRING,1.000000000000,0
814,-740064815590,0,0,32867.1,31504.1,23.2,-0.224,83335911,0,ACQUIRING,1.000000000000,0
815,-740064709748,0,0,33015.8,31771.1,24.0,-0.213,83335910,0,ACQUIRING,1.000000000000,0
816,-740064705895,0,0,33047.4,31404.2,25.0,-0.189,83335911,0,ACQUIRING,1.000000000000,0
817,-740064707820,0,0,32963.9,31266.0,25.6,-0.170,83335911,0,ACQUIRING,1.000000000000,0
818,-740064693338,0,0,32835.3,31518.5,26.0,-0.137,83335911,0,ACQUIRING,1.000000000000,0
819,-740064571236,0,0,32981.8,32009.8,26.2,-0.098,83335911,0,ACQUIRING,1.000000000000,0
820,-740064606152,0,0,32921.6,31798.4,26.6,-0.064,83335910,0,ACQUIRING,1.000000000000,0
821,-740064572497,0,0,32870.7,31561.6,26.9,-0.006,83335911,0,ACQUIRING,1.000000000000,0
822,-740064570462,0,0,32747.3,31957.4,27.0,0.045,83335912,0,ACQUIRING,1.000000000000,0
823,-740064482772,0,0,32772.9,31649.5,26.9,0.040,83335912,0,ACQUIRING,1.000000000000,0
824,-740064421106,0,0,32863.5,31770.1,26.9,0.029,83335911,0,ACQUIRING,1.000000000000,0
825,-740064468004,0,0,32763.5,32025.3,27.1,0.007,83335911,0,ACQUIRING,1.000000000000,0
826,-740064386322,0,0,32781.0,31722.4,27.1,0.008,83335910,0,ACQUIRING,1.000000000000,0
827,-740064299444,0,0,32910.1,32487.2,27.3,0.002,83335911,0,ACQUIRING,1.000000000000,0
828,-740064309958,0,0,32937.6,32224.6,27.4,0.001,83335911,0,ACQUIRING,1.000000000000,0
829,-740064325135,0,0,32868.4,32263.1,27.4,0.008,83335911,0,ACQUIRING,1.000000000000,0
830,-740064288783,0,0,32813.0,32196.5,26.7,0.065,83335910,0,ACQUIRING,1.000000000000,0
# STATS: PDUs=57 CSV=56 Gaps=0 Dups=0 Skip=0 d_min=9223372036854775807 ns drift=32813.0 ns/s sigma=32196.5 ns state=ACQUIRING clk_err=+0 ns alpha=0.2000
831,-740064185332,0,0,32891.4,32394.2,27.0,0.005,83335911,0,ACQUIRING,1.000000000000,0
832,-740064162526,0,0,32944.3,32338.8,26.6,-0.034,83335911,0,ACQUIRING,1.000000000000,0
833,-740064136296,0,0,32980.6,32170.9,26.1,-0.067,83335910,0,ACQUIRING,1.000000000000,0
# CLOCK: Initial set — GPS time 802013632247 ns, drift 33025.8 ns/s, sf=0.999966974
# 1PPS: Enabled (state=ACQUIRING)
834,-740064095765,25764,0,33025.8,32083.7,25.7,-0.105,83335909,0,ACQUIRING,0.999966974000,802013632247
# 1PPS #1: 8310192 ticks (99.722 ms, sf=0.999966974)
835,-740064060463,26147,383,33075.3,32278.3,25.8,-0.144,83335909,92266,ACQUIRING,0.999966925000,803013704168
# 1PPS #2: 8304057 ticks (99.649 ms, sf=0.999966925)
836,-740064111462,-53312,0,32937.2,32899.5,25.4,-0.179,83335910,-703168,ACQUIRING,0.999967063000,804013812226
# 1PPS #3: 8295960 ticks (99.552 ms, sf=0.999967063)
837,-740064103031,-74758,0,32911.3,33452.6,24.6,-0.200,83335910,-667671,ACQUIRING,0.999967089000,805013788314
838,-740064224589,-213649,0,32501.4,44196.3,23.8,-0.217,83335909,-762073,ACQUIRING,0.999967499000,806013855809
# STATE: ACQUIRING → LOCKED (error +0 ns)
839,-740064244195,-247874,0,32035.1,55500.9,23.5,-0.238,83335910,-755796,LOCKED,0.999967965000,807014018767
840,-740064242494,-259589,0,31552.2,65714.3,22.5,-0.249,83335909,-727414,LOCKED,0.999968448000,808013811220
841,-740064224715,-254703,4886,31059.2,74173.6,22.0,-0.264,83335909,-791642,LOCKED,0.999968941000,809013997154
842,-740064248893,-288758,0,30498.8,83796.1,21.5,-0.275,83335908,-670705,LOCKED,0.999969501000,810014064652
843,-740064277287,-324394,0,29895.8,94632.5,21.2,-0.291,83335909,-669889,LOCKED,0.999970104000,811014124753
844,-740064315625,-364575,0,29124.0,106305.3,20.5,-0.297,83335908,-674425,LOCKED,0.999970876000,812014181626
845,-740064355975,-402014,0,28218.7,118491.2,20.0,-0.307,83335907,-687895,LOCKED,0.999971781000,813014248404
846,-740064393309,-434216,0,27302.4,131806.6,19.9,-0.319,83335909,-690441,LOCKED,0.999972698000,814014306099
847,-740064450550,-483585,0,26378.7,147142.6,19.4,-0.321,83335908,-699599,LOCKED,0.999973621000,815014374717
848,-740064500100,-519225,0,25262.9,162386.2,19.5,-0.328,83335908,-703158,LOCKED,0.999974737000,816014432452
849,-740064520738,-522350,0,24030.0,175493.1,19.2,-0.330,83335907,-712038,LOCKED,0.999975970000,817014504419
850,-740064521018,-506753,15597,22912.2,187664.5,19.3,-0.335,83335908,-676913,LOCKED,0.999977088000,818014459507
851,-740064572194,-537351,0,21669.2,199999.5,18.9,-0.334,83335907,-672970,LOCKED,0.999978331000,819014527835
852,-740064628572,-568519,0,20311.4,212552.7,19.2,-0.337,83335908,-674962,LOCKED,0.999979689000,820014587521
853,-740064646366,-559561,8958,18929.7,223584.1,19.4,-0.338,83335908,-684177,LOCKED,0.999981070000,821014668589
854,-740064684536,-568202,317,17493.7,234059.2,19.2,-0.335,83335908,-676765,LOCKED,0.999982506000,822014753093
855,-740064714078,-565899,2620,16010.7,243401.2,19.1,-0.331,83335907,-665290,LOCKED,0.999983989000,823014839080
856,-740064744644,-562873,5646,14509.6,251993.4,19.2,-0.327,83335908,-650336,LOCKED,0.999985490000,824014930568
857,-740064661049,-452024,116495,13209.3,256363.0,19.0,-0.319,83335908,-630476,LOCKED,0.999986791000,825015032357
858,-740064791047,-547426,21093,11770.8,264337.2,18.7,-0.310,83335906,-603318,LOCKED,0.999988229000,826015114585
859,-740064720965,-445003,123516,10343.2,266481.7,19.5,-0.307,83335907,-594587,LOCKED,0.999989657000,827015201240
860,-740064824533,-512010,56509,8890.1,272022.4,19.7,-0.300,83335908,-538697,LOCKED,0.999991110000,828015170350
861,-740064865545,-512568,55951,7317.8,275898.8,19.7,-0.290,83335908,-521870,LOCKED,0.999992682000,829015254031
862,-740064913099,-519130,49389,5807.4,280942.8,19.6,-0.279,83335909,-516095,LOCKED,0.999994193000,830015345223
