# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
50493,0.420,-49755027692904,-31468,32522,31970.6,32271.9,7.5,-0.036,-699375,LOCKED
50494,1.421,-49755027615633,13793,77783,31949.5,32135.6,7.5,-0.030,-614257,LOCKED
50495,2.420,-49755027568559,26143,90133,32042.4,32125.2,7.6,-0.040,-591770,LOCKED
50496,3.421,-49755027527041,34722,98712,32028.6,31950.7,7.4,-0.016,-587971,LOCKED
50497,4.421,-49755027486990,39585,103575,32118.0,32362.9,7.4,-0.010,-580980,LOCKED
50498,5.421,-49755027462708,28441,92431,32233.3,32196.1,7.8,-0.030,-700472,LOCKED
50499,6.421,-49755027416815,39825,103815,32278.8,32592.8,7.8,-0.039,-681921,LOCKED
50500,7.421,-49755027395680,26300,90290,32352.0,32720.6,7.8,-0.043,-579760,LOCKED
50501,8.421,-49755027358488,27276,0,32496.6,32065.3,8.1,-0.060,-582297,LOCKED
50502,9.421,-49755027320006,31540,4264,32528.7,32300.0,8.1,-0.064,-583697,LOCKED
50503,10.421,-49755027386684,-64391,0,32474.9,33147.7,8.1,-0.068,-686415,LOCKED
50504,11.421,-49755027342201,-47689,16702,32323.6,33364.9,8.1,-0.071,-682038,LOCKED
50505,12.421,-49755027297727,-33559,30832,32282.2,33647.7,8.0,-0.074,-662366,LOCKED
50506,13.421,-49755027261077,-28500,35891,32295.7,33510.9,8.1,-0.070,-655426,LOCKED
50507,14.421,-49755027230746,-27874,36517,32214.8,33632.5,8.0,-0.073,-656147,LOCKED
50508,15.421,-49755027201101,-29614,34777,32223.3,33546.3,8.0,-0.069,-656370,LOCKED
50509,16.421,-49755027169046,-26510,37881,32106.6,33297.3,8.1,-0.066,-655548,LOCKED
50510,17.421,-49755027087166,21370,85761,32164.1,33387.7,8.0,-0.064,-603040,LOCKED
50511,18.421,-49755027128907,-48510,15881,32047.0,33941.1,8.4,-0.072,-673678,LOCKED
50512,19.421,-49755027081589,-29908,34483,31933.0,33849.2,8.4,-0.074,-664980,LOCKED
50513,20.421,-49755027047735,-26511,37880,31904.6,34011.2,8.4,-0.075,-659816,LOCKED
50514,21.422,-49755027019256,-26098,38293,31759.4,33315.3,8.4,-0.077,-660776,LOCKED
50515,22.421,-49755026981582,-19047,45344,31735.2,33407.8,8.4,-0.078,-653225,LOCKED
50516,23.422,-49755026931720,1009,65400,31638.7,32529.2,8.5,-0.081,-630048,LOCKED
50517,24.422,-49755026888030,12640,77031,31638.3,32527.5,8.5,-0.081,-617634,LOCKED
50518,25.422,-49755026843344,22821,87212,31741.2,32309.5,8.5,-0.082,-603710,LOCKED
