# elapsed_s,phase_ns
0.5,6834
1.8,4246
3.2,3679
4.5,-190
5.8,1206
7.1,1567
8.4,700
9.7,4211
11.1,2101
12.4,2068
13.7,328
15.0,1088
16.4,2009
17.7,1071
19.0,45
20.3,-479
21.6,1037
22.9,4399
24.2,147
25.5,129
26.9,880
28.2,1398
29.5,2324
30.8,5988
32.1,4583
33.4,3521
34.8,738
36.1,3865
37.4,5092
38.7,4208
40.0,4524
41.4,7000
42.7,2537
44.0,-1376
45.3,-3319
46.6,-4312
47.9,-3672
49.2,-3280
50.6,2856
51.9,3698
53.2,1306
54.5,-2915
55.9,-2854
57.2,-1570
58.5,2840
59.8,4
61.1,-2271
62.5,-4100
63.8,-5852
65.1,-3132
66.4,-1637
67.7,-1941
69.0,-3608
70.4,-5894
71.7,-1400
73.0,618
74.3,-2656
75.7,-6604
77.0,-3643
78.3,-3831
79.6,-7219
80.9,-6242
82.2,-4672
83.6,-10623
84.9,-9003
86.2,-7065
87.5,-4486
88.8,-4921
90.1,-3761
91.5,-5800
92.8,-4112
94.1,-3951
95.4,-1402
96.7,-4376
98.0,-5804
99.4,-7280
100.7,-5594
102.0,-6042
103.3,-4152
104.6,-1768
105.9,-1182
107.3,-1009
108.6,-1693
109.9,-1792
111.2,1330
112.5,5579
113.8,2241
115.1,2396
116.5,1220
117.8,-1008
119.1,-282
120.4,-960
121.8,2241
123.1,5967
124.4,1152
125.7,3169
127.0,995
128.3,2510
129.6,7402
130.9,9407
132.2,5494
133.6,-2414
134.9,-4301
136.2,2978
137.5,2169
138.8,2588
140.1,3362
141.5,5865
142.8,1540
144.1,-549
145.4,-551
146.7,-3793
148.0,-1670
149.4,-912
150.7,438
152.0,471
153.3,-1736
154.6,4078
156.0,3518
157.3,1259
158.6,-1583
159.9,-1812
161.2,-1151
162.5,-572
163.9,1608
165.2,-1730
166.5,1019
167.8,468
169.2,1827
170.5,1958
171.8,5340
173.1,1449
174.4,-1432
175.8,942
177.1,1708
178.4,5101
179.8,2849
181.1,1730
182.4,-2112
183.7,-2093
185.0,-5066
186.3,-2151
187.6,2249
188.9,-281
190.3,-1102
191.6,3963
192.9,5080
194.2,-392
195.5,245
196.9,3734
198.2,5247
199.5,6144
200.8,2389
202.1,1740
203.4,-561
204.8,385
206.1,-2825
207.4,-5171
208.7,-4281
210.1,-1951
211.4,-990
212.7,51
214.0,-5012
215.4,-1945
216.7,-2232
218.0,-2299
219.3,-3679
220.6,667
221.9,-812
223.2,708
224.5,-1000
225.9,-1185
227.3,-1998
228.6,-419
229.9,-1254
231.3,2118
232.6,-30
233.9,-4612
235.2,-5074
236.5,-2861
237.9,-2781
239.2,29
240.5,2948
241.8,6878
243.1,4418
244.4,726
245.8,1456
247.1,4396
248.4,7168
249.7,4680
251.0,3570
252.4,2770
253.7,1913
255.0,-1423
256.3,-170
257.6,-3940
258.9,-3792
260.2,-3141
261.5,348
262.9,-1862
264.2,-4462
265.5,-4431
266.8,-1262
268.1,538
269.5,2498
270.7,594
272.1,-1702
273.4,-1433
274.7,-5406
276.0,-1675
277.3,717
278.7,150
280.0,-1392
281.3,-2392
282.6,-4090
283.9,-1585
285.2,-3334
286.6,208
287.9,-1644
289.2,-3479
290.5,-3814
291.9,-2651
293.2,-1174
294.5,-3814
295.8,-2513
297.1,-281
298.4,1100
299.7,-3543
301.1,-4051
302.4,-1922
303.7,-4618
305.0,-2999
306.3,-5403
307.7,-2713
309.0,-4863
310.3,-4130
311.6,1783
312.9,4963
314.2,330
315.5,-2035
316.9,458
318.2,567
319.5,1460
320.8,-1819
322.1,-925
323.4,-643
324.8,-4596
326.1,-6003
327.4,-9495
328.7,-8892
330.0,-8512
331.3,-3271
332.6,-6192
334.0,-6722
335.3,-6564
336.6,-8808
337.9,-10042
339.2,-13922
340.5,-14311
341.9,-11892
343.2,-10751
344.5,-9469
345.8,-7492
347.1,-5700
348.5,-3663
349.8,-592
351.1,1138
352.4,4718
353.8,-2084
355.1,-4042
356.4,-1802
357.7,-1355
359.0,1928
360.3,3601
361.7,2288
363.0,4969
364.3,6666
365.6,11577
366.9,8858
368.2,10781
369.6,11758
370.9,10098
372.2,5428
373.5,3578
374.9,5568
376.2,4239
377.6,-474
378.9,190
380.3,-690
381.6,-402
382.9,392
384.2,1508
385.5,-72
386.8,-2703
388.1,-2317
389.4,-1686
390.7,-817
392.1,-5197
393.4,-7630
394.7,-7292
396.0,-9889
397.4,-10452
398.7,-6217
400.0,-9281
401.3,-9797
402.6,-7381
403.9,-7612
405.3,-9217
406.6,-6387
407.9,-5010
409.2,-1691
410.5,-5392
411.8,-8992
413.1,-10593
414.5,-14286
415.8,-8245
417.1,-5244
418.4,-3964
419.7,-7371
421.1,-7122
422.4,-6753
423.7,-7003
425.0,-6027
426.4,-7911
427.7,-10260
429.0,-9842
430.3,-7734
431.6,-2091
432.9,-5622
434.2,-7445
435.6,-6346
436.9,-6042
438.2,-8151
439.5,-6800
440.8,-3551
442.1,-1870
443.4,-1654
444.7,-7435
446.1,-3778
447.4,-4469
448.7,-1322
450.0,-1122
451.4,2294
452.7,-3111
454.0,-4409
455.3,-5269
456.6,-2439
457.9,718
459.3,3046
460.6,2103
461.9,-1090
463.2,-1482
464.5,-2681
465.9,-1044
467.2,-2257
468.5,-4197
469.8,-4892
471.2,-3832
472.5,-5222
473.8,-6316
475.1,-7142
476.4,-8170
477.7,-8163
479.1,-9202
480.4,-7942
481.7,-4002
483.0,-1273
484.3,-297
485.7,-977
487.0,-1990
488.3,-362
489.6,4198
490.9,2228
492.3,954
493.6,-2244
494.9,2058
496.2,838
497.6,4726
498.9,6388
500.2,8440
501.6,2861
502.9,2178
504.2,858
505.5,868
506.9,1715
508.2,2309
509.5,7529
510.9,8231
512.2,11998
513.5,12438
514.8,6591
516.1,4258
517.5,2977
518.8,3868
520.1,6553
521.4,8027
522.7,9286
524.1,11902
525.4,5555
526.7,8973
528.0,4930
529.3,4602
530.6,5211
531.9,6256
533.3,3159
534.6,4849
535.9,5130
537.2,4363
538.5,7358
539.9,4402
541.2,3014
542.5,1718
543.8,7282
545.1,6769
546.5,5735
547.8,2811
549.1,3492
550.4,4483
551.7,3053
553.1,732
554.4,-4612
555.7,-473
557.0,1178
558.3,1788
559.7,2780
561.0,2802
562.3,4476
563.6,7698
564.9,8318
566.3,5858
567.5,2221
568.9,3296
570.2,3509
571.5,4020
572.9,600
574.1,-1894
575.5,-1102
576.8,-4483
578.1,-5862
579.4,-5862
580.7,-515
582.1,2549
583.4,2980
584.7,762
586.0,-71
587.3,-1182
588.6,-1789
590.0,-485
591.3,2710
592.6,2528
593.9,-2192
595.2,-2882
596.5,498
597.9,3058
599.2,4538
600.5,1417
601.8,-657
603.2,-2922
604.5,-4439
605.8,-2462
607.1,-6612
608.4,-6632
609.7,-4125
611.1,-3030
612.4,678
613.7,-5811
615.0,-6342
616.4,-5178
617.7,741
619.0,2102
620.3,3716
621.6,-1372
622.9,206
624.2,-1802
625.5,-2601
626.9,-5832
628.2,-8708
629.5,-10373
630.8,-13380
632.1,-12659
633.4,-11820
634.7,-10203
636.0,-10830
637.3,-9646
638.6,-9855
639.9,-12032
641.3,-13464
642.6,-10321
643.9,-10934
645.2,-11680
646.5,-6756
648.0,-3932
649.3,-5530
650.6,-5022
651.9,-1579
653.2,-3249
654.5,-6998
655.9,-6712
657.2,-4192
658.5,-1432
659.8,3307
661.1,-221
662.5,-2573
663.8,-4543
665.1,-3403
666.4,-4062
667.7,-6442
669.1,-7514
670.4,-8452
671.7,-9957
673.0,-11701
674.3,-14130
675.6,-13002
676.9,-14006
678.2,-11682
679.6,-8122
680.9,-11537
682.2,-10515
683.5,-10164
684.8,-7742
686.1,-9663
687.4,-10355
688.7,-10409
690.1,-9931
691.4,-10384
692.7,-8159
694.0,-10106
695.3,-11492
696.7,-8270
698.0,-5656
699.3,-10022
700.6,-11809
701.9,-11228
703.2,-11228
