# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
60170,0.540,-122332586441563,-33878,28341,-29337.2,32037.8,9.2,-0.181,206257079,LOCKED
60171,1.542,-122332586445872,-8229,53990,-29354.0,32056.7,9.3,-0.183,206290980,LOCKED
60172,2.541,-122332586508901,-37496,24723,-29508.3,31725.7,9.3,-0.185,206331103,LOCKED
60173,3.540,-122332586485323,14070,76289,-29457.0,31716.2,9.6,-0.179,206435080,LOCKED
60174,4.541,-122332586565482,-33056,29163,-29577.8,31661.0,9.4,-0.189,206441183,LOCKED
60175,5.542,-122332586578211,-15129,47090,-29605.5,31727.5,9.4,-0.183,206529528,LOCKED
60176,6.543,-122332586604585,-9020,53199,-29732.0,30572.6,9.7,-0.183,206610244,LOCKED
60177,7.542,-122332586580994,41871,104090,-29682.2,31042.9,10.0,-0.173,206707692,LOCKED
60178,8.542,-122332586616016,33429,95648,-29585.4,31233.0,10.0,-0.175,206657523,LOCKED
60179,9.542,-122332586724966,-42417,19802,-29687.7,31685.8,10.3,-0.161,206747190,LOCKED
60180,10.541,-122332586742327,-29425,32794,-29671.4,31500.3,10.2,-0.148,206824489,LOCKED
60181,11.542,-122332586737097,5643,67862,-29689.0,31437.4,10.1,-0.123,206921880,LOCKED
60182,12.547,-122332586754127,16375,78594,-29621.5,31372.5,10.0,-0.101,206997104,LOCKED
60183,13.542,-122332586754289,43385,105604,-29573.4,31847.5,10.0,-0.093,207085636,LOCKED
60184,14.543,-122332586866652,-37600,24619,-29599.4,32106.1,10.1,-0.100,207066819,LOCKED
60185,15.544,-122332586878622,-19434,42785,-29593.4,32064.5,10.2,-0.106,207146757,LOCKED
60186,16.542,-122332586911702,-20994,41225,-29653.2,32142.0,10.1,-0.096,207208122,LOCKED
60187,17.543,-122332586926200,-6649,55570,-29602.2,31787.2,9.9,-0.083,207284170,LOCKED
60188,18.542,-122332586959397,-8629,53590,-29667.3,31572.7,9.7,-0.067,207346485,LOCKED
60189,19.543,-122332586960431,17713,79932,-29584.1,31405.8,9.5,-0.047,207432997,LOCKED
60190,20.544,-122332586974413,32119,94338,-29578.9,31459.8,9.4,-0.059,207512958,LOCKED
60191,21.542,-122332586998019,37110,99329,-29592.4,31273.4,8.8,-0.072,207477028,LOCKED
60192,22.546,-122332587100989,-35227,26992,-29584.9,31178.3,8.2,-0.072,207570231,LOCKED
60193,23.544,-122332587119640,-22560,39659,-29632.5,31322.2,8.0,-0.069,207646021,LOCKED
60194,24.543,-122332587128146,47,62266,-29705.4,30807.7,8.1,-0.058,207726071,LOCKED
60195,25.542,-122332587144003,12293,74512,-29647.1,30721.1,7.9,-0.055,207805902,LOCKED
60196,26.543,-122332587172357,13984,76203,-29690.0,30333.4,7.7,-0.053,207871097,LOCKED
60197,27.543,-122332587184939,28074,90293,-29588.4,30301.5,7.5,-0.058,207945487,LOCKED
60198,28.543,-122332587202525,38279,100498,-29563.8,30567.1,7.5,-0.062,208022833,LOCKED
60199,29.545,-122332587240475,26616,88835,-29447.0,30297.2,7.6,-0.065,207973117,LOCKED
60200,30.542,-122332587355888,-54862,7357,-29576.2,31094.7,7.6,-0.068,208054446,LOCKED
60201,31.543,-122332587367458,-35610,26609,-29578.2,31117.4,7.9,-0.077,208134585,LOCKED
60202,32.543,-122332587378872,-15059,47160,-29670.4,30764.1,8.2,-0.084,208215691,LOCKED
60203,33.543,-122332587407810,-13760,48459,-29675.4,30785.0,8.5,-0.091,208282092,LOCKED
60204,34.543,-122332587397378,26350,88569,-29719.4,30194.1,8.5,-0.096,208279450,LOCKED
60205,35.544,-122332587417987,33062,95281,-29656.6,30523.8,8.8,-0.101,208349312,LOCKED
60206,36.543,-122332587513589,-31755,30464,-29659.2,30551.2,9.0,-0.106,208453062,LOCKED
60207,37.544,-122332587524979,-12406,49813,-29691.6,30586.4,9.2,-0.110,208532676,LOCKED
60208,38.546,-122332587533744,6523,68742,-29604.2,30028.7,9.8,-0.117,208619361,LOCKED
60209,39.544,-122332587552958,16208,78427,-29596.5,30066.4,10.3,-0.126,208704269,LOCKED
60210,40.545,-122332587608184,-7693,54526,-29668.7,29739.1,10.9,-0.132,208656559,LOCKED
60211,41.543,-122332587671302,-38194,24025,-29750.0,30167.5,11.3,-0.137,208754166,LOCKED
60212,42.546,-122332587717332,-52533,9686,-29757.9,30305.5,11.8,-0.141,208829923,LOCKED
60213,43.545,-122332587696914,-1885,60334,-29778.0,30278.8,11.8,-0.141,208913192,LOCKED
60214,44.544,-122332587769542,-39939,22280,-29947.3,29784.4,11.8,-0.140,208933746,LOCKED
60215,45.544,-122332587772280,-9700,52519,-30080.1,28432.6,11.9,-0.140,209024377,LOCKED
60216,46.543,-122332587781917,10041,72260,-30062.3,28465.2,12.0,-0.140,209109252,LOCKED
60217,47.545,-122332587777900,39986,102205,-29925.7,28516.0,12.1,-0.145,209202685,LOCKED
60218,48.543,-122332587796321,48323,110542,-29850.5,29252.0,12.3,-0.140,209281132,LOCKED
60219,49.544,-122332587823671,46705,108924,-29725.7,29747.3,12.2,-0.137,209343554,LOCKED
60220,50.546,-122332587855061,42483,104702,-29670.8,30263.8,12.2,-0.134,209299695,LOCKED
60221,51.544,-122332587979846,-50639,11580,-29684.3,30483.4,12.3,-0.132,209372742,LOCKED
60222,52.545,-122332587999084,-36999,25220,-29779.7,30804.2,12.4,-0.128,209449523,LOCKED
60223,53.544,-122332588013054,-20821,41398,-29763.1,30659.3,12.3,-0.132,209525661,LOCKED
60224,54.544,-122332587990069,30842,93061,-29761.2,30679.6,12.4,-0.127,209639520,LOCKED
60225,55.544,-122332588009870,37808,100027,-29677.0,31075.3,12.3,-0.114,209713873,LOCKED
60226,56.545,-122332588047912,26215,88434,-29561.9,30817.6,12.3,-0.107,209659790,LOCKED
60227,57.544,-122332588152258,-45278,16941,-29648.3,31420.3,12.6,-0.098,209750224,LOCKED
60228,58.543,-122332588178596,-40650,21569,-29645.3,31378.8,12.6,-0.089,209822084,LOCKED
60229,59.545,-122332588193178,-23401,38818,-29713.8,31467.5,13.0,-0.087,209897187,LOCKED
60230,60.545,-122332588219531,-17907,44312,-29788.9,31379.6,12.7,-0.063,209965875,LOCKED
60231,61.545,-122332588233757,-2132,60087,-29795.7,31380.0,12.3,-0.037,210043235,LOCKED
60232,62.546,-122332588258951,3483,65702,-29851.4,31016.9,12.2,-0.018,210110919,LOCKED
60233,63.546,-122332588274337,16252,78471,-29795.0,31020.5,12.4,-0.043,210188332,LOCKED
60234,64.545,-122332588282936,36106,98325,-29789.2,31088.1,12.2,-0.032,210163834,LOCKED
60235,65.545,-122332588298881,47260,109479,-29735.7,31662.2,12.1,-0.020,210349591,LOCKED
60236,66.545,-122332588429851,-50036,12183,-29846.0,32336.0,12.1,-0.022,210309152,LOCKED
60237,67.544,-122332588447653,-36785,25434,-29844.0,32312.1,12.1,-0.007,210387023,LOCKED
60238,68.545,-122332588446811,-6838,55381,-29796.3,31992.9,12.1,-0.004,210477012,LOCKED
60239,69.546,-122332588456644,13704,75923,-29847.6,31511.2,12.1,0.013,210558412,LOCKED
60240,70.545,-122332588454603,43728,105947,-29828.8,31751.4,11.8,0.039,210651997,LOCKED
60241,71.546,-122332588494820,31127,93346,-29771.9,32031.0,11.8,0.012,210602482,LOCKED
60242,72.547,-122332588586802,-29571,32648,-29796.9,32215.0,11.6,0.001,210703117,LOCKED
60243,73.545,-122332588631164,-42764,19455,-29793.1,32160.7,11.3,-0.007,210772053,LOCKED
60244,74.545,-122332588664727,-42306,19913,-29930.5,32301.0,11.2,-0.011,210899675,LOCKED
60245,75.546,-122332588606325,43770,105989,-29892.5,32705.9,11.4,-0.023,210968294,LOCKED
60246,76.545,-122332588724653,-40919,21300,-30008.6,32996.7,11.5,-0.035,211033558,LOCKED
60247,77.545,-122332588751491,-34861,27358,-30092.4,33288.0,11.6,-0.045,211006978,LOCKED
60248,78.546,-122332588745681,1581,63800,-30121.6,33196.6,11.9,-0.062,211105132,LOCKED
60249,79.547,-122332588742490,32302,94521,-30048.0,33459.5,11.9,-0.069,211203671,LOCKED
60250,80.546,-122332588761884,39245,101464,-29930.9,33674.1,11.9,-0.075,211170227,LOCKED
60251,81.546,-122332588862266,-30417,31802,-29919.0,33548.5,11.9,-0.080,211267019,LOCKED
60252,82.547,-122332588870436,-6959,55260,-29991.5,33235.9,11.6,-0.084,211348050,LOCKED
60253,83.546,-122332588890466,3663,65882,-30030.1,33056.4,11.2,-0.081,211424138,LOCKED
60254,84.547,-122332588883554,38158,100377,-29973.3,33450.9,10.2,-0.082,211416872,LOCKED
60255,85.546,-122332588895846,51898,114117,-29866.0,34162.0,9.7,-0.078,211598096,LOCKED
60256,86.547,-122332588936264,38215,100434,-29775.7,34506.7,9.2,-0.073,211549797,LOCKED
60257,87.546,-122332589044050,-38300,23919,-29785.4,34611.5,9.1,-0.074,211638561,LOCKED
60258,88.546,-122332589057623,-22181,40038,-29743.9,34179.0,9.0,-0.075,211719053,LOCKED
60259,89.546,-122332589067437,-3441,58778,-29679.6,33746.1,8.8,-0.075,211800844,LOCKED
60260,90.547,-122332589079787,14418,76637,-29729.7,33294.9,9.0,-0.078,211879564,LOCKED
60261,91.547,-122332589095633,27372,89591,-29729.6,33296.0,9.0,-0.076,211956748,LOCKED
60262,92.550,-122332589110759,39576,101795,-29677.6,33700.1,9.0,-0.074,212030600,LOCKED
60263,93.573,-122332589136757,40725,102944,-29621.0,34131.5,9.1,-0.075,212095930,LOCKED
60264,94.546,-122332589248748,-40020,22199,-29634.2,34279.1,9.4,-0.071,212077968,LOCKED
60265,95.547,-122332589288729,-48502,13717,-29645.1,34429.7,9.4,-0.072,212131110,LOCKED
60266,96.547,-122332589303506,-30699,31520,-29738.2,34547.3,9.6,-0.068,212212767,LOCKED
60267,97.548,-122332589324256,-20075,42144,-29785.2,34642.6,9.7,-0.067,212282044,LOCKED
60268,98.548,-122332589342297,-8226,53993,-29776.6,34614.9,9.6,-0.072,212355245,LOCKED
60269,99.546,-122332589363087,-99,62120,-29734.2,34457.3,9.5,-0.076,212426658,LOCKED
60270,100.547,-122332589377437,14275,76494,-29708.3,34511.8,9.5,-0.082,212508455,LOCKED
