# elapsed_s,phase_ns
0.5,-4102802
1.9,-4103583
3.3,-4102798
4.6,-4101998
6.0,-4100802
7.4,-4101971
8.7,-4102800
10.1,-4101649
11.5,-4100795
12.8,-4103258
14.2,-4103203
15.6,-4103195
16.9,-4103198
18.3,-4101598
19.6,-4103200
21.0,-4102800
22.4,-4101971
23.8,-4099195
25.1,-4102798
26.5,-4103195
27.9,-4102398
29.3,-4102002
30.6,-4102793
32.0,-4103198
33.4,-4102400
34.8,-4102800
36.1,-4101605
37.5,-4101602
38.9,-4100458
40.3,-4102795
41.7,-4102000
43.1,-4101605
44.5,-4102798
45.8,-4102090
47.2,-4103598
48.6,-4101600
49.9,77998
51.3,133200
52.6,180398
54.0,260393
55.4,273200
56.7,289598
58.1,322397
59.5,340400
60.8,352402
62.2,372797
63.6,379156
64.9,384750
66.3,389995
67.7,396395
69.1,401202
70.4,400795
71.8,396795
73.2,390800
74.5,388007
75.8,386002
77.2,390795
78.6,393198
80.0,392396
81.4,391124
82.7,388814
84.1,382000
85.4,374798
86.8,367600
88.2,356795
89.6,349195
91.0,330402
92.4,320836
93.7,311198
95.2,286795
96.5,277904
97.8,268709
99.2,244795
100.6,235595
102.0,216397
103.4,210000
104.7,203197
106.1,185598
107.4,180805
108.8,173593
110.2,161200
111.6,156800
112.9,145598
114.2,138410
115.6,130798
117.0,122348
118.4,117198
119.8,111595
121.1,105131
122.4,106005
123.8,104795
125.2,94395
126.6,91600
128.0,87193
129.3,83143
130.8,78802
132.1,73597
133.4,67598
134.8,62400
136.2,55216
137.5,54800
138.9,49593
140.3,49198
141.7,46745
143.1,45600
144.4,43993
145.8,41198
147.2,39593
148.6,38393
149.9,36795
151.3,33993
152.6,37578
153.9,35193
155.3,33926
156.7,33417
158.1,36317
159.5,34354
160.8,32793
162.2,28700
163.5,27993
164.9,25993
166.3,24395
167.7,24528
169.1,24699
170.5,27595
171.8,23602
173.2,21993
174.6,20395
176.0,17193
177.3,19995
178.6,19595
180.0,20436
181.3,22398
182.7,21597
184.1,20798
185.4,18393
186.8,19572
188.1,20800
189.5,20380
190.8,17595
192.1,17193
193.5,17541
194.9,15216
196.3,17198
197.7,17200
199.1,19600
200.4,22039
201.8,19205
203.1,18341
204.5,17598
205.8,15998
207.2,17988
208.6,18797
209.9,15600
211.3,14795
212.7,14002
214.1,13906
215.4,13592
216.8,14799
218.2,14002
219.6,14800
221.0,17193
222.4,15195
223.8,13598
225.1,14002
226.4,14788
227.8,16398
229.2,14398
230.6,15622
232.0,12738
233.4,11595
234.7,11202
236.1,10393
237.5,10393
238.8,10797
240.2,12041
241.6,11190
243.0,12788
244.4,12800
245.8,11190
247.1,12000
248.5,10398
249.9,9159
251.3,9201
252.6,7603
254.0,6795
255.5,5998
256.8,4798
258.2,7600
259.5,8347
260.9,5600
262.3,4800
263.6,5600
265.0,3202
266.4,3202
267.7,2393
269.1,1593
270.5,440
271.9,-1198
273.3,-1210
274.7,-398
276.1,-2454
277.4,-2403
278.8,-807
280.2,385
281.5,1197
282.9,3197
284.3,775
285.7,-1602
287.1,-2009
288.4,400
289.8,737
291.2,-3595
292.5,-2000
293.9,810
295.3,-820
296.7,-1291
298.1,2798
299.5,2385
300.8,4795
302.2,5598
303.5,4800
304.9,-859
306.3,2020
307.6,1200
309.0,5198
310.3,3190
311.6,2402
313.0,3353
314.4,2740
315.7,-1600
317.2,3595
318.5,4002
319.9,5193
321.2,2753
322.6,4795
323.9,5193
325.3,3193
326.7,6750
328.1,8793
329.4,8403
330.8,9595
332.3,7195
333.6,8000
334.9,6437
336.3,8398
337.6,11998
339.0,9598
340.4,9995
341.8,11119
343.1,9198
344.5,12000
345.9,10325
347.3,7998
348.7,6805
350.1,6397
351.4,4400
352.8,5997
354.2,4397
355.5,3593
356.9,4793
358.3,7593
359.7,7195
361.1,7598
362.5,7595
363.8,9202
365.2,5200
366.6,5396
367.9,5208
369.2,5600
370.6,5964
371.9,7995
373.2,6792
374.6,5998
375.9,7613
377.3,7593
