# elapsed_s,phase_ns
0.4,-103507
1.7,-103562
3.0,-103593
4.3,-103535
5.6,-103569
6.9,-103487
8.3,-103506
9.6,-103418
10.9,-103617
12.2,-103607
13.6,-103617
14.9,-103510
16.2,-103269
17.5,-103634
18.8,-103554
20.2,-103575
21.5,-103527
22.8,-103392
24.1,-103367
25.4,-103412
26.8,-103537
28.1,-103590
29.4,-103512
30.7,-103587
32.0,-103488
33.4,-103602
34.7,-103441
36.0,-103629
37.3,-103518
38.6,-103602
40.0,-103477
41.3,-103533
42.6,-103440
43.9,-103582
45.3,-103572
46.6,-103437
48.0,-103577
49.3,-103492
50.6,-103602
51.9,-103416
53.2,-103560
54.6,-103487
55.9,-103568
57.2,-103592
58.5,-103564
59.8,-103609
61.2,-103342
62.5,-103557
63.8,-103633
65.1,-103534
66.4,-103592
67.7,-103478
69.0,-103490
70.4,-103188
71.7,-103528
73.0,-103256
74.3,-103597
75.6,-103574
77.0,-103483
78.3,-103537
79.6,-103127
81.0,-103389
82.3,-103554
83.6,-103537
85.0,-103607
86.3,-103488
87.6,-103561
88.9,-103567
90.3,-103602
91.6,-103482
92.9,-103623
94.3,-103138
95.6,-103586
96.9,-103289
98.2,-103530
99.6,-103207
100.9,-103560
102.2,-103500
103.5,-103489
104.8,-103592
106.1,-102932
107.4,-103212
108.8,-103547
110.1,-103556
111.4,-103621
112.7,-102855
114.1,-103607
115.5,357353
116.9,338396
118.3,305633
119.7,288200
121.1,256953
122.4,240762
123.8,60190
125.1,-103682
126.4,-103617
127.7,-103612
129.0,-103449
130.3,-103629
131.6,-103449
132.9,-103593
134.3,-103564
135.6,-103542
136.9,-103526
138.2,-103337
139.5,-103594
140.8,-103549
142.1,89948
143.5,84386
144.8,77797
146.1,66300
