# elapsed_s,phase_ns
0.5,-411449
1.9,-407789
3.3,-411267
4.7,-411366
6.2,-411329
7.6,-410383
8.9,-411411
10.3,-411278
11.7,-408668
13.1,-411289
14.5,-411288
15.9,-410599
17.3,-411328
18.7,-411079
20.1,-411293
21.8,-411210
23.3,-411009
24.8,-411487
26.4,-411328
28.0,-411408
29.6,-410648
31.1,-411390
32.5,-411368
34.0,-411280
35.3,-409822
36.9,-411149
38.3,-411400
39.7,-411249
41.2,-411208
42.6,-411360
43.9,-411448
45.3,-411088
46.7,-410967
48.1,-411323
49.5,-411444
50.9,58395
52.2,172592
53.6,205028
55.0,252961
56.4,271880
57.9,294211
59.3,349311
60.6,369711
62.0,402727
63.4,-411287
64.7,-408761
66.1,-409908
67.5,-410067
68.8,-411288
70.2,-411348
71.6,-411367
73.0,-411448
74.4,-411280
75.8,-411367
77.2,-411128
78.6,-411129
80.0,-411326
81.4,-397148
82.7,-411247
84.1,-410748
85.4,404560
86.9,401083
88.3,382512
89.6,375429
91.0,354033
92.4,343312
93.8,333823
95.2,307540
96.6,304007
98.0,291993
99.4,269634
100.8,256234
102.2,235153
103.5,225149
104.9,214032
106.3,195331
107.7,187199
109.1,169079
110.5,164120
111.9,155677
113.2,137712
114.6,132485
116.0,122991
117.4,114159
118.8,108987
120.2,102310
121.5,98471
122.9,97871
124.3,92557
125.7,85732
127.1,78031
128.5,75741
129.9,75111
131.2,72517
132.6,72513
134.0,66911
135.4,66472
136.7,64080
138.1,60831
139.4,59911
140.9,59103
142.3,58170
143.6,55963
145.0,52653
146.4,51933
147.7,50873
149.1,48115
150.5,46512
151.9,47632
153.2,47596
154.7,46192
156.1,47754
157.5,45662
158.9,44552
160.3,41473
161.6,41311
163.0,42147
164.4,42151
165.7,39432
167.1,36714
168.5,33970
169.8,34753
171.2,35786
172.5,37998
173.9,36232
175.3,31853
176.7,32068
178.1,35911
179.5,36156
180.9,36267
182.2,35191
183.6,34431
185.0,32835
186.3,32188
187.7,30032
189.1,27800
190.4,28148
191.8,25991
193.2,21788
194.6,20353
196.0,20226
197.5,16749
198.9,14711
200.3,10716
201.6,9145
203.0,6271
204.4,6558
205.7,4231
207.1,5071
208.5,2001
209.9,604
211.2,-3767
212.5,-2968
213.9,-2689
215.3,-7529
216.6,-7374
218.0,-2008
219.4,-3608
220.8,-1888
222.1,2352
223.5,2354
224.9,4031
226.3,2486
227.7,2551
229.1,2388
230.5,2680
231.9,1907
233.2,6870
234.6,8192
236.0,7032
237.4,9998
238.8,11346
240.2,11990
241.6,12855
243.0,16602
244.4,17792
245.7,17952
247.1,20313
248.5,21632
249.9,23552
251.2,21151
252.6,20336
254.0,18232
255.4,17121
256.8,21077
258.2,19392
259.5,20929
260.9,19080
262.3,17283
263.7,18407
265.1,15996
266.5,15991
267.9,18346
269.3,17472
270.7,16034
272.0,12999
273.4,14114
274.9,12951
276.3,13990
277.7,14792
279.0,13239
280.4,12591
281.7,9113
283.0,10432
284.4,7951
285.8,9152
287.2,7073
288.5,5471
289.9,4718
291.3,4110
292.7,2111
294.0,1551
295.4,2588
296.8,4871
298.2,3152
299.6,1640
300.9,2043
302.3,5759
303.7,6511
305.1,5880
306.5,7868
307.9,9591
309.3,11471
310.6,8612
312.0,8026
313.4,8592
314.7,6352
316.1,8033
317.5,9473
318.8,7351
320.2,8552
321.6,6674
323.0,7832
324.4,5656
325.8,8271
327.2,14152
328.5,13792
329.9,15953
331.3,16390
332.7,15027
334.1,16350
335.4,12752
336.8,14151
338.2,14828
339.5,15795
341.0,17310
342.4,15588
343.8,14238
345.2,12070
346.6,13425
348.0,12283
349.4,13353
350.8,13224
352.1,10157
353.5,13072
354.9,10791
356.3,9912
357.7,10039
359.0,10833
360.4,9874
361.7,9790
363.1,10282
364.5,11068
365.9,9563
367.3,11798
368.7,11344
370.0,12109
371.4,12871
372.8,11392
374.2,10950
375.5,8791
376.9,7667
378.3,6500
379.7,7474
381.1,7873
382.5,5192
383.8,5472
385.1,3152
386.5,4394
387.9,6671
389.3,7153
390.7,7311
392.1,8152
393.5,8587
395.0,8909
396.4,7233
397.8,7671
399.2,6230
400.5,8244
401.9,6826
403.3,7231
404.7,7078
406.1,7448
407.5,6841
408.8,5083
410.2,6953
411.6,5834
413.0,4309
414.4,2385
415.8,-203
417.2,1392
418.5,246
419.9,5087
421.3,8032
422.7,8712
424.0,8352
425.3,5913
426.7,6653
428.1,5904
429.5,5992
430.8,5151
432.2,7951
433.6,8548
435.0,5833
436.4,6708
437.8,5392
439.2,6833
440.6,8151
442.0,6031
443.3,5263
444.7,5790
446.1,5792
447.5,7359
448.9,6150
450.3,4796
451.6,8062
453.0,4431
454.4,4392
455.8,3512
457.2,1867
458.6,1991
460.0,6832
461.3,6648
462.7,6472
464.0,7812
465.4,8552
466.8,9513
468.2,9031
469.5,9951
470.9,7352
472.3,5507
473.7,8558
475.1,8415
476.5,10081
477.9,10552
479.3,13452
480.6,15757
482.0,16239
483.4,16089
484.8,18241
486.1,16504
487.5,17121
488.9,15712
490.3,15821
491.6,14512
493.0,16311
494.5,17387
495.9,15273
497.3,17513
498.6,18055
500.0,15351
501.4,15071
502.8,11232
504.1,12232
505.5,10550
506.9,13908
508.3,14309
509.7,12787
511.2,11709
512.5,12590
513.9,11234
515.3,7552
516.7,7428
518.2,7632
519.6,8980
521.0,7751
522.3,7072
523.7,4233
525.0,1834
526.4,6471
527.8,7592
529.2,8080
530.6,8160
532.0,7231
533.5,6792
534.9,6925
536.3,7000
537.6,8100
539.0,8232
540.4,8877
541.7,7790
543.1,8952
544.5,7817
545.9,5600
547.3,9353
548.6,8734
550.0,9248
