# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
15089,0.361,-146177443603938,0,0,27762.2,79939.0,13.4,0.234,0,ACQUIRING
15090,1.361,-146177443564920,0,0,27898.0,78702.0,13.4,0.237,0,ACQUIRING
15091,2.361,-146177443581033,0,0,27775.2,77519.3,13.4,0.241,0,ACQUIRING
15092,3.361,-146177443503980,0,0,27921.3,76450.8,13.6,0.238,0,ACQUIRING
15093,4.361,-146177443431939,0,0,28253.8,76152.5,13.7,0.235,0,ACQUIRING
15094,5.361,-146177443478480,0,0,28197.0,75052.1,13.9,0.232,0,ACQUIRING
15095,6.362,-146177443395826,0,0,28381.3,74294.3,13.8,0.218,0,ACQUIRING
15096,7.361,-146177443424960,0,0,28305.1,73315.4,13.6,0.199,0,ACQUIRING
15097,8.361,-146177443326929,0,0,28508.3,72786.2,13.7,0.195,0,ACQUIRING
15098,9.361,-146177443303813,0,0,28662.7,72116.5,14.4,0.143,0,ACQUIRING
15099,10.362,-146177443309554,0,0,28675.8,71188.2,14.8,0.086,0,ACQUIRING
15100,11.362,-146177443309901,0,0,28590.6,70398.8,15.1,0.050,0,ACQUIRING
15101,12.367,-146177443182625,0,0,28829.8,70436.8,15.0,0.017,0,ACQUIRING
15102,13.362,-146177443154770,0,0,29034.8,70303.8,15.0,-0.032,0,ACQUIRING
15103,14.362,-146177443119557,0,0,29231.6,70183.0,14.8,-0.083,0,ACQUIRING
15104,15.361,-146177443101494,0,0,29372.8,69768.2,14.4,-0.139,0,ACQUIRING
15105,16.362,-146177443157216,0,0,29270.4,69207.3,14.4,-0.148,0,ACQUIRING
15106,17.362,-146177443096953,0,0,29259.4,68453.6,14.4,-0.158,0,ACQUIRING
15107,18.362,-146177443018500,0,0,29370.1,68016.6,14.4,-0.154,0,ACQUIRING
15108,19.363,-146177443014791,0,0,29407.7,67340.8,14.5,-0.163,0,ACQUIRING
15109,20.363,-146177442938804,0,0,29546.4,67179.7,14.5,-0.172,0,ACQUIRING
15110,21.363,-146177442972393,0,0,29532.3,66510.3,14.5,-0.179,0,ACQUIRING
15111,22.362,-146177442969047,0,0,29464.8,65997.9,14.5,-0.185,0,ACQUIRING
15112,23.363,-146177442846589,0,0,29592.4,65902.6,14.4,-0.190,0,ACQUIRING
15113,24.363,-146177442829143,0,0,29682.9,65567.2,14.4,-0.196,0,ACQUIRING
15114,25.362,-146177442822913,0,0,29720.0,65008.8,14.5,-0.201,0,ACQUIRING
15115,26.362,-146177442798455,0,0,29743.7,64437.6,14.7,-0.212,0,ACQUIRING
15116,27.362,-146177442780201,0,0,29745.0,63859.8,14.7,-0.216,0,ACQUIRING
15117,28.363,-146177442731134,0,0,29778.8,63348.7,14.6,-0.221,0,ACQUIRING
15118,29.363,-146177442770434,-47141,0,29696.2,63125.7,14.6,-0.225,0,ACQUIRING
15119,30.362,-146177442720003,-37791,9350,30319.1,34089.5,14.6,-0.224,73729,ACQUIRING
15120,31.363,-146177442731348,-75433,0,30247.0,35288.7,14.6,-0.227,-670369,ACQUIRING
15121,32.363,-146177442731666,-99007,0,30068.3,37761.1,14.4,-0.227,-635873,ACQUIRING
15122,33.365,-146177442748228,-135705,0,29806.0,41975.5,14.2,-0.223,-623665,ACQUIRING
15123,34.364,-146177442777810,-183299,0,29531.6,48665.2,14.2,-0.223,-618784,LOCKED
