# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
63620,0.386,-63543858408008,-235015,314756,-15432.2,210129.6,10.8,0.036,94312,LOCKED
63621,1.387,-63543858400005,-180244,369527,-16672.8,199062.0,12.3,0.032,74253,LOCKED
63622,2.387,-63543858428271,-163446,386325,-17796.6,189509.9,12.6,0.028,123879,LOCKED
63623,3.387,-63543858443672,-132537,417234,-18977.9,175603.0,12.9,0.023,293590,LOCKED
63624,4.387,-63543858488842,-132808,416963,-20031.3,164691.1,13.1,0.028,327521,LOCKED
63625,5.387,-63543858534160,-131357,418414,-21127.3,151479.9,13.4,0.021,363490,LOCKED
63626,6.387,-63543858605350,-152218,397553,-22309.7,135447.8,13.4,0.015,393177,LOCKED
63627,7.387,-63543858659093,-158011,391760,-23307.2,125270.7,13.6,0.004,419774,LOCKED
63628,8.387,-63543858602025,-59036,490735,-24123.6,112734.9,13.6,0.009,439466,LOCKED
63629,9.387,-63543858647745,-62524,487247,-24909.9,100172.4,13.5,-0.003,582810,LOCKED
63630,10.387,-63543858666860,-41789,507982,-25575.0,89249.6,13.2,-0.033,651968,LOCKED
63631,11.388,-63543858715075,-49948,499823,-26203.9,79081.9,12.9,-0.063,689615,LOCKED
63632,12.388,-63543858761813,-56537,493234,-26795.5,69700.7,12.5,-0.096,730451,LOCKED
63633,13.388,-63543858807938,-60368,489403,-27457.1,55432.2,12.4,-0.116,773325,LOCKED
63634,14.388,-63543858858128,-69277,480494,-28021.5,44547.2,12.3,-0.125,810291,LOCKED
63635,15.388,-63543858807437,14420,564191,-28290.7,38317.4,11.8,-0.160,848242,LOCKED
63636,16.388,-63543858888198,-31664,518107,-28552.0,35110.4,11.8,-0.156,962263,LOCKED
63637,17.388,-63543858936224,-44099,505672,-28824.6,32243.4,11.7,-0.138,1006164,LOCKED
63638,18.388,-63543858974000,-49545,500226,-28914.4,32937.1,11.4,-0.134,1056387,LOCKED
63639,19.388,-63543858915748,34806,584577,-28834.0,33240.5,11.4,-0.133,1100275,LOCKED
63640,20.388,-63543859039471,-54760,495011,-29004.5,33569.9,11.4,-0.133,1169730,LOCKED
63641,21.388,-63543858980444,32271,582042,-29009.1,33521.4,11.4,-0.124,1319273,LOCKED
63642,22.388,-63543859025244,16143,565914,-29019.4,33459.5,11.5,-0.116,1364826,LOCKED
63643,23.388,-63543859065154,3503,553274,-28939.2,32968.0,11.5,-0.110,1414675,LOCKED
63644,24.388,-63543859131916,-30602,519169,-29071.0,32673.3,11.5,-0.104,1435673,LOCKED
63645,25.389,-63543859182034,-48231,501540,-29158.8,33322.3,11.5,-0.099,1476952,LOCKED
63646,26.389,-63543859137539,22858,572629,-29070.7,33260.0,11.6,-0.095,1507572,LOCKED
63647,27.389,-63543859147913,38032,587803,-28960.8,33491.9,11.8,-0.086,1688594,LOCKED
63648,28.389,-63543859203633,11932,561703,-29013.2,33047.9,11.7,-0.083,1726607,LOCKED
63649,29.390,-63543859252793,-6883,542888,-29067.2,32901.0,11.4,-0.083,1765452,LOCKED
63650,30.389,-63543859281488,-6105,543666,-29077.0,32911.4,11.5,-0.076,1825980,LOCKED
63651,31.389,-63543859339112,-33113,516658,-29097.4,33089.2,11.5,-0.076,1859663,LOCKED
63652,32.389,-63543859393295,-55499,494272,-29137.7,33647.6,11.4,-0.080,1898321,LOCKED
63653,33.390,-63543859321802,40917,590688,-28998.6,33702.2,11.5,-0.083,2058477,LOCKED
63654,34.389,-63543859376576,15790,565561,-29056.9,33108.2,11.4,-0.087,2091866,LOCKED
63655,35.389,-63543859422926,-415,549356,-29109.7,32861.4,11.4,-0.092,2137110,LOCKED
63656,36.389,-63543859480844,-26354,523417,-29206.9,32819.3,11.0,-0.099,2170045,LOCKED
63657,37.389,-63543859528202,-40926,508845,-29314.7,33169.1,10.9,-0.104,2213399,LOCKED
63658,38.390,-63543859534919,-16807,532964,-29361.5,33220.4,10.4,-0.110,2242336,LOCKED
63659,39.390,-63543859601536,-50288,499483,-29463.3,33898.6,10.0,-0.119,2412306,LOCKED
63660,40.390,-63543859549616,28637,578408,-29390.1,34074.6,10.0,-0.121,2354201,LOCKED
63661,41.390,-63543859603437,3093,552864,-29340.5,33905.1,10.1,-0.123,2516687,LOCKED
63662,42.390,-63543859657959,-20479,529292,-29385.5,34011.6,9.9,-0.128,2553632,LOCKED
63663,43.390,-63543859716879,-44854,504917,-29564.5,33667.7,9.7,-0.133,2587140,LOCKED
63664,44.390,-63543859644077,55999,605770,-29583.4,33303.1,9.7,-0.134,2621550,LOCKED
63665,45.390,-63543859689043,40321,590092,-29636.1,32369.3,9.5,-0.140,2771088,LOCKED
63666,46.390,-63543859733389,24036,573807,-29598.7,32531.4,9.3,-0.147,2820308,LOCKED
63667,47.390,-63543859780117,5712,555483,-29549.5,32398.6,8.5,-0.161,2865795,LOCKED
63668,48.391,-63543859814039,300,550071,-29498.9,32165.8,8.3,-0.170,2915585,LOCKED
63669,49.390,-63543859857971,-11717,538054,-29598.2,31622.4,7.9,-0.180,2965104,LOCKED
63670,50.390,-63543859857504,18009,567780,-29611.5,31525.6,7.5,-0.192,3057369,LOCKED
63671,51.390,-63543859886522,18163,567934,-29620.2,31465.9,7.6,-0.190,3118598,LOCKED
63672,52.390,-63543859918245,15443,565214,-29615.6,31487.7,7.7,-0.195,3178639,LOCKED
63673,53.390,-63543859965595,-2234,547537,-29614.7,31486.9,7.8,-0.201,3218076,LOCKED
63674,54.390,-63543860011545,-17840,531931,-29620.8,31519.8,7.7,-0.208,3263486,LOCKED
63675,55.390,-63543860052318,-27926,521845,-29626.7,31571.3,7.7,-0.206,3311493,LOCKED
63676,56.391,-63543860094432,-38957,510814,-29633.4,31653.8,7.9,-0.202,3361177,LOCKED
63677,57.390,-63543860031035,49419,599190,-29486.8,32023.4,8.1,-0.197,3514952,LOCKED
63678,58.392,-63543860087169,22524,572295,-29512.2,31774.6,8.2,-0.197,3551620,LOCKED
63679,59.419,-63543860127920,11559,561330,-29544.9,31547.4,8.2,-0.184,3601760,LOCKED
63680,60.390,-63543860143579,24179,573950,-29523.0,31678.2,8.5,-0.157,3677760,LOCKED
63681,61.391,-63543860180978,14380,564151,-29452.4,31542.9,7.5,-0.122,3730098,LOCKED
63682,62.390,-63543860230161,-5983,543788,-29411.3,31299.8,7.5,-0.114,3770202,LOCKED
63683,63.392,-63543860293151,-38497,511274,-29399.5,31133.0,7.4,-0.105,3800351,LOCKED
63684,64.391,-63543860248877,31848,581619,-29288.9,31144.4,7.3,-0.096,3829161,LOCKED
