# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
51766,0.482,-51731880991417,0,0,0.0,999999.0,7.9,-0.234,0,INIT
51767,1.482,-51731880933215,0,0,58202.0,inf,7.8,-0.233,0,ACQUIRING
51768,2.486,-51731880959116,0,0,16150.5,34334.9,7.8,-0.232,0,ACQUIRING
51769,3.482,-51731880829258,0,0,46057.6,45608.9,7.8,-0.233,0,ACQUIRING
51770,4.482,-51731880885533,0,0,31572.5,45674.6,7.7,-0.231,0,ACQUIRING
51771,5.482,-51731880874715,0,0,24469.0,43115.9,7.7,-0.227,0,ACQUIRING
51772,6.482,-51731880835256,0,0,23538.1,38668.7,7.6,-0.224,0,ACQUIRING
51773,7.483,-51731880720349,0,0,30764.3,44464.7,7.6,-0.224,0,ACQUIRING
51774,8.483,-51731880685683,0,0,34396.6,44255.5,7.6,-0.219,0,ACQUIRING
51775,9.482,-51731880645821,0,0,36543.9,42901.4,7.5,-0.216,0,ACQUIRING
51776,10.483,-51731880707167,0,0,33265.6,45056.5,7.5,-0.211,0,ACQUIRING
51777,11.483,-51731880639712,0,0,32689.3,42929.1,7.4,-0.207,0,ACQUIRING
51778,12.483,-51731880566242,0,0,33685.4,41660.1,7.3,-0.202,0,ACQUIRING
51779,13.483,-51731880600364,0,0,32374.1,41488.8,7.3,-0.196,0,ACQUIRING
51780,14.483,-51731880493299,0,0,33389.1,41049.5,7.3,-0.198,0,ACQUIRING
51781,15.483,-51731880506220,0,0,33046.7,39723.9,7.2,-0.191,0,ACQUIRING
51782,16.483,-51731880504549,0,0,32196.5,39637.0,7.5,-0.186,0,ACQUIRING
51783,17.484,-51731880463919,0,0,31747.8,38799.6,7.4,-0.179,0,ACQUIRING
51784,18.485,-51731880371825,0,0,32379.5,38635.1,7.5,-0.182,0,ACQUIRING
51785,19.483,-51731880347131,0,0,32729.9,37907.3,7.4,-0.174,0,ACQUIRING
51786,20.484,-51731880304869,0,0,33113.1,37403.6,7.3,-0.166,0,ACQUIRING
51787,21.483,-51731880365619,0,0,32287.9,39116.2,7.3,-0.170,0,ACQUIRING
51788,22.487,-51731880317336,0,0,31833.9,39073.7,7.4,-0.171,0,ACQUIRING
51789,23.484,-51731880249650,0,0,31842.8,38175.8,7.3,-0.161,0,ACQUIRING
51790,24.484,-51731880253774,0,0,31517.7,37944.8,7.6,-0.115,0,ACQUIRING
51791,25.483,-51731880181731,0,0,31608.5,37199.9,7.9,-0.090,0,ACQUIRING
51792,26.483,-51731880214685,0,0,31168.1,37873.0,7.9,-0.100,0,ACQUIRING
51793,27.484,-51731880124171,0,0,31254.1,37198.1,8.0,-0.094,0,ACQUIRING
51794,28.484,-51731880140537,0,0,30995.1,37119.4,8.0,-0.089,0,ACQUIRING
51795,29.484,-51731880035662,0,0,31261.2,37171.0,7.9,-0.115,0,ACQUIRING
51796,30.484,-51731880032772,0,0,31307.4,36548.6,7.9,-0.112,0,ACQUIRING
51797,31.484,-51731880028506,0,0,31191.9,36102.9,7.9,-0.108,0,ACQUIRING
51798,32.487,-51731880009056,0,0,31033.3,35867.3,7.7,-0.100,0,ACQUIRING
51799,33.484,-51731879981350,0,0,30884.3,35643.6,7.8,-0.110,0,ACQUIRING
51800,34.495,-51731879901481,0,0,30992.7,35298.1,7.8,-0.106,0,ACQUIRING
51801,35.484,-51731879847235,0,0,31188.8,35483.6,7.7,-0.106,0,ACQUIRING
51802,36.484,-51731879807988,0,0,31389.1,35770.6,7.7,-0.092,0,ACQUIRING
51803,37.484,-51731879837909,0,0,31311.2,35401.1,7.7,-0.091,0,ACQUIRING
51804,38.485,-51731879762223,0,0,31415.3,35174.3,7.7,-0.090,0,ACQUIRING
51805,39.484,-51731879790981,0,0,31284.5,35143.8,7.6,-0.096,0,ACQUIRING
51806,40.485,-51731879735347,0,0,31256.7,34711.6,7.8,-0.088,0,ACQUIRING
51807,41.486,-51731879713789,0,0,31200.5,34369.7,7.8,-0.088,0,ACQUIRING
51808,42.485,-51731879708979,0,0,31068.1,34513.3,7.9,-0.094,0,ACQUIRING
51809,43.485,-51731879592721,0,0,31211.1,34801.7,7.9,-0.094,0,ACQUIRING
51810,44.484,-51731879651964,0,0,31073.6,35082.4,7.9,-0.094,0,ACQUIRING
51811,45.484,-51731879525509,0,0,31218.1,35485.0,7.8,-0.094,0,ACQUIRING
51812,46.485,-51731879491507,0,0,31352.2,35820.3,7.9,-0.099,0,ACQUIRING
51813,47.485,-51731879547993,0,0,31246.2,35912.4,8.1,-0.094,0,ACQUIRING
51814,48.486,-51731879499118,0,0,31195.9,35644.7,8.2,-0.090,0,ACQUIRING
51815,49.486,-51731879443672,0,0,31208.4,35279.1,8.0,-0.089,0,ACQUIRING
51816,50.485,-51731879374786,0,0,31304.7,35403.3,8.0,-0.090,0,ACQUIRING
51817,51.486,-51731879422936,0,0,31217.4,35469.9,8.1,-0.088,0,ACQUIRING
51818,52.485,-51731879387698,0,0,31148.0,35402.7,7.9,-0.089,0,ACQUIRING
51819,53.486,-51731879368968,0,0,31060.9,35530.0,7.8,-0.091,0,ACQUIRING
51820,54.489,-51731879248699,0,0,31156.8,35791.7,7.9,-0.091,0,ACQUIRING
51821,55.486,-51731879245832,0,0,31189.6,35532.6,8.0,-0.087,0,ACQUIRING
51822,56.485,-51731879241593,0,0,31170.2,35235.7,7.9,-0.090,0,ACQUIRING
51823,57.486,-51731879219327,0,0,31137.1,35004.7,8.0,-0.086,0,ACQUIRING
51824,58.486,-51731879195417,0,0,31095.0,34841.7,8.0,-0.083,0,ACQUIRING
51825,59.488,-51731879163959,-21353,0,31057.5,34661.5,8.0,-0.082,0,ACQUIRING
51826,60.487,-51731879118125,-5602,15751,31018.9,34598.1,7.6,-0.090,73767,ACQUIRING
51827,61.487,-51731879159623,-73353,0,30906.8,35980.7,7.6,-0.093,-685820,ACQUIRING
51828,62.486,-51731879148600,-85529,0,30670.3,37210.4,7.5,-0.097,-646415,ACQUIRING
51829,63.488,-51731879152814,-114028,0,30546.4,39871.2,7.7,-0.102,-620856,ACQUIRING
51830,64.487,-51731879252326,-226731,0,30070.9,50011.5,7.7,-0.107,-694826,LOCKED
51831,65.487,-51731879286340,-269407,0,29467.1,61122.9,7.7,-0.105,-695090,LOCKED
51832,66.487,-51731879244097,-237284,32123,28911.2,68241.9,7.9,-0.110,-619284,LOCKED
51833,67.487,-51731879278434,-280730,0,28405.3,78160.9,7.9,-0.108,-620128,LOCKED
51834,68.486,-51731879313012,-320960,0,27821.4,89476.9,8.1,-0.104,-626086,LOCKED
51835,69.487,-51731879362806,-372247,0,27147.2,102755.0,8.8,-0.108,-641026,LOCKED
51836,70.487,-51731879401380,-405658,0,26234.4,115540.3,9.5,-0.102,-644276,LOCKED
51837,71.489,-51731879440118,-436821,0,25299.9,129219.7,10.1,-0.104,-646139,LOCKED
51838,72.488,-51731879481868,-468763,0,24354.8,143731.8,10.7,-0.095,-654053,LOCKED
51839,73.488,-51731879527618,-498816,0,23216.6,157576.8,10.8,-0.086,-659588,LOCKED
51840,74.492,-51731879521553,-479258,19558,22210.2,170001.7,11.3,-0.072,-618396,LOCKED
51841,75.487,-51731879574518,-513263,0,21041.1,182548.4,11.4,-0.104,-630099,LOCKED
51842,76.487,-51731879617472,-532991,0,19752.6,194450.5,11.7,-0.123,-631696,LOCKED
51843,77.488,-51731879645242,-535630,0,18438.2,205564.6,11.8,-0.134,-619977,LOCKED
51844,78.487,-51731879686967,-551238,0,17165.9,217484.7,11.9,-0.143,-617237,LOCKED
51845,79.488,-51731879624357,-466283,84955,16000.1,224903.4,12.2,-0.164,-623361,LOCKED
51846,80.487,-51731879647995,-466263,84975,14827.0,232017.7,12.3,-0.171,-600708,LOCKED
51847,81.488,-51731879779957,-562884,0,13298.2,240651.4,12.3,-0.177,-574739,LOCKED
51848,82.490,-51731879751539,-501622,61262,11865.1,246405.4,12.3,-0.202,-570769,LOCKED
51849,83.489,-51731879820669,-534741,28143,10402.1,253638.4,12.9,-0.237,-536135,LOCKED
51850,84.488,-51731879850633,-525906,36978,8859.1,259075.6,12.7,-0.259,-478346,LOCKED
51851,85.488,-51731879866050,-503261,59623,7390.5,264063.5,12.4,-0.267,-458724,LOCKED
51852,86.488,-51731879891384,-487270,75614,5807.0,266305.9,12.5,-0.279,-427196,LOCKED
51853,87.488,-51731879914374,-469927,92957,4321.2,269005.5,12.6,-0.291,-396946,LOCKED
51854,88.488,-51731879929348,-442704,120180,2771.5,269053.0,12.5,-0.293,-354570,LOCKED
51855,89.490,-51731879954698,-427359,135525,1346.3,270216.6,12.5,-0.294,-322597,LOCKED
51856,90.489,-51731879987084,-416908,145976,-131.6,269954.9,12.5,-0.303,-292634,LOCKED
51857,91.489,-51731880012686,-398075,164809,-1646.8,267939.7,12.5,-0.304,-255978,LOCKED
51858,92.489,-51731880054624,-393474,169410,-3198.7,264933.9,12.4,-0.305,-236748,LOCKED
51859,93.489,-51731880092781,-383608,179276,-4763.6,261012.4,12.4,-0.305,-211789,LOCKED
51860,94.489,-51731880111697,-356116,206768,-6218.0,257554.0,12.5,-0.312,-160403,LOCKED
51861,95.489,-51731880146831,-344711,218173,-7626.4,254260.4,12.4,-0.311,-130261,LOCKED
51862,96.496,-51731880191400,-341641,221243,-9024.6,250936.8,12.1,-0.310,-101595,LOCKED
51863,97.489,-51731880223010,-323189,239695,-10504.1,244739.7,12.0,-0.309,-63787,LOCKED
51864,98.489,-51731880248196,-299828,263056,-11875.2,239308.5,11.9,-0.309,-14987,LOCKED
51865,99.489,-51731880277782,-278782,284102,-13316.5,230780.5,12.1,-0.314,28995,LOCKED
51866,100.489,-51731880310356,-261258,301626,-14689.8,222470.7,11.7,-0.311,69839,LOCKED
51867,101.489,-51731880340286,-240805,322079,-16043.8,212967.9,11.8,-0.314,115039,LOCKED
