# elapsed_s,phase_ns
0.3,-103049
1.6,-102945
3.0,-103599
4.3,-103592
5.6,-103249
6.9,-103563
8.3,-102527
9.6,-103318
10.9,-103492
12.2,-103553
13.5,-103267
14.8,-103608
16.1,-102888
17.4,-103612
18.7,-103465
20.1,-103387
21.4,-103544
22.7,-103448
24.0,-103537
25.3,-103447
26.7,-103618
28.0,-103621
29.3,-103222
30.6,-103564
32.0,-103306
33.3,-103197
34.6,-103594
36.0,-103577
37.3,-103202
38.6,-103537
40.0,-103509
41.3,-103464
42.6,-103597
43.9,-102976
45.3,-103562
46.6,-103278
47.9,-103607
49.3,-102897
50.6,-103427
51.9,-103582
53.2,-103619
54.5,-103457
55.8,-103559
57.1,-103617
58.5,-103274
59.8,-103592
61.1,-103288
62.5,-103517
63.8,-103539
65.1,-102550
66.4,-103617
67.8,-103307
69.1,-103518
70.4,-103585
71.7,-103607
73.0,-103417
74.3,-103621
75.6,-103479
76.9,-103587
78.2,-103552
79.5,-103188
80.8,-103522
82.2,-102698
83.5,-103465
84.8,-103432
86.1,-103509
87.4,-103572
88.8,-103319
90.1,-103402
91.4,-103561
92.8,-103592
94.1,-102989
95.3,-103509
96.6,-103552
98.0,-103592
99.3,-103427
100.6,-103608
101.9,-103549
103.3,-103178
104.6,-103597
105.9,-103537
107.2,-103348
108.5,-103583
109.8,-103507
111.1,-103337
112.4,-103376
113.7,-103408
115.0,-103572
116.3,-103495
117.6,-103253
119.0,-103398
120.3,-103568
121.6,-103096
122.9,-103407
124.3,-103498
125.6,-103446
126.9,-103450
128.2,97049
129.5,93488
130.8,91928
132.1,86568
133.5,84183
134.8,83816
136.1,79098
137.4,73964
138.7,73327
140.1,70878
141.4,68828
142.7,68318
144.0,65399
145.4,63378
146.7,65359
148.0,57759
149.3,58362
150.6,58806
152.0,56676
153.3,51638
154.6,51490
156.0,52548
157.3,52113
158.6,50390
160.0,48988
161.3,48271
162.6,46302
163.9,44968
165.2,44918
166.6,46028
167.9,42248
169.2,39468
170.5,39076
171.8,38621
173.1,37390
174.5,36757
175.8,39140
177.1,34588
178.4,30776
179.7,30831
181.1,29497
182.4,27988
183.7,26792
185.0,26829
186.3,27479
187.6,26705
188.9,26953
190.3,28808
191.6,28151
192.9,28629
194.2,28492
195.5,31039
196.8,31048
198.2,33207
199.5,32425
200.8,32415
202.1,31258
203.5,32194
204.8,28618
206.1,28340
207.4,27476
208.7,25947
210.0,24818
211.3,24590
212.7,24639
214.0,26479
215.3,28391
216.7,25974
218.0,21390
219.3,21884
220.6,19018
222.0,16559
223.3,14974
224.6,16068
225.9,18348
227.2,10796
228.5,9690
229.9,10775
231.2,11573
232.5,11242
233.8,9308
235.1,11850
236.4,12048
237.8,11291
239.1,9123
240.5,9608
241.8,8494
243.1,7449
244.4,7865
245.7,5261
247.0,3298
248.3,6838
249.6,8658
250.9,8789
252.2,7129
253.5,6824
254.9,9307
256.2,9445
257.5,7250
258.8,11989
260.1,13810
261.5,16376
262.8,14022
264.1,10860
265.4,11677
266.7,13930
268.0,12877
269.3,11465
270.7,13199
272.0,16468
273.3,16171
274.6,14350
276.0,17497
277.3,17567
278.6,15648
279.9,17387
281.2,17314
282.5,17729
283.9,18288
285.2,19179
286.6,19905
287.9,17657
289.2,16038
290.5,15758
291.8,15175
293.1,17472
294.4,19408
295.7,18388
297.1,16668
298.4,15966
299.7,15821
301.0,19321
302.3,18736
303.6,18459
305.0,14939
306.3,15418
307.6,16249
309.0,15682
310.3,14803
311.6,14485
312.9,15796
314.3,13167
315.6,12871
316.9,12599
318.2,9809
319.5,10558
320.8,11108
322.2,8955
323.5,11169
324.8,12578
326.1,12338
327.4,11223
328.8,9298
330.1,9429
331.4,10836
332.7,11269
334.1,9327
335.4,9749
336.7,9089
338.1,8087
339.4,8612
340.7,9963
342.0,10069
343.3,9177
344.7,11650
346.0,10688
347.3,8132
348.6,9047
349.9,11327
351.3,13168
352.6,12928
353.9,13728
355.2,14858
356.5,15807
357.8,15299
359.2,16774
360.4,17148
361.8,15829
363.1,13750
364.4,16272
365.7,15186
367.0,16775
368.3,14608
369.6,13509
371.0,11368
372.3,11268
373.6,11291
374.9,12659
376.3,11510
377.6,8259
378.9,9370
380.2,13137
381.5,12068
382.8,10528
384.1,13577
385.4,11971
386.8,10068
388.1,12110
389.4,11579
390.7,11259
392.0,10375
393.3,8808
394.7,10318
396.0,11314
397.3,10061
398.7,9986
400.0,10976
401.3,11798
402.6,11357
404.0,9019
405.3,10688
406.7,15318
408.0,10915
409.3,12648
410.6,15318
411.9,15016
413.2,13737
414.5,13541
415.8,12857
417.1,13977
418.4,13187
419.7,12810
421.0,10803
422.3,10018
423.6,11659
425.0,11389
426.3,12314
427.6,11563
428.9,10250
430.2,10599
431.5,11201
432.9,9619
434.2,6856
435.5,6860
436.9,8758
438.2,6170
439.5,7970
440.9,10250
442.2,12130
443.5,9717
444.8,10913
446.2,9779
447.5,9289
448.8,9255
450.1,9358
451.4,10719
452.8,10062
454.1,10791
455.4,10490
456.7,10832
458.0,7439
459.3,8816
460.6,9595
461.9,8917
463.3,10204
464.6,9068
465.9,9039
467.2,7893
468.5,8853
469.8,9259
471.2,8488
472.5,9387
473.8,10599
475.1,9346
476.4,8925
477.8,9609
479.1,6316
480.4,8989
481.7,7819
483.0,5179
484.3,5149
485.6,5727
486.9,5199
488.3,1813
489.6,3135
490.9,3308
492.2,2428
493.5,1187
494.8,257
496.1,939
497.4,-593
498.8,-682
500.1,2012
501.5,598
502.8,108
504.1,-612
505.4,-72
506.7,-190
508.0,-2502
509.3,-1442
510.6,-2181
512.0,-2582
513.3,-1655
514.6,-2269
515.9,-3564
517.2,-991
518.5,-2102
519.8,-2980
521.1,-5068
522.5,-4152
523.8,-3600
525.1,-3791
526.4,-3790
527.7,-4662
529.0,-5785
530.3,-4051
531.6,-3608
532.9,-3627
534.2,-3383
535.5,-2635
536.9,-4703
538.2,-6330
539.5,-4579
540.8,-5322
542.1,-5709
543.4,-4600
544.8,-3881
546.1,-3162
547.4,-2146
548.7,-6251
550.1,-2698
551.4,-1862
552.7,-1641
554.0,1227
555.3,2442
556.6,2432
557.9,1081
559.3,1578
560.6,2323
561.9,5283
563.2,4063
564.6,4528
565.9,3107
567.2,5148
568.5,6427
569.9,7117
571.2,8841
572.5,10548
573.8,10215
575.1,12390
576.4,11658
577.7,9676
579.0,9545
580.3,13142
581.6,15929
583.0,16470
584.3,17106
585.6,17398
587.1,17348
588.4,15009
589.7,14586
591.0,12549
592.3,13487
593.6,12150
594.9,10530
596.3,11119
597.6,10158
598.9,8547
600.2,5420
601.5,5427
602.8,6082
604.1,4464
605.5,5439
606.8,8246
608.1,2128
609.4,6476
610.7,7897
612.0,7989
613.3,7851
614.6,7958
616.0,7838
617.3,6717
618.6,9450
619.9,7478
621.3,9327
622.6,9888
623.9,10506
625.2,8102
626.5,7740
627.9,9712
629.2,5518
630.5,4296
631.8,4908
633.1,8531
634.4,7168
635.7,6517
637.0,5272
638.4,5785
639.7,6466
641.0,10686
642.3,8708
643.6,8880
644.9,9262
646.3,8056
647.6,6949
648.9,8338
650.2,9543
651.5,9127
