# elapsed_s,phase_ns
0.4,376
1.6,91128
2.9,-3110
4.3,-11612
5.6,83893
6.9,-12860
8.2,-14334
9.5,89119
10.9,-6622
12.2,-6140
13.5,-6952
14.8,-10844
16.1,-1701
17.4,7098
18.7,11579
21.3,13011
22.6,3508
23.9,318
25.2,97815
26.5,4238
27.8,4723
29.2,6639
30.5,7495
31.8,9628
33.1,11367
35.7,11748
37.0,97956
38.3,-372
39.6,-2982
41.0,90520
42.3,-15329
43.6,5962
44.9,-1601
46.2,-22045
47.5,-1065
48.8,4735
50.1,99035
51.4,20415
52.8,-2131
54.1,-1094
55.4,-1314
56.8,-1392
58.1,-7135
59.4,-6546
60.7,-6722
62.0,-3198
63.4,-2517
64.7,1218
66.0,-1052
67.3,-5723
68.7,-4859
70.0,-5233
71.3,-10912
72.6,-9002
73.9,-4388
75.2,-4423
76.5,-11324
77.9,-9932
79.2,-9410
80.5,-17918
81.8,-53671
83.1,2536
84.4,19599
85.7,-11762
87.1,-16179
88.4,-15161
89.7,-63039
91.0,-20662
92.3,-13444
93.6,77260
95.0,-39901
96.3,-22999
97.6,-65028
98.9,-96335
100.2,-7402
101.5,-12957
102.8,-13359
104.2,86658
105.5,-9802
106.8,-10579
108.1,-6247
109.4,-3595
110.7,-6212
112.1,-8873
113.4,-4532
114.7,-2349
116.0,89178
117.3,-9761
118.6,-14119
119.9,-11401
121.3,-10989
122.6,-13146
123.9,-13121
125.2,-11567
126.5,-3751
127.8,-2542
129.2,3697
130.5,96490
131.8,-936
133.1,-3662
134.4,-9030
135.7,-12202
137.0,-21478
138.3,52716
139.6,-6536
141.0,-7512
142.3,-6822
143.6,1797
144.9,99948
146.2,92508
147.5,-8888
148.8,-10118
150.1,-8481
151.5,-8078
152.8,-6112
154.1,-4871
155.4,95345
156.7,-3291
158.0,-9153
159.4,-10831
160.7,-9529
162.0,-7135
163.3,-7376
164.7,-1606
166.0,96949
167.3,915
168.5,-10772
169.9,-15459
171.2,-13591
172.5,-14583
173.8,84199
175.1,89878
176.4,-10352
177.7,-12867
179.1,-15903
180.4,-22101
181.7,-12502
183.0,-9776
184.3,-12836
185.7,-4431
187.0,17012
188.3,99924
189.6,-4342
190.9,-17531
192.2,-8432
193.6,-6932
194.9,1350
196.2,-29670
197.6,-417
198.9,4989
201.5,3922
202.9,4047
204.2,6628
205.5,6195
206.8,-2436
208.1,-6425
209.5,-10749
210.8,-13960
212.1,-14491
213.4,-19983
214.8,-21558
216.0,-19812
217.4,-14103
218.8,-7099
220.1,-3763
221.4,101137
222.8,3510
224.1,-4710
225.4,-6021
226.8,-9991
228.1,-9044
229.4,-6233
230.7,-3141
232.0,-552
233.3,-1229
234.6,65556
235.9,87901
237.3,82925
238.5,-14467
239.9,-32801
241.2,-19262
242.5,-5931
243.8,-3957
245.1,631
246.5,-646
247.8,-4529
249.1,-2408
250.4,-762
251.8,-2286
253.1,-2983
254.4,7959
255.7,2999
257.1,-732
258.4,-4770
259.7,-3902
261.0,-2405
262.3,3711
263.6,4407
266.2,6558
267.5,-5141
268.8,-7613
270.1,-9798
271.5,-6858
272.8,-2946
274.1,-3462
275.4,1627
276.7,5210
278.0,101488
279.3,4046
280.7,-6340
282.0,-4792
283.3,-21600
284.6,-2472
285.9,-23511
287.2,-2113
288.6,4099
289.9,-485
291.2,-803
292.5,-1138
293.9,96569
295.2,-262
296.5,-5509
297.8,-2360
299.1,-3898
