# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
36965,0.099,-233635856266683,0,0,0.0,999999.0,31.9,-0.291,0,INIT
36966,1.070,-233635856270612,0,0,-3929.0,inf,31.1,-0.287,0,ACQUIRING
36967,2.070,-233635856185770,0,0,40456.5,36240.6,29.9,-0.284,0,ACQUIRING
36968,3.070,-233635856182700,0,0,33679.1,27078.5,28.7,-0.293,0,ACQUIRING
36969,4.071,-233635856154844,0,0,31159.0,22583.2,27.8,-0.303,0,ACQUIRING
36970,5.072,-233635856130354,0,0,29486.3,19970.5,26.8,-0.307,0,ACQUIRING
36971,6.071,-233635856098461,0,0,29146.7,17892.3,25.9,-0.319,0,ACQUIRING
36972,7.071,-233635856056187,0,0,30099.2,16717.6,24.1,-0.326,0,ACQUIRING
36973,8.071,-233635856024925,0,0,30621.2,15652.6,23.7,-0.332,0,ACQUIRING
36974,9.071,-233635855984066,0,0,31445.4,15266.2,23.9,-0.351,0,ACQUIRING
36975,10.071,-233635855912802,0,0,33704.8,19858.4,23.9,-0.356,0,ACQUIRING
36976,11.071,-233635855959310,0,0,31923.3,22499.2,23.9,-0.363,0,ACQUIRING
36977,12.071,-233635855870439,0,0,32723.9,22340.1,23.4,-0.362,0,ACQUIRING
36978,13.071,-233635855894582,0,0,31602.4,23513.3,23.1,-0.365,0,ACQUIRING
36979,14.071,-233635855792075,0,0,32646.0,24738.6,23.4,-0.374,0,ACQUIRING
36980,15.072,-233635855796815,0,0,32519.7,23876.7,22.6,-0.377,0,ACQUIRING
36981,16.071,-233635855799180,0,0,31748.9,24756.4,22.3,-0.379,0,ACQUIRING
36982,17.072,-233635855762256,0,0,31298.8,24643.3,21.0,-0.373,0,ACQUIRING
36983,18.072,-233635855746809,0,0,30726.4,25176.0,19.8,-0.367,0,ACQUIRING
36984,19.072,-233635855713162,0,0,30351.0,25096.8,19.3,-0.362,0,ACQUIRING
36985,20.072,-233635855677877,0,0,30137.2,24666.4,19.1,-0.358,0,ACQUIRING
36986,21.072,-233635855629598,0,0,30191.8,24060.1,18.9,-0.354,0,ACQUIRING
36987,22.072,-233635855565729,0,0,30599.4,24644.7,18.5,-0.345,0,ACQUIRING
36988,23.072,-233635855506435,0,0,31200.2,26797.6,18.9,-0.343,0,ACQUIRING
36989,24.072,-233635855548947,0,0,30987.4,26580.1,18.6,-0.334,0,ACQUIRING
36990,25.073,-233635855463478,0,0,31285.8,26841.5,18.9,-0.329,0,ACQUIRING
36991,26.072,-233635855493435,0,0,31036.6,26936.3,18.5,-0.316,0,ACQUIRING
36992,27.072,-233635855370947,0,0,31512.8,28909.8,19.1,-0.308,0,ACQUIRING
36993,28.072,-233635855385917,0,0,31576.5,28417.7,19.3,-0.298,0,ACQUIRING
36994,29.072,-233635855378632,0,0,31471.6,28053.1,18.8,-0.278,0,ACQUIRING
36995,30.072,-233635855268680,0,0,31860.3,29745.4,19.2,-0.263,0,ACQUIRING
36996,31.072,-233635855233478,0,0,32199.6,30983.5,19.5,-0.252,0,ACQUIRING
36997,32.072,-233635855200357,0,0,32485.8,31791.2,19.4,-0.231,0,ACQUIRING
36998,33.073,-233635855257923,0,0,32270.3,32089.8,19.6,-0.216,0,ACQUIRING
36999,34.073,-233635855204053,0,0,32192.5,31713.4,19.4,-0.188,0,ACQUIRING
37000,35.073,-233635855138362,0,0,32277.9,31394.4,19.8,-0.165,0,ACQUIRING
37001,36.073,-233635855096111,0,0,32392.8,31240.8,19.8,-0.138,0,ACQUIRING
37002,37.072,-233635855135380,0,0,32200.3,31706.7,20.0,-0.105,0,ACQUIRING
37003,38.073,-233635855082959,0,0,32113.7,31472.0,20.1,-0.080,0,ACQUIRING
37004,39.073,-233635855020450,0,0,32150.7,31094.3,20.1,-0.051,0,ACQUIRING
37005,40.073,-233635855032784,0,0,32027.5,31162.4,20.3,-0.012,0,ACQUIRING
37006,41.073,-233635854924129,0,0,32175.7,31495.6,19.8,0.003,0,ACQUIRING
