# elapsed_s,phase_ns
0.4,-103602
1.7,-103522
3.0,-103542
4.3,-103582
5.7,-103573
7.0,-103591
8.3,-103602
9.6,-103551
11.0,-103630
12.3,-103542
13.6,-103542
15.0,-103537
16.3,-103612
17.6,-103562
18.9,-103592
20.2,-103532
21.5,-103612
22.8,-103551
24.1,-103622
25.5,-103612
26.8,-103610
28.1,-103581
29.4,-103602
30.8,-103507
32.1,-103572
33.4,-103582
34.7,-103476
36.0,-103602
37.3,-103610
38.6,-103542
40.0,-103592
41.3,-103482
42.6,-103594
43.9,-103620
45.2,-103542
46.5,-103492
47.8,-103602
49.2,-103612
50.5,-103607
51.8,-103582
53.1,-103606
54.4,-103590
55.7,-103592
57.0,-103543
58.3,-103585
59.6,-20984
61.0,34256
62.3,-103604
63.6,-103632
64.9,-103602
66.2,-103608
67.5,-103572
68.9,-103635
70.2,-103622
71.5,-103587
72.8,-103592
74.1,-103602
75.4,-103592
76.8,-103621
78.1,-103532
79.4,-103578
80.8,-103570
82.1,-103572
83.4,-103594
84.8,-103602
86.1,-103610
87.4,-103532
88.7,-103580
90.0,-103582
91.3,-103610
92.6,-103602
94.0,-103612
95.3,-103612
96.6,-103584
97.9,-103592
99.2,-103613
100.6,-103589
101.9,-103577
103.2,-103602
104.5,-103563
105.8,-103472
107.1,-103621
108.4,-103632
109.7,-103552
111.0,-103592
112.3,-103602
113.7,-103641
115.0,-103592
116.3,-103586
117.6,-103592
118.9,-103542
120.2,-103602
121.6,-103589
123.0,-103583
124.4,-103592
125.7,-103588
127.0,-103587
128.3,-103562
129.6,100400
130.9,99756
132.2,97861
133.5,96249
134.8,94381
136.1,89613
137.5,83348
138.8,82369
140.1,81031
141.4,79628
142.7,79388
144.0,76318
145.4,73799
146.7,68944
148.0,68008
149.3,68560
150.6,68099
152.0,70262
153.3,70276
154.6,68691
156.0,66039
157.3,64499
158.6,63568
159.9,63397
161.2,64896
162.5,59536
163.8,58658
165.1,58756
166.5,54092
167.8,55408
169.1,52157
170.4,50432
171.7,46005
173.0,45088
174.3,45309
175.6,41558
176.9,42053
178.3,43059
179.6,39874
180.9,37925
182.2,36389
183.5,31858
184.8,30271
186.1,30877
187.5,24992
188.8,26979
190.1,24229
191.4,24184
192.8,24428
194.1,23661
195.4,23096
196.7,20223
198.0,19810
199.3,18370
200.6,18529
201.9,19499
203.3,19730
204.6,20599
205.9,20340
207.2,18869
208.5,19763
209.9,18510
211.2,18130
212.5,17978
213.8,18796
215.2,21335
216.5,22289
217.8,22879
219.1,25989
220.4,26667
221.7,27085
223.0,28268
224.3,27854
225.7,25541
227.0,23327
228.3,26454
229.6,28300
231.0,27157
232.3,31697
233.6,29514
234.9,29399
236.2,28939
237.5,31706
238.8,32209
240.1,29825
241.5,30696
242.8,30632
244.1,31253
245.4,32119
246.8,30956
248.1,29962
249.4,29357
250.8,29359
252.1,28722
253.4,28506
254.7,11896
256.0,28709
257.4,69501
258.7,26918
260.0,27719
261.3,26944
262.6,24289
264.0,23138
265.3,20437
266.6,19770
267.9,17029
269.2,17133
270.5,15828
271.8,16718
273.3,17688
274.6,16029
275.9,14888
277.2,13540
278.6,14428
279.9,15328
281.2,14523
282.5,16048
283.8,17878
285.1,18083
286.5,17028
287.8,18128
289.1,18846
290.4,15624
291.7,16189
293.0,14608
294.3,14838
295.6,15009
296.9,15436
298.2,14830
299.6,15573
300.9,16940
302.2,16542
303.5,17351
304.8,18331
306.1,17836
307.5,18630
308.8,18570
310.1,16516
311.4,16198
312.7,15837
314.0,15509
315.3,14972
316.6,13898
318.0,13839
319.3,12970
320.6,12287
321.9,10769
323.2,11702
324.5,12733
325.8,11668
327.1,10315
328.4,14301
329.7,8869
331.1,8159
332.4,7990
333.7,6919
335.0,7831
336.3,7379
337.6,7914
338.9,7977
340.2,8649
341.6,7574
342.9,5249
344.2,4232
345.5,2509
346.8,191
348.1,2428
349.4,2987
350.8,2000
352.1,2857
353.4,1460
354.7,4038
356.0,3183
357.3,1444
358.6,4420
359.9,3458
361.2,5986
362.6,4401
363.9,3705
365.2,3999
366.5,-11
367.8,2559
369.1,1567
370.4,1039
371.7,983
373.0,1750
374.3,558
375.6,919
377.0,-1222
378.3,1260
379.6,757
380.9,389
382.2,-599
383.5,-20
384.8,368
386.1,-3182
387.4,-249
388.7,381
390.0,-240
391.4,-1187
392.7,1901
394.0,1240
395.3,1516
396.6,-821
398.0,1168
399.3,333
400.6,859
401.8,2168
403.1,1057
404.5,418
405.8,-1083
407.1,49
408.4,1584
409.8,2339
411.1,1918
412.4,1179
413.7,1965
415.0,768
416.3,409
417.6,1399
418.9,2966
420.2,2398
421.5,6537
422.8,6501
424.1,8239
425.4,8518
426.7,9759
428.0,9017
429.3,9583
430.6,11659
431.9,10239
433.2,11182
434.5,12469
435.8,10799
437.1,14130
438.4,14718
439.8,15686
441.1,14615
442.4,14609
443.7,15589
445.0,15336
446.3,11318
447.6,13373
448.9,16877
450.2,13668
451.5,16486
452.8,16766
454.1,14522
455.4,13348
456.8,12436
458.1,11727
459.4,12706
460.7,11618
462.0,10228
463.3,10108
464.6,10028
466.0,8348
467.3,9710
468.6,9449
469.9,7858
471.1,7772
472.5,9656
473.8,7489
475.1,8828
476.4,10961
477.7,11657
479.0,7698
480.3,7609
481.6,7083
483.0,5131
484.3,5564
485.6,3838
486.9,1008
488.2,2678
489.5,659
490.9,899
492.1,1607
493.5,1349
494.8,590
496.1,674
497.4,-1525
498.7,-1911
500.0,-4108
501.3,-3922
502.6,-630
503.9,-221
505.2,-393
506.5,-3402
507.8,-1824
509.1,-1656
510.5,-1064
511.8,-1828
513.1,-2534
514.4,-1291
515.8,-633
517.1,-1417
518.4,169
519.7,-103
521.0,-91
522.4,1402
523.6,-1862
524.9,-960
526.3,-2490
