# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
10593,0.616,-207256075651345,0,0,-379681.0,inf,12.0,-0.077,0,ACQUIRING
10594,1.616,-207256075617658,0,0,-172997.0,168756.8,13.1,-0.058,0,ACQUIRING
10595,2.616,-207256075662027,0,0,-113740.2,141745.2,14.0,-0.040,0,ACQUIRING
10596,3.616,-207256075626549,0,0,-72045.2,138525.7,14.4,-0.029,0,ACQUIRING
10597,4.616,-207256075593663,0,0,-45142.2,136433.3,15.1,-0.013,0,ACQUIRING
10598,5.618,-207256075567001,0,0,-27840.6,132985.3,15.8,0.000,0,ACQUIRING
10599,6.616,-207256075532123,0,0,-15405.1,130009.9,16.4,0.012,0,ACQUIRING
10600,7.618,-207256075480253,0,0,-5116.9,128859.9,17.0,0.023,0,ACQUIRING
10601,8.617,-207256075420178,0,0,3676.7,129057.2,17.6,0.033,0,ACQUIRING
10602,9.617,-207256075440514,0,0,7381.7,123727.3,17.9,0.038,0,ACQUIRING
10603,10.617,-207256075377988,0,0,11640.2,121004.2,18.1,0.046,0,ACQUIRING
10604,11.617,-207256075316320,0,0,15863.2,119970.2,18.3,0.050,0,ACQUIRING
10605,12.617,-207256075335878,0,0,17505.7,115749.8,18.4,0.053,0,ACQUIRING
10606,13.617,-207256075236787,0,0,20612.9,115189.1,18.4,0.053,0,ACQUIRING
10607,14.617,-207256075237317,0,0,22225.6,112318.9,18.6,0.055,0,ACQUIRING
10608,15.617,-207256075228443,0,0,23070.6,108956.9,18.7,0.057,0,ACQUIRING
10609,16.617,-207256075119389,0,0,25172.0,108824.7,18.7,0.061,0,ACQUIRING
10610,17.618,-207256075148683,0,0,25816.2,105948.3,18.7,0.064,0,ACQUIRING
10611,18.617,-207256075157648,0,0,25788.7,102964.0,18.7,0.068,0,ACQUIRING
10612,19.617,-207256075087712,0,0,26341.7,100608.6,18.6,0.072,0,ACQUIRING
10613,20.617,-207256075042477,0,0,26981.0,98674.3,18.7,0.071,0,ACQUIRING
10614,21.617,-207256074981618,0,0,27835.6,97567.3,18.7,0.070,0,ACQUIRING
10615,22.618,-207256074923548,0,0,28796.1,97161.1,18.6,0.075,0,ACQUIRING
10616,23.618,-207256074944258,0,0,29086.7,95217.9,18.8,0.074,0,ACQUIRING
10617,24.617,-207256074868384,0,0,29715.2,94240.2,18.8,0.080,0,ACQUIRING
10618,25.618,-207256074877510,0,0,29905.7,92443.5,18.7,0.087,0,ACQUIRING
10619,26.618,-207256074892872,0,0,29723.7,90759.5,18.7,0.096,0,ACQUIRING
10620,27.619,-207256074769978,0,0,30219.4,89991.5,18.6,0.106,0,ACQUIRING
10621,28.618,-207256074752723,0,0,30538.8,88801.1,18.5,0.118,0,ACQUIRING
10622,29.618,-207256074762835,0,0,30554.3,87257.7,18.4,0.131,0,ACQUIRING
10623,30.618,-207256074711776,0,0,30683.6,85879.6,18.3,0.147,0,ACQUIRING
10624,31.618,-207256074661666,0,0,30894.6,84745.6,18.3,0.152,0,ACQUIRING
10625,32.618,-207256074602431,0,0,31213.4,84073.0,18.5,0.125,0,ACQUIRING
10626,33.618,-207256074672909,0,0,30996.4,83127.2,18.8,0.080,0,ACQUIRING
10627,34.618,-207256074611835,0,0,30949.0,81913.4,18.9,0.040,0,ACQUIRING
10628,35.618,-207256074549565,0,0,31042.6,80810.9,18.6,0.004,0,ACQUIRING
10629,36.618,-207256074480082,0,0,31277.8,80207.7,18.5,-0.062,0,ACQUIRING
10630,37.618,-207256074486224,0,0,31334.7,79150.0,17.9,-0.104,0,ACQUIRING
10631,38.619,-207256074506562,0,0,31194.5,78325.1,17.2,-0.164,0,ACQUIRING
10632,39.619,-207256074473018,0,0,31082.0,77470.9,17.0,-0.198,0,ACQUIRING
10633,40.618,-207256074356760,0,0,31267.7,76959.0,16.3,-0.260,0,ACQUIRING
10634,41.619,-207256074376141,0,0,31268.1,76014.7,16.3,-0.261,0,ACQUIRING
