# elapsed_s,phase_ns
0.4,-103594
1.7,-103582
3.0,-103592
4.3,-103595
5.7,-103591
7.0,-103562
8.3,-103581
9.7,-103602
11.0,-103565
12.3,-103567
13.6,-103599
14.9,-103572
16.2,-103563
17.5,-103622
18.8,-103593
20.1,-103576
21.4,-103617
22.7,-103614
24.1,-103562
25.4,-103532
26.7,-103633
28.0,-103592
29.4,-103569
30.7,-103573
32.0,-103588
33.3,-103622
34.6,-103602
35.9,-103604
37.3,-103593
38.6,-103586
39.9,-103578
41.2,-103593
42.5,-103622
43.8,-103249
45.1,-103612
46.4,-103603
47.8,-103611
49.1,-103623
50.4,-103642
51.7,-103594
53.1,-103631
54.4,-103617
55.7,-103595
57.0,42803
58.3,95784
59.6,-103590
60.9,-103593
62.2,-103592
63.5,-103550
64.8,-103574
66.1,-103631
67.5,-103634
68.7,-103632
70.0,-103614
71.3,-103583
72.6,-103596
73.9,-103583
75.3,-103620
76.6,-103574
77.9,-103572
79.2,-103601
80.4,-103593
81.7,-103613
83.0,-103584
84.3,-103592
85.6,-103593
87.0,-103622
88.3,-103594
89.6,-103628
90.9,-103617
92.2,-103550
93.6,-103622
94.9,-103602
96.2,-103583
97.6,-103583
98.9,-103602
100.2,-103633
101.5,-103626
102.8,-103570
104.1,-103623
105.5,-103633
106.8,-103599
108.1,-103581
109.4,-103616
110.7,-103573
112.0,-103603
113.4,-103584
114.7,-103612
116.0,-103622
117.3,-103582
118.6,-103612
119.9,-103622
121.2,-103563
122.5,-103621
123.8,-103612
125.1,-103587
