# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
7336,0.389,-72839275934543,0,0,0.0,999999.0,10.0,0.060,0,INIT
7337,1.391,-72839275859288,0,0,75255.0,inf,9.9,0.056,0,ACQUIRING
7338,2.390,-72839275873254,0,0,30644.5,36424.3,9.9,0.054,0,ACQUIRING
7339,3.390,-72839275873979,0,0,16772.6,31370.1,9.9,0.047,0,ACQUIRING
7340,4.390,-72839275846709,0,0,16097.7,25643.2,9.9,0.055,0,ACQUIRING
7341,5.390,-72839275714823,0,0,32446.1,45301.7,9.8,0.066,0,ACQUIRING
7342,6.391,-72839275692769,0,0,37171.3,43013.9,9.8,0.072,0,ACQUIRING
7343,7.390,-72839275651299,0,0,39498.4,40219.9,9.6,0.079,0,ACQUIRING
7344,8.390,-72839275681203,0,0,35957.6,40463.6,9.4,0.085,0,ACQUIRING
7345,9.390,-72839275631968,0,0,34879.2,38270.4,8.7,0.082,0,ACQUIRING
7346,10.390,-72839275572930,0,0,35389.1,36213.5,8.4,0.086,0,ACQUIRING
7347,11.390,-72839275590672,0,0,33639.8,36416.3,8.5,0.081,0,ACQUIRING
7348,12.390,-72839275560578,0,0,32465.6,35905.8,8.5,0.076,0,ACQUIRING
7349,13.390,-72839275479275,0,0,33122.9,34850.4,8.5,0.078,0,ACQUIRING
7350,14.390,-72839275501994,0,0,32154.1,34766.7,8.5,0.080,0,ACQUIRING
7351,15.391,-72839275407111,0,0,32889.6,34404.9,8.9,0.070,0,ACQUIRING
7352,16.391,-72839275405089,0,0,32789.1,33258.9,8.6,0.071,0,ACQUIRING
7353,17.391,-72839275392360,0,0,32366.6,32647.3,8.6,0.073,0,ACQUIRING
7354,18.391,-72839275305320,0,0,32927.5,32602.4,8.6,0.074,0,ACQUIRING
7355,19.391,-72839275291057,0,0,33069.5,31754.3,9.0,0.065,0,ACQUIRING
7356,20.391,-72839275241410,0,0,33389.9,31330.7,8.7,0.060,0,ACQUIRING
7357,21.391,-72839275203512,0,0,33684.0,30952.6,8.8,0.057,0,ACQUIRING
7358,22.391,-72839275275098,0,0,32763.5,34615.9,8.5,0.052,0,ACQUIRING
7359,23.391,-72839275221604,0,0,32262.0,35216.3,8.6,0.048,0,ACQUIRING
7360,24.391,-72839275215378,0,0,31631.3,36859.8,8.6,0.045,0,ACQUIRING
7361,25.391,-72839275075672,0,0,32059.1,37299.3,8.9,0.039,0,ACQUIRING
7362,26.392,-72839275092802,0,0,32008.2,36565.1,9.2,0.034,0,ACQUIRING
7363,27.391,-72839275114960,0,0,31567.2,37470.1,9.0,0.028,0,ACQUIRING
7364,28.391,-72839274993215,0,0,31833.3,37415.5,8.7,0.021,0,ACQUIRING
7365,29.391,-72839274993968,0,0,31839.4,36741.7,8.7,0.019,0,ACQUIRING
7366,30.391,-72839274986502,0,0,31697.0,36334.2,9.0,0.014,0,ACQUIRING
7367,31.391,-72839274964836,0,0,31522.6,36108.3,9.0,0.011,0,ACQUIRING
7368,32.391,-72839274925178,0,0,31421.6,35664.1,9.0,0.009,0,ACQUIRING
7369,33.392,-72839274895096,0,0,31330.6,35230.7,9.3,0.004,0,ACQUIRING
7370,34.392,-72839274854038,0,0,31300.7,34708.2,9.5,0.001,0,ACQUIRING
7371,35.392,-72839274807540,0,0,31344.0,34229.4,9.5,0.004,0,ACQUIRING
7372,36.392,-72839274803918,0,0,31262.3,33875.6,9.5,0.008,0,ACQUIRING
7373,37.392,-72839274690996,0,0,31523.4,34922.2,9.7,0.005,0,ACQUIRING
7374,38.392,-72839274688751,0,0,31633.8,34737.1,9.9,0.010,0,ACQUIRING
7375,39.392,-72839274726664,0,0,31474.0,34932.6,10.1,0.008,0,ACQUIRING
7376,40.392,-72839274626418,0,0,31576.1,34769.7,10.3,0.006,0,ACQUIRING
7377,41.392,-72839274653572,0,0,31469.2,34673.2,10.4,0.014,0,ACQUIRING
7378,42.392,-72839274533686,0,0,31656.9,35364.9,11.0,0.015,0,ACQUIRING
7379,43.392,-72839274529808,0,0,31735.9,35152.3,11.2,0.015,0,ACQUIRING
7380,44.392,-72839274512718,0,0,31762.5,34766.7,11.3,0.016,0,ACQUIRING
7381,45.392,-72839274492260,0,0,31754.3,34372.0,11.8,0.021,0,ACQUIRING
7382,46.392,-72839274459209,0,0,31750.6,33988.5,11.8,0.020,0,ACQUIRING
7383,47.392,-72839274428896,0,0,31743.7,33619.2,11.9,0.032,0,ACQUIRING
7384,48.392,-72839274379071,0,0,31781.8,33331.1,11.9,0.025,0,ACQUIRING
7385,49.393,-72839274336808,0,0,31840.2,33161.2,11.9,0.019,0,ACQUIRING
7386,50.393,-72839274367945,0,0,31749.6,33279.2,11.5,0.041,0,ACQUIRING
7387,51.393,-72839274294851,0,0,31759.0,32949.9,11.0,0.065,0,ACQUIRING
7388,52.393,-72839274223793,0,0,31849.8,33143.2,11.0,0.065,0,ACQUIRING
7389,53.393,-72839274232686,0,0,31848.5,32823.1,10.8,0.081,0,ACQUIRING
7390,54.393,-72839274250024,0,0,31751.6,33172.9,10.6,0.101,0,ACQUIRING
7391,55.393,-72839274139978,0,0,31811.8,33132.6,10.2,0.128,0,ACQUIRING
7392,56.393,-72839274141880,0,0,31804.7,32833.9,10.2,0.118,0,ACQUIRING
7393,57.393,-72839274121401,0,0,31778.5,32596.6,10.1,0.121,0,ACQUIRING
7394,58.393,-72839274060921,0,0,31803.5,32364.5,9.7,0.111,0,ACQUIRING
7395,59.394,-72839274041466,1340,0,31805.9,32084.8,9.2,0.104,0,ACQUIRING
7396,60.393,-72839273999404,11348,10008,31799.2,32055.5,9.1,0.099,78246,LOCKED
7397,61.393,-72839274026314,-45202,0,31768.3,32421.8,9.2,0.087,-668349,LOCKED
7398,62.394,-72839274024819,-69973,0,31614.4,33698.9,9.4,0.077,-640355,LOCKED
