# elapsed_s,phase_ns
0.4,-8194768
1.8,-8191581
3.1,-8200238
4.4,-8195577
5.8,-8178032
7.1,-8153991
8.4,-8202986
9.8,-8205986
11.1,-8181849
12.5,-8201021
13.8,-8178795
15.1,-8206175
16.5,-8190782
17.8,-8201210
19.2,-8182741
20.5,-8190874
21.9,-8177242
23.3,-8199562
24.6,-8159591
25.9,-8175590
27.4,-8190790
28.8,-8204575
30.1,-8182795
31.5,-8190800
32.9,-8198000
34.3,-8204395
35.7,-8206005
37.0,-8179595
38.4,-8196400
39.8,-8189195
41.1,-8202800
42.5,-8192405
43.9,-8190805
45.3,-8202000
46.7,-8206020
48.0,-8195981
49.4,-8202795
50.7,-8195590
52.0,-8190786
53.4,-8200000
54.8,-8174800
56.1,-8205200
57.5,-8205586
58.8,-8197195
60.2,37600
61.5,93605
62.8,145600
64.2,230400
65.5,260795
66.9,280790
68.3,316805
69.7,318369
71.1,336000
72.5,354395
73.8,358405
75.2,361585
76.6,373595
77.9,378390
79.2,389599
80.6,390209
81.8,385595
83.2,394985
84.6,393605
86.0,390410
87.3,390410
88.7,392800
90.0,392738
91.3,384010
92.7,384789
94.1,383793
95.5,371200
96.8,361610
98.2,350395
99.6,340003
100.9,339210
102.2,327214
103.6,319200
105.0,308818
106.3,291190
107.6,281720
109.0,274409
110.3,259122
111.7,249614
113.1,237595
114.4,219190
115.7,212879
117.1,203246
118.4,182418
119.8,176809
121.1,169628
122.4,151180
123.8,148002
125.2,133602
126.5,134429
127.8,127204
129.2,116225
130.6,112005
132.0,109759
133.3,105619
134.7,102420
136.1,99215
137.4,88010
138.7,83210
140.1,80848
141.5,74389
142.8,71180
144.1,68005
145.4,61827
146.8,61602
148.2,58404
149.5,53769
150.8,51206
152.2,46424
153.5,42410
154.9,40014
156.3,34539
157.6,28840
158.9,29609
160.3,28004
161.7,26424
163.1,24009
164.4,21608
165.7,19185
167.1,19210
168.4,16056
169.8,15277
171.2,12810
172.5,12009
173.8,7999
175.2,5036
176.5,4715
177.9,4802
179.3,4780
180.7,3341
182.0,5660
183.4,7205
184.8,9605
186.1,11200
187.5,11210
188.8,13619
190.1,12010
191.6,15205
192.9,16805
194.2,16825
195.6,17600
197.0,18410
198.3,15214
199.8,17610
201.1,17606
202.4,17605
203.8,16805
205.1,16810
206.4,20805
207.7,18409
209.1,20800
210.4,23260
211.8,24217
213.2,25609
214.5,25600
215.8,25381
217.2,24011
218.5,21344
219.8,23220
221.2,22411
222.5,21605
223.8,19200
225.2,16898
226.6,15200
227.8,12644
229.3,12800
230.6,13781
