# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
45780,0.662,-233636111774458,-22291,37052,-29414.3,33588.2,9.2,0.156,531290915,LOCKED
45781,1.664,-233636111762183,19243,78586,-29438.7,33386.8,9.1,0.157,531301607,LOCKED
45782,2.662,-233636111823860,-10421,48922,-29547.9,32666.2,9.0,0.165,531438897,LOCKED
45783,3.662,-233636111878916,-34332,25011,-29569.3,32859.7,8.7,0.165,531430337,LOCKED
45784,4.664,-233636111933600,-57159,2184,-29586.4,33145.8,8.7,0.165,531533586,LOCKED
45785,5.663,-233636111914708,-8423,50920,-29585.1,33142.0,8.6,0.170,531613780,LOCKED
45786,6.663,-233636111958256,-19397,39946,-29699.8,32654.2,8.5,0.169,531689004,LOCKED
45787,7.663,-233636112011628,-41250,18093,-29720.4,32888.9,8.5,0.169,531793947,LOCKED
45788,8.663,-233636112004174,-3671,55672,-29734.2,32887.7,8.5,0.168,531799387,LOCKED
45789,9.665,-233636111990760,38676,98019,-29759.3,32518.7,8.2,0.166,531902098,LOCKED
45790,10.663,-233636112094418,-33710,25633,-29777.5,32686.3,8.0,0.168,531888696,LOCKED
45791,11.664,-233636112084546,6372,65715,-29809.4,32527.2,8.0,0.169,531987901,LOCKED
45792,12.664,-233636112154879,-32914,26429,-29815.4,32587.5,7.9,0.168,532009516,LOCKED
45793,13.664,-233636112157016,-5681,53662,-29784.0,32438.8,8.1,0.163,532099720,LOCKED
45794,14.665,-233636112138543,40478,99821,-29748.3,32787.5,8.2,0.165,532207551,LOCKED
45795,15.663,-233636112159258,44906,104249,-29596.7,32868.8,8.0,0.158,532166128,LOCKED
45796,16.664,-233636112255202,-20099,39244,-29629.2,32981.2,8.1,0.154,532272409,LOCKED
45797,17.664,-233636112260312,5310,64653,-29681.8,32638.5,8.1,0.156,532360236,LOCKED
