# elapsed_s,phase_ns
0.4,8808
1.7,10456
3.1,12734
4.4,10480
5.6,9276
7.0,8632
8.3,7831
9.6,5278
10.9,6507
12.2,3470
13.5,4871
14.9,2827
16.2,4866
17.5,6549
18.8,6377
20.2,7719
21.5,8669
22.8,8948
24.1,7981
25.4,7087
26.8,9197
28.1,8639
29.4,8319
30.7,8954
32.0,5592
33.3,5519
34.7,5131
36.0,6354
37.3,6839
38.6,7421
39.9,8059
41.2,6168
42.6,2965
43.9,4179
45.2,3561
46.6,3009
47.9,2782
49.2,2393
50.5,-1291
51.9,-2930
53.2,-1331
54.5,974
55.9,2500
57.2,1979
58.5,4266
59.8,3427
61.1,4587
62.4,5851
63.7,8787
65.0,10478
66.4,11263
67.6,9639
69.0,9237
70.3,9505
71.6,5734
72.9,6358
74.2,6087
75.6,6720
76.9,4868
78.2,3898
79.5,3408
80.9,2909
82.2,2400
83.5,3498
84.8,2099
86.2,1519
87.5,1478
88.8,1739
90.1,3548
91.4,1908
92.7,3203
94.0,2640
95.4,1021
96.6,5910
98.0,8732
99.3,8439
100.6,7678
101.9,7945
103.2,8018
104.5,7555
105.8,5712
107.2,4144
108.5,4098
109.8,5439
111.1,3975
112.4,2395
113.7,492
115.0,1896
116.4,1496
117.7,363
119.0,1188
120.3,2972
121.6,1028
122.9,2144
124.2,-402
125.5,2322
126.8,1692
128.2,235
129.5,1335
130.8,29
132.2,-1542
133.5,-1312
134.8,107
136.1,-561
137.4,-1242
138.8,-534
140.1,-2451
141.4,-1121
142.7,-1222
144.0,-531
145.3,365
146.6,-992
147.9,207
149.2,1278
150.6,25
151.9,-1407
153.2,3335
154.5,4510
155.8,4438
157.2,5775
158.5,5779
159.8,8888
161.1,9830
162.4,10453
163.7,12777
165.0,13998
166.4,11912
167.7,13971
169.0,12686
170.3,13258
171.6,10067
172.9,10377
174.2,12258
175.5,14272
176.8,16016
178.1,17048
179.4,16057
180.7,13773
182.0,15366
183.3,14021
184.6,14799
185.9,14736
187.2,15958
188.5,14463
189.9,13178
191.2,12687
192.5,9620
193.8,10338
195.1,10438
196.4,12670
197.7,9058
199.0,8687
200.4,7088
201.6,4650
203.0,5370
204.3,7888
205.6,9034
206.9,9428
208.2,7691
209.5,8729
210.8,9485
212.1,7791
213.5,6891
214.8,5409
216.1,6101
217.4,7488
218.7,9052
220.0,8670
221.4,8842
222.7,9219
224.0,8792
225.3,7966
226.6,10999
227.9,11203
229.2,13561
230.5,14128
231.8,11580
233.2,14057
234.5,15568
235.8,15277
237.1,12759
238.4,12694
239.7,11220
241.0,12819
242.3,12628
243.7,12153
245.0,13792
246.3,13731
247.6,13633
248.9,14920
250.2,13509
251.5,9968
252.9,11697
254.2,12660
255.5,11666
256.8,14418
258.1,13908
259.4,15518
260.7,17084
262.0,14998
263.4,16920
264.7,13519
266.0,14628
267.3,14731
268.6,13963
269.9,15958
271.2,14279
272.5,8964
273.8,9630
275.1,6600
276.5,5662
277.8,4922
279.1,2030
280.4,4010
281.7,3040
283.0,2579
284.4,3028
285.7,2572
287.1,2339
288.4,839
289.7,935
291.0,81
292.3,956
293.6,818
294.9,1787
296.2,1679
297.6,1708
299.0,1288
300.3,2400
301.8,2456
303.1,3025
304.5,-462
305.8,3352
307.2,2789
308.5,3937
309.8,4538
311.1,3989
312.5,-904
313.8,2697
315.1,2608
316.4,2158
317.7,3029
319.0,4056
320.4,4543
321.6,5039
322.9,6935
324.3,6979
325.6,9469
326.9,8727
328.2,8148
329.5,9820
330.8,9338
332.2,8761
333.5,10149
334.8,13770
336.1,15310
337.4,15579
338.7,15882
340.1,15525
341.4,14081
342.6,12330
343.9,12835
345.2,13079
346.5,13998
347.8,14410
349.2,13531
350.5,14281
351.8,12798
353.1,12976
354.4,12418
355.7,16906
357.0,16960
358.3,16023
359.6,16712
361.0,15619
362.3,14382
363.6,16569
364.9,14858
366.2,17813
367.5,18059
368.8,17919
370.1,19025
371.5,19147
372.8,16454
374.1,15574
375.4,15018
376.7,17579
378.0,17129
379.4,18266
380.7,16101
381.9,15322
383.3,15082
384.6,17588
385.9,16580
387.2,14417
388.6,13699
389.9,16258
391.2,13715
392.5,18318
393.8,16923
395.1,17209
396.4,16628
397.8,16570
399.1,17323
400.4,19370
401.7,16799
403.0,19689
404.3,20704
405.6,20120
407.0,20409
408.3,17509
409.6,18471
410.9,18686
412.2,14251
413.5,15688
414.8,16400
416.1,16611
417.5,15889
418.8,16610
420.1,16809
421.4,14473
422.7,10447
424.1,11889
425.4,11048
426.7,12858
428.0,12400
429.4,11423
430.6,13084
432.0,12368
433.3,11108
434.6,11149
436.1,9509
437.4,8018
438.7,7018
440.0,5257
441.4,4959
442.7,1888
444.0,615
445.3,623
446.6,773
448.0,1887
449.3,61
450.6,-614
451.9,-3112
453.2,-49
454.5,-4218
455.8,-3924
457.2,-4788
458.5,-3672
459.8,-4402
461.1,-6407
462.4,-4161
463.7,-5371
465.0,-3854
466.3,-2590
467.6,-3139
468.9,-1202
470.3,-1885
471.6,-2921
472.9,-3401
474.2,-442
475.6,-2191
476.9,-1779
478.2,-799
479.5,2991
480.8,2738
482.1,-28
483.4,1120
484.8,1269
486.1,-359
487.4,1349
488.7,2438
490.0,2247
491.3,5211
492.6,5173
494.0,7070
495.3,6919
496.6,6408
497.9,8766
499.2,9136
500.6,11663
501.9,10298
503.2,10008
504.5,12271
505.8,10469
507.2,10904
508.5,13138
509.8,14618
511.1,15801
512.4,13358
513.7,17395
515.0,14618
516.4,15947
517.7,17110
519.0,18538
520.3,19166
521.6,14700
522.9,17159
524.2,16339
525.6,15936
526.9,15998
528.2,14680
529.5,17022
530.8,14713
532.2,11978
533.5,13028
534.8,13777
536.1,13759
537.4,15099
538.7,14332
540.0,16609
541.3,16199
542.6,17330
543.9,15019
545.2,12806
546.6,9492
547.9,8334
549.2,6493
550.5,7810
551.9,5954
553.1,5802
554.5,7260
555.8,4749
557.1,5097
558.4,6324
559.7,2469
561.0,2406
562.4,2529
563.7,1131
565.0,3339
566.3,1289
567.6,3106
569.0,2735
570.3,4225
571.6,1116
572.9,49
574.2,3287
575.5,4120
576.8,4113
578.2,3626
579.5,2868
580.8,3501
582.1,1847
583.4,2017
584.8,1215
586.2,3088
587.5,4260
588.8,5006
590.2,3579
591.5,3780
592.8,5569
594.0,4506
595.4,5718
596.7,6539
598.0,7960
599.3,10709
600.6,12548
601.9,13318
603.2,16356
604.5,14626
605.9,16159
607.1,17010
608.5,15898
609.8,16545
611.1,13909
612.4,9021
613.7,11350
615.1,11658
616.4,9799
617.7,11417
619.0,9720
620.3,10425
621.7,5428
623.0,8199
624.3,6690
625.6,6359
626.9,10714
628.2,8769
629.5,8233
630.8,6839
632.2,3001
633.5,5412
634.8,5179
636.1,8131
637.4,6652
638.7,5098
640.0,6348
641.4,6048
642.7,3974
644.0,5358
645.3,4361
646.6,2258
647.9,3381
649.2,5704
650.5,3481
651.8,2928
653.2,2675
654.5,2428
655.8,2877
657.1,1829
658.4,-96
659.7,2425
661.0,2915
662.3,1825
663.6,2655
664.9,489
666.2,3205
667.6,4006
668.9,4175
670.2,5789
671.5,5808
672.9,6053
674.1,7828
675.5,10187
676.8,10011
678.1,10228
679.5,10789
680.8,9622
682.1,8378
683.4,7765
