# elapsed_s,phase_ns
0.3,6529
1.6,8657
3.0,10890
4.3,11290
5.6,9491
6.9,11828
8.2,11799
9.6,8287
10.9,8909
12.2,5025
13.5,5597
14.9,6766
16.3,9362
17.6,6496
18.9,10258
20.2,15462
21.5,16154
22.9,18069
24.2,17591
25.5,17171
26.8,14948
28.1,16709
29.4,19413
30.7,17428
32.0,14849
33.4,11540
34.7,8789
36.0,9849
37.3,7484
38.6,4781
40.0,4178
41.3,1729
42.6,-522
44.0,-1210
45.2,-1995
46.6,-4744
47.9,-3583
49.2,-6848
50.6,-7506
51.9,-7513
53.2,-6142
54.5,-6050
55.8,-7463
57.1,-8102
58.4,-10553
59.8,-10546
61.1,-10692
62.4,-7200
63.7,-7264
65.1,-9731
66.4,-3740
67.7,-2071
69.0,981
70.4,-2451
71.7,-3801
73.1,-3897
74.3,-371
75.7,-3452
77.0,-1490
78.3,2610
79.6,4866
80.9,2037
82.2,3308
83.5,2449
84.9,5501
86.2,6730
87.5,4159
88.8,3296
90.1,5578
91.4,4838
92.7,3991
94.1,1023
95.3,-2457
96.7,-191
98.0,616
99.3,2704
100.6,1228
101.9,-1202
103.3,616
104.6,-1970
105.9,-1962
107.2,89
108.6,-125
109.9,-72
111.2,2098
112.6,-452
113.9,-2189
115.2,-5617
116.5,-4342
117.8,-4595
119.2,-1402
120.5,1794
121.8,-82
123.1,-1186
124.4,-3951
125.7,-3550
127.1,-5828
128.4,-6484
129.7,-5522
131.0,-5217
132.3,-4722
133.6,-6759
134.9,-9282
136.4,-4323
137.7,-2064
139.0,-3530
140.3,-2703
141.6,-32
142.9,4009
144.2,863
145.5,-257
146.9,1826
148.2,2911
149.5,7609
150.8,9041
152.1,8882
153.5,3593
154.8,4958
156.1,5218
157.4,8938
158.7,7277
160.1,4372
161.4,2037
162.7,-113
164.0,133
165.3,-903
166.7,-422
168.0,1488
169.3,1159
170.7,311
172.0,468
173.3,4763
174.6,4389
175.9,6910
177.2,7253
178.6,9710
179.9,13279
181.2,6904
182.6,6702
183.9,4823
185.2,7729
186.5,7747
187.9,5133
189.2,3212
190.5,4436
191.8,4978
193.2,5479
194.5,2496
195.8,1116
197.1,377
198.4,3659
199.7,-368
201.0,-2078
202.3,-1252
203.7,-3940
205.0,-6102
206.3,-2101
207.7,-1592
209.0,-2135
210.3,1597
211.6,4259
213.0,1106
214.3,-3071
215.6,-3682
217.0,-4927
218.3,-6960
219.6,-7861
220.9,-6992
222.4,-3509
223.8,-4951
225.1,-10491
226.5,-8912
227.8,-10521
229.1,-11564
230.4,-12293
231.8,-11370
233.1,-14494
234.4,-18685
236.7,-13932
238.0,-9350
239.3,-6146
241.6,-5915
242.9,-4351
244.3,-7923
245.6,-8542
246.9,-6882
248.2,-3592
249.5,-1331
250.9,-5276
252.2,-6780
253.5,-6750
254.8,-10090
256.2,-5033
257.5,-4782
258.8,-8073
260.1,-8832
261.4,-7631
262.8,-4003
264.1,-2120
265.4,-4202
266.7,-7379
268.0,-5686
269.3,-4519
270.7,-6318
272.0,-3280
273.3,-4306
274.6,-5019
275.9,-6681
277.2,-3104
278.6,-872
279.9,2088
281.2,796
282.5,3888
283.8,3559
285.1,2701
286.6,2479
287.9,2078
289.2,-1782
290.6,490
291.9,370
293.2,4870
294.5,4730
295.9,7587
297.2,8124
298.5,12274
299.8,10853
