# elapsed_s,phase_ns
0.4,7679
1.8,11438
3.1,16799
4.5,115428
5.9,90749
7.3,7997
8.7,9346
10.0,13606
11.3,-93
12.7,-30560
14.0,4320
15.3,11186
16.7,-71681
18.0,6398
19.4,-3331
20.7,5037
22.1,-13
23.4,4645
24.8,102323
26.2,-3745
27.6,548
28.9,99907
30.3,-2882
31.6,-1521
33.0,8863
34.4,1439
35.7,-1600
37.1,-5275
38.5,-6562
39.8,-402
41.2,4720
42.6,102142
44.0,-4559
45.3,-9216
46.8,-10323
48.2,-5922
49.5,-7847
50.8,-2654
52.2,-3121
53.6,2084
55.0,5199
56.4,6318
57.8,98961
59.2,-6095
60.6,-7441
62.0,-10720
63.3,-31053
64.7,-76795
66.1,5037
67.4,-1374
68.7,-25293
70.1,1999
71.5,4397
72.8,9988
74.2,-171
75.6,1330
77.0,-2655
78.4,-10176
79.8,-12799
81.2,-8077
82.6,89507
83.9,82148
85.3,-22816
86.7,-22318
88.0,-18165
89.4,-17121
90.8,-15601
92.1,-13934
93.5,-13693
94.8,-12316
96.2,-16797
97.6,-11292
99.0,-4480
100.4,-2316
101.8,98479
103.1,-5925
104.4,-10416
105.8,-11355
107.2,-11682
108.6,-18640
110.0,-22333
111.3,-38880
112.6,-54092
114.0,-27040
115.4,-51130
116.8,-13680
118.2,-19280
119.5,-21281
120.8,-24094
122.2,-23492
123.6,-22481
124.9,-15533
126.3,-12162
127.7,-13201
129.0,-14179
130.4,-15842
131.7,-12800
133.1,-4719
134.4,93430
135.8,-4330
137.2,-10001
138.5,-10243
139.9,-6415
141.3,1518
142.7,388
144.0,-7440
145.3,-11936
146.8,-15295
148.2,-7377
149.5,-7281
150.9,-2480
152.2,-3917
153.6,-10955
155.0,-13692
156.4,-11200
157.7,-8077
159.1,95759
160.5,-562
161.9,-8011
163.3,-21853
164.7,-40014
166.1,-11122
167.5,-14974
168.8,-27464
170.2,-13112
171.6,-9541
173.0,-8480
174.4,-10415
175.7,-9130
177.0,-10016
178.4,-14327
179.8,-18156
181.2,85426
182.6,-12253
183.9,-15211
185.3,-11453
186.6,-7279
188.0,-13232
189.3,-15065
190.7,-10163
192.0,-9630
193.5,-8813
194.9,-4880
196.2,-2480
197.6,-4811
199.0,-14479
200.4,-14182
201.7,-15210
203.1,73761
204.4,70643
205.8,-25454
207.2,-23521
208.6,-23617
210.0,-11600
211.4,-17597
212.7,87919
214.1,-12482
215.4,-35038
216.8,18401
218.2,-23201
219.6,-26416
221.0,-17362
222.4,81747
223.7,-14082
225.1,-16978
226.4,-13056
227.8,-17434
229.1,-23773
230.5,-20687
231.9,-19300
233.3,-9453
234.7,-6009
236.0,-1683
237.4,-5680
238.7,-1226
240.1,4784
241.5,104798
242.9,98720
244.2,-4730
245.6,-7916
247.0,95278
248.4,-1282
249.8,86719
251.1,-10896
252.5,-10802
253.8,-10413
255.2,1830
256.6,11266
257.9,6400
259.3,22000
260.7,6705
262.1,-40322
263.5,8235
264.9,-486
266.3,12559
267.7,103121
269.0,-480
270.4,-13850
271.8,-31295
273.2,90576
274.6,-7760
276.0,79925
277.4,-16897
278.8,-24089
280.2,-22240
281.6,-17693
282.9,81208
284.3,-21052
285.7,-21282
287.1,-10974
288.5,91025
289.8,-4555
291.2,-15762
292.6,-15855
294.0,-11201
295.4,-13283
296.8,83907
298.2,76624
299.5,-26000
