# elapsed_s,phase_ns
0.4,9161
1.7,10239
3.0,8989
4.4,13393
5.7,14030
7.0,2649
8.4,1434
9.7,-3689
11.0,-4020
12.3,-1346
13.7,-2417
15.0,-4152
16.3,5303
17.6,-102585
18.9,-116
20.2,-1180
21.6,-3633
22.9,-3852
24.2,-14570
25.6,-22842
26.8,100180
28.2,91568
29.5,-6730
30.8,-7018
32.1,-9672
33.5,-50592
34.8,-23246
36.1,-7240
37.4,-6384
38.7,-26823
40.0,34942
41.4,92577
42.7,-10042
44.0,-15484
45.3,-19391
46.6,-12506
47.9,-10632
49.2,-13199
50.6,-11425
51.8,-9411
53.2,-7577
54.5,-8872
55.8,4342
57.1,9029
58.4,12608
59.7,-102562
61.0,-102594
62.3,8194
63.7,12439
65.2,17126
66.6,12619
67.9,14710
69.4,14248
70.7,17200
72.0,-102622
73.3,15649
74.6,3029
76.0,-1202
77.3,-401
78.6,-2258
79.9,-4850
81.2,-13506
82.6,53212
83.9,1352
85.3,-64402
86.6,92471
87.9,-9141
89.2,-8859
90.5,-2576
91.8,5619
93.1,9796
94.4,13557
95.8,10157
97.1,11171
98.5,12219
99.8,-102392
101.1,14338
102.4,4838
103.7,-42
105.1,-3661
106.4,1998
107.7,8287
109.0,-102619
110.3,10098
111.7,-263
113.0,338
114.2,119
115.6,1130
116.9,-7121
118.2,82832
119.5,-12088
