# seq,elapsed_s,d_total_ns,d_detrended_ns,offset_ns,drift_ns_per_s,drift_sigma_ns,gm_sigma_ns,gm_a1_ppb,clock_error_ns,sync_state
46860,0.678,-45531741572203,-34536,28589,30991.2,32439.5,7.7,-0.063,-684223,LOCKED
46861,1.680,-45531741494362,10224,73349,31077.0,32041.7,7.6,-0.062,-663066,LOCKED
46862,2.678,-45531741476965,-3000,60125,31059.5,32030.4,7.6,-0.061,-605971,LOCKED
46863,3.679,-45531741463129,-20131,42994,31088.6,31758.5,7.4,-0.056,-657132,LOCKED
46864,4.679,-45531741426611,-12676,50449,31010.1,31504.9,7.5,-0.055,-667248,LOCKED
46865,5.679,-45531741397785,-14076,49049,30995.0,31554.2,7.5,-0.056,-635277,LOCKED
46866,6.678,-45531741343528,7642,70767,31058.2,31334.6,7.6,-0.055,-619782,LOCKED
46867,7.679,-45531741293060,25965,89090,31068.4,31413.4,7.6,-0.054,-595701,LOCKED
46868,8.678,-45531741261210,24521,87646,31136.9,31527.2,7.4,-0.058,-618822,LOCKED
46869,9.678,-45531741231768,19757,82882,31254.9,30975.4,7.5,-0.059,-646100,LOCKED
46870,10.679,-45531741189465,28542,91667,31318.6,31199.0,7.4,-0.064,-740173,LOCKED
46871,11.679,-45531741150809,33569,96694,31376.3,31530.1,7.3,-0.059,-620798,LOCKED
46872,12.679,-45531741112971,35950,99075,31517.1,31333.0,7.1,-0.052,-519363,LOCKED
46873,13.679,-45531741090563,26028,89153,31513.7,31302.3,7.0,-0.058,-646939,LOCKED
46874,14.679,-45531741056714,26762,89887,31547.8,31496.9,7.5,-0.058,-650021,LOCKED
46875,15.679,-45531741035466,14061,77186,31642.5,31085.3,7.6,-0.057,-645966,LOCKED
46876,16.678,-45531741001386,16858,79983,31596.6,30618.1,7.6,-0.064,-653206,LOCKED
46877,17.679,-45531740963148,22282,85407,31619.4,30741.3,8.0,-0.061,-634214,LOCKED
46878,18.678,-45531740936295,15387,78512,31698.4,30547.6,9.0,-0.057,-635533,LOCKED
46879,19.679,-45531740908863,11777,74902,31646.5,30068.6,9.3,-0.063,-652389,LOCKED
46880,20.679,-45531740950717,-58471,4654,31584.0,30944.3,9.5,-0.046,-716250,LOCKED
46881,21.679,-45531740917518,-54465,8660,31557.2,31367.6,9.5,-0.027,-718383,LOCKED
46882,22.680,-45531740895476,-59441,3684,31433.1,32352.8,9.8,-0.030,-643358,LOCKED
46883,23.680,-45531740858642,-51512,11613,31394.6,32855.7,9.5,-0.016,-646682,LOCKED
46884,24.680,-45531740837006,-58524,4601,31357.1,33425.2,9.5,-0.019,-647827,LOCKED
46885,25.679,-45531740716121,29492,92617,31382.3,33601.6,9.6,-0.032,-664323,LOCKED
46886,26.680,-45531740697647,15000,78125,31435.2,33600.2,9.3,-0.014,-562205,LOCKED
46887,27.681,-45531740647575,29770,92895,31575.7,33144.2,9.5,-0.037,-534866,LOCKED
46888,28.679,-45531740619351,25820,88945,31562.1,33015.9,9.6,-0.044,-620006,LOCKED
46889,29.680,-45531740612297,1590,64715,31545.8,32983.4,9.5,-0.037,-663307,LOCKED
46890,30.680,-45531740646183,-61340,1785,31525.0,33348.2,9.6,-0.042,-739795,LOCKED
46891,31.680,-45531740627357,-68347,0,31359.0,34430.8,9.6,-0.052,-723583,LOCKED
46892,32.680,-45531740506518,19294,87641,31417.3,34478.5,9.5,-0.054,-671428,LOCKED
46893,33.680,-45531740462671,28174,96521,31544.9,34157.0,9.6,-0.065,-435278,LOCKED
46894,34.681,-45531740447811,11681,80028,31516.0,33978.9,9.6,-0.076,-747163,LOCKED
46895,35.680,-45531740398185,27166,95513,31599.8,34063.3,9.7,-0.084,-534258,LOCKED
46896,36.681,-45531740380171,14106,82453,31550.4,33630.4,9.8,-0.091,-624379,LOCKED
46897,37.680,-45531740357317,6508,74855,31485.6,33119.6,10.0,-0.106,-650170,LOCKED
46898,38.681,-45531740362077,-28655,39692,31480.1,33166.6,10.2,-0.120,-775838,LOCKED
46899,39.680,-45531740351571,-44798,23549,31317.2,33080.4,10.9,-0.139,-668083,LOCKED
46900,40.680,-45531740327400,-48582,19765,31232.8,33731.8,11.1,-0.149,-620234,LOCKED
46901,41.680,-45531740316057,-63354,4993,31086.7,34705.7,11.3,-0.158,-626851,LOCKED
46902,42.681,-45531740254533,-31534,36813,31071.3,34832.2,11.3,-0.166,-676881,LOCKED
